"participant_ID","position","trial","phase","response","rt"
"P126","down",0,"exhale","correct",0.499590800000078
"P126","right",1,"inhale","correct",0.3818425999998
"P126","up",2,"exhale","correct",0.33129530000042
"P126","up",3,"inhale","correct",0.364985300000626
"P126","down",4,"exhale","correct",0.266503700000612
"P126","left",5,"inhale","correct",0.287084900000991
"P126","left",6,"exhale","correct",0.318191299998944
"P126","catch",7,"inhale","correct",NA
"P126","down",8,"inhale","correct",0.347641000000294
"P126","right",9,"exhale","correct",0.371904800000266
"P126","left",10,"inhale","correct",0.281789700000445
"P126","right",11,"exhale","correct",0.365542400000777
"P126","catch",12,"inhale","correct",NA
"P126","up",13,"inhale","correct",0.432773999998972
"P126","catch",14,"exhale","correct",NA
"P126","down",15,"exhale","correct",0.486781899999187
"P126","left",16,"inhale","correct",0.326616500000455
"P126","right",17,"exhale","correct",0.365683399999398
"P126","down",18,"inhale","correct",0.502253900000142
"P126","catch",19,"exhale","correct",NA
"P126","right",20,"inhale","correct",0.394164600000295
"P126","left",21,"exhale","correct",0.405315799998789
"P126","right",22,"inhale","correct",0.361517600000298
"P126","up",23,"exhale","correct",0.318186700000297
"P126","right",24,"inhale","correct",0.373474800000622
"P126","up",25,"exhale","correct",0.323096300000543
"P126","catch",26,"inhale","correct",NA
"P126","catch",27,"exhale","correct",NA
"P126","left",28,"inhale","correct",0.376115799999752
"P126","up",29,"exhale","correct",0.417995499999961
"P126","catch",30,"inhale","correct",NA
"P126","up",31,"exhale","correct",0.409975499998836
"P126","up",32,"inhale","correct",0.381049699999494
"P126","catch",33,"exhale","correct",NA
"P126","left",34,"exhale","correct",0.356541999999536
"P126","down",35,"inhale","correct",0.376207300001624
"P126","down",36,"exhale","correct",0.372208099999625
"P126","catch",37,"inhale","correct",NA
"P126","right",38,"exhale","correct",0.406705999999758
"P126","left",39,"inhale","correct",0.408482999999251
"P126","up",40,"exhale","correct",0.361715200000617
"P126","down",41,"inhale","correct",0.480305400000361
"P126","up",42,"exhale","correct",0.291047200000321
"P126","catch",43,"inhale","correct",NA
"P126","down",44,"exhale","correct",0.39211350000005
"P126","right",45,"inhale","correct",0.340487499999654
"P126","left",46,"exhale","correct",0.270120899998801
"P126","down",47,"inhale","correct",0.346506299998509
"P126","left",48,"exhale","correct",0.313010500000019
"P126","left",49,"inhale","correct",0.377786500001093
"P126","right",50,"exhale","correct",0.366026400000919
"P126","up",51,"inhale","correct",0.347027799998614
"P126","up",52,"exhale","correct",0.298409200000606
"P126","right",53,"inhale","correct",0.342366099999708
"P126","down",54,"exhale","correct",0.310390599999664
"P126","catch",55,"inhale","correct",NA
"P126","up",56,"exhale","correct",0.357464700000492
"P126","right",57,"inhale","correct",0.325601300000926
"P126","down",58,"exhale","correct",0.312098799999148
"P126","down",59,"inhale","correct",0.377083899998979
"P126","right",0,"exhale","correct",0.482468199999857
"P126","down",1,"inhale","correct",0.341186100000414
"P126","left",2,"exhale","correct",0.339062600000034
"P126","up",3,"inhale","correct",0.336220899998807
"P126","right",4,"exhale","correct",0.322559800000818
"P126","left",5,"inhale","correct",0.351620499999626
"P126","down",6,"exhale","correct",0.38476190000074
"P126","right",7,"inhale","correct",0.522417800000767
"P126","up",8,"exhale","correct",0.291247099999964
"P126","catch",9,"inhale","correct",NA
"P126","up",10,"inhale","correct",0.368294300000343
"P126","right",11,"exhale","correct",0.365004000001136
"P126","catch",12,"inhale","correct",NA
"P126","down",13,"inhale","correct",0.389083199999732
"P126","up",14,"exhale","correct",0.328949799999464
"P126","left",15,"inhale","correct",0.443440499999269
"P126","up",16,"exhale","correct",0.609167599999637
"P126","up",17,"inhale","correct",0.526125799999136
"P126","left",18,"exhale","correct",0.344985699999597
"P126","left",19,"inhale","correct",0.391808300000775
"P126","catch",20,"exhale","correct",NA
"P126","left",21,"exhale","correct",0.450772999998662
"P126","right",22,"inhale","correct",0.407967500001178
"P126","up",23,"exhale","correct",0.364387300000089
"P126","down",24,"inhale","correct",0.373507400001472
"P126","catch",25,"exhale","correct",NA
"P126","right",26,"exhale","correct",0.414168499999505
"P126","up",27,"inhale","correct",0.475235699999757
"P126","right",28,"exhale","correct",0.38789480000014
"P126","catch",29,"inhale","correct",NA
"P126","left",30,"inhale","correct",0.339093399999911
"P126","up",31,"exhale","correct",0.350297000000865
"P126","catch",32,"inhale","correct",NA
"P126","down",33,"exhale","correct",0.364659900000333
"P126","catch",34,"inhale","correct",NA
"P126","left",35,"exhale","correct",0.314479099999517
"P126","up",36,"inhale","correct",0.301803799999107
"P126","catch",37,"exhale","correct",NA
"P126","catch",38,"inhale","correct",NA
"P126","down",39,"inhale","correct",0.347788999999466
"P126","left",40,"exhale","correct",0.342092900000353
"P126","left",41,"inhale","correct",0.32676790000005
"P126","catch",42,"exhale","correct",NA
"P126","left",43,"inhale","correct",0.381269499999689
"P126","down",44,"exhale","correct",0.400829500000327
"P126","catch",45,"inhale","correct",NA
"P126","right",46,"exhale","correct",0.361918900000092
"P126","left",47,"inhale","correct",0.371471499998734
"P126","up",48,"exhale","correct",0.413687399999617
"P126","down",49,"inhale","correct",0.318691000000399
"P126","right",50,"exhale","correct",0.346630699999878
"P126","right",51,"inhale","correct",0.375146399999721
"P126","catch",52,"exhale","correct",NA
"P126","down",53,"inhale","correct",0.413593100000071
"P126","catch",54,"exhale","correct",NA
"P126","right",55,"inhale","correct",0.514608800000133
"P126","left",56,"exhale","correct",0.432460599999104
"P126","right",57,"inhale","correct",0.36617539999861
"P126","down",58,"exhale","correct",0.438896400000885
"P126","down",59,"inhale","correct",0.362870900000416
