"participant_ID","position","trial","phase","response","rt"
"P112","down",0,"inhale","incorrect",NA
"P112","right",1,"inhale","correct",0.513104999999996
"P112","up",2,"exhale","incorrect",NA
"P112","up",3,"inhale","incorrect",NA
"P112","down",4,"inhale","incorrect",NA
"P112","left",5,"inhale","correct",0.389774600000237
"P112","left",6,"exhale","correct",0.448035299999901
"P112","catch",7,"inhale","correct",NA
"P112","down",8,"exhale","incorrect",NA
"P112","right",9,"inhale","correct",0.406762500000696
"P112","left",10,"exhale","correct",0.674692000000505
"P112","right",11,"inhale","correct",0.41315030000078
"P112","catch",12,"exhale","correct",NA
"P112","up",13,"exhale","incorrect",NA
"P112","catch",14,"inhale","correct",NA
"P112","down",15,"exhale","incorrect",NA
"P112","left",16,"inhale","correct",0.507659500000955
"P112","right",17,"exhale","correct",0.595310300001074
"P112","down",18,"inhale","incorrect",NA
"P112","catch",19,"exhale","correct",NA
"P112","right",20,"exhale","correct",0.347568199998932
"P112","left",21,"inhale","correct",0.47182359999897
"P112","right",22,"exhale","correct",0.404882099999668
"P112","up",23,"inhale","incorrect",NA
"P112","right",24,"exhale","correct",0.469256200000018
"P112","up",25,"inhale","incorrect",NA
"P112","catch",26,"exhale","correct",NA
"P112","catch",27,"inhale","correct",NA
"P112","left",28,"exhale","correct",0.377561699999205
"P112","up",29,"inhale","incorrect",NA
"P112","catch",30,"exhale","correct",NA
"P112","up",31,"inhale","incorrect",NA
"P112","up",32,"exhale","incorrect",NA
"P112","catch",33,"exhale","correct",NA
"P112","left",34,"inhale","correct",0.350384100000156
"P112","down",35,"exhale","incorrect",NA
"P112","down",36,"inhale","incorrect",NA
"P112","catch",37,"inhale","correct",NA
"P112","right",38,"inhale","correct",0.450537200000326
"P112","left",39,"exhale","correct",0.755336099999113
"P112","up",40,"inhale","incorrect",NA
"P112","down",41,"exhale","incorrect",NA
"P112","up",42,"exhale","incorrect",NA
"P112","catch",43,"exhale","correct",NA
"P112","down",44,"exhale","incorrect",NA
"P112","right",45,"exhale","correct",0.521305000000211
"P112","left",46,"inhale","correct",0.384912900000927
"P112","down",47,"exhale","correct",0.431476900001144
"P112","left",48,"inhale","correct",0.434611000000587
"P112","left",49,"exhale","correct",0.469220799999675
"P112","right",50,"inhale","correct",0.492563100000552
"P112","up",51,"exhale","incorrect",NA
"P112","up",52,"exhale","incorrect",NA
"P112","right",53,"inhale","correct",0.544411300001229
"P112","down",54,"inhale","incorrect",NA
"P112","catch",55,"exhale","correct",NA
"P112","up",56,"exhale","incorrect",NA
"P112","right",57,"exhale","correct",0.425870600000053
"P112","down",58,"inhale","incorrect",NA
"P112","down",59,"inhale","incorrect",NA
"P112","right",0,"exhale","correct",0.603544100000363
"P112","down",1,"inhale","correct",0.429264800000965
"P112","left",2,"exhale","correct",0.416475500000161
"P112","up",3,"inhale","incorrect",NA
"P112","right",4,"exhale","correct",0.365251900000658
"P112","left",5,"inhale","correct",0.347043399999166
"P112","down",6,"exhale","incorrect",NA
"P112","right",7,"exhale","correct",0.444000599998617
"P112","up",8,"inhale","incorrect",NA
"P112","catch",9,"exhale","correct",NA
"P112","up",10,"inhale","incorrect",NA
"P112","right",11,"exhale","correct",0.620039600000382
"P112","catch",12,"inhale","correct",NA
"P112","down",13,"exhale","correct",0.350965300000098
"P112","up",14,"inhale","incorrect",NA
"P112","left",15,"exhale","correct",0.447616199999175
"P112","up",16,"exhale","incorrect",NA
"P112","up",17,"inhale","incorrect",NA
"P112","left",18,"inhale","correct",0.647821099999419
"P112","left",19,"inhale","correct",0.457264300001043
"P112","catch",20,"exhale","correct",NA
"P112","left",21,"inhale","correct",0.385342699999455
"P112","right",22,"exhale","correct",0.390487700000449
"P112","up",23,"inhale","incorrect",NA
"P112","down",24,"inhale","incorrect",NA
"P112","catch",25,"exhale","correct",NA
"P112","right",26,"inhale","correct",0.541993200000434
"P112","up",27,"exhale","incorrect",NA
"P112","right",28,"exhale","correct",0.484245499999815
"P112","catch",29,"inhale","correct",NA
"P112","left",30,"exhale","correct",0.438240100000257
"P112","up",31,"inhale","incorrect",NA
"P112","catch",32,"exhale","correct",NA
"P112","down",33,"inhale","incorrect",NA
"P112","catch",34,"exhale","correct",NA
"P112","left",35,"inhale","correct",0.534631000000445
"P112","up",36,"exhale","incorrect",NA
"P112","catch",37,"inhale","correct",NA
"P112","catch",38,"inhale","correct",NA
"P112","down",39,"exhale","incorrect",NA
"P112","left",40,"inhale","correct",0.455605600000126
"P112","left",41,"exhale","correct",0.435366100000465
"P112","catch",42,"inhale","correct",NA
"P112","left",43,"exhale","correct",0.62790589999895
"P112","down",44,"inhale","incorrect",NA
"P112","catch",45,"exhale","correct",NA
"P112","right",46,"inhale","correct",0.471888399999443
"P112","left",47,"exhale","correct",0.415286400000696
"P112","up",48,"exhale","incorrect",NA
"P112","down",49,"exhale","correct",0.683656100000007
"P112","right",50,"inhale","correct",0.407565400000749
"P112","right",51,"exhale","correct",0.52078149999943
"P112","catch",52,"inhale","correct",NA
"P112","down",53,"exhale","incorrect",NA
"P112","catch",54,"inhale","correct",NA
"P112","right",55,"exhale","correct",0.688273100000515
"P112","left",56,"inhale","correct",0.421121999999741
"P112","right",57,"exhale","correct",0.487372600000526
"P112","down",58,"inhale","incorrect",NA
"P112","down",59,"exhale","incorrect",NA
