"participant_ID","position","trial","phase","response","rt"
"P136","down",0,"inhale","correct",0.42054250000001
"P136","left",1,"exhale","correct",0.322489000000019
"P136","catch",2,"inhale","correct",NA
"P136","left",3,"exhale","correct",0.27815540000006
"P136","left",4,"inhale","correct",0.344420199999945
"P136","left",5,"exhale","correct",0.35059739999997
"P136","right",6,"inhale","correct",0.344455499999981
"P136","right",7,"exhale","correct",0.378095300000041
"P136","down",8,"inhale","correct",0.363959499999964
"P136","down",9,"exhale","correct",0.371246000000042
"P136","down",10,"inhale","correct",0.403434699999934
"P136","down",11,"exhale","correct",0.28174469999999
"P136","left",12,"inhale","correct",0.363606199999936
"P136","left",13,"exhale","correct",0.319419000000039
"P136","down",14,"inhale","correct",0.340603500000043
"P136","catch",15,"exhale","correct",NA
"P136","right",16,"inhale","correct",0.433718800000065
"P136","left",17,"exhale","correct",0.334006199999976
"P136","catch",18,"inhale","correct",NA
"P136","catch",19,"exhale","correct",NA
"P136","right",20,"inhale","correct",0.394683900000018
"P136","left",21,"exhale","correct",0.340884800000026
"P136","left",22,"inhale","correct",0.316355300000055
"P136","catch",23,"exhale","correct",NA
"P136","catch",24,"inhale","correct",NA
"P136","right",25,"exhale","correct",0.391227800000024
"P136","up",26,"inhale","correct",0.357445299999995
"P136","down",27,"exhale","correct",0.322289999999953
"P136","left",28,"inhale","correct",0.297473400000058
"P136","left",29,"exhale","correct",0.345741500000031
"P136","catch",30,"inhale","correct",NA
"P136","left",31,"exhale","correct",0.312363799999957
"P136","up",32,"inhale","correct",0.322284200000013
"P136","left",33,"exhale","correct",0.272952499999974
"P136","catch",34,"inhale","correct",NA
"P136","up",35,"exhale","correct",0.307765500000073
"P136","up",36,"inhale","correct",0.344397299999855
"P136","down",37,"exhale","correct",0.36243300000001
"P136","right",38,"inhale","correct",0.330222399999911
"P136","right",39,"exhale","correct",0.334199399999989
"P136","down",40,"inhale","correct",0.348236900000074
"P136","catch",41,"exhale","correct",NA
"P136","down",42,"inhale","correct",0.379932300000064
"P136","down",43,"exhale","correct",0.292362200000071
"P136","right",44,"inhale","correct",0.394236600000113
"P136","catch",45,"exhale","correct",NA
"P136","left",46,"inhale","correct",0.392539599999964
"P136","down",47,"exhale","correct",0.323653800000102
"P136","down",48,"inhale","correct",0.334073500000159
"P136","down",49,"exhale","correct",0.361402200000157
"P136","up",50,"inhale","correct",0.355859900000041
"P136","up",51,"exhale","correct",0.299413700000059
"P136","up",52,"inhale","correct",0.416105600000037
"P136","right",53,"exhale","correct",0.340612100000044
"P136","up",54,"inhale","correct",0.339351000000079
"P136","right",55,"exhale","correct",0.333254500000066
"P136","left",56,"inhale","correct",0.344045300000062
"P136","right",57,"exhale","correct",0.352117700000008
"P136","catch",58,"inhale","correct",NA
"P136","catch",59,"exhale","correct",NA
"P136","down",60,"inhale","correct",0.401949299999842
"P136","left",0,"inhale","correct",0.454177600000094
"P136","up",1,"exhale","correct",0.363427499999943
"P136","catch",2,"inhale","correct",NA
"P136","left",3,"exhale","correct",0.332165499999974
"P136","left",4,"inhale","correct",0.288104299999986
"P136","catch",5,"exhale","correct",NA
"P136","right",6,"inhale","correct",0.504199299999982
"P136","right",7,"exhale","correct",0.374880000000076
"P136","up",8,"inhale","correct",0.344929900000125
"P136","up",9,"exhale","correct",0.317162100000132
