"participant_ID","position","trial","phase","response","rt"
"P131","down",0,"inhale","correct",0.392450600000302
"P131","right",1,"exhale","correct",0.372221999999965
"P131","up",2,"inhale","correct",0.336031599999842
"P131","up",3,"exhale","correct",0.348912299999938
"P131","down",4,"inhale","correct",0.431486500001483
"P131","left",5,"exhale","correct",0.321422899998652
"P131","left",6,"inhale","correct",0.347363099999711
"P131","catch",7,"exhale","correct",NA
"P131","down",8,"inhale","correct",0.36986269999943
"P131","right",9,"exhale","correct",0.482153599999947
"P131","left",10,"inhale","correct",0.359162200000355
"P131","right",11,"exhale","correct",0.306061999999656
"P131","catch",12,"inhale","correct",NA
"P131","up",13,"exhale","correct",0.471980799999073
"P131","catch",14,"inhale","correct",NA
"P131","down",15,"exhale","correct",0.389392000000953
"P131","left",16,"inhale","correct",0.328771700000289
"P131","right",17,"exhale","correct",0.359623000000283
"P131","down",18,"inhale","correct",0.311512700000094
"P131","catch",19,"exhale","correct",NA
"P131","right",20,"inhale","correct",0.307761500000197
"P131","left",21,"exhale","correct",0.413345599999957
"P131","right",22,"inhale","correct",0.333522299999458
"P131","up",23,"exhale","correct",0.304708100000425
"P131","right",24,"inhale","correct",0.380167400000573
"P131","up",25,"exhale","correct",0.311983699999473
"P131","catch",26,"inhale","correct",NA
"P131","catch",27,"exhale","correct",NA
"P131","left",28,"inhale","correct",0.313547300000209
"P131","up",29,"exhale","correct",0.387217000001328
"P131","catch",30,"inhale","correct",NA
"P131","up",31,"exhale","correct",0.334755800000494
"P131","up",32,"inhale","correct",0.384183099999063
"P131","catch",33,"exhale","correct",NA
"P131","left",34,"inhale","correct",0.474894599999971
"P131","down",35,"exhale","correct",0.448556899998948
"P131","down",36,"inhale","correct",0.450097300001289
"P131","catch",37,"exhale","correct",NA
"P131","right",38,"inhale","correct",0.425021400000333
"P131","left",39,"exhale","correct",0.389647199999672
"P131","up",40,"inhale","correct",0.310584099999687
"P131","down",41,"exhale","correct",0.550985100000617
"P131","up",42,"inhale","correct",0.298119700000825
"P131","catch",43,"exhale","correct",NA
"P131","down",44,"inhale","correct",0.398384300000544
"P131","right",45,"exhale","correct",0.348764799999117
"P131","left",46,"inhale","correct",0.287628199999745
"P131","down",47,"exhale","correct",0.338879099999758
"P131","left",48,"inhale","correct",0.361896599999454
"P131","left",49,"exhale","correct",0.341716699998869
"P131","right",50,"inhale","correct",0.325559900000371
"P131","up",51,"exhale","correct",0.37086249999993
"P131","up",52,"inhale","correct",0.365114900001572
"P131","right",53,"exhale","correct",0.303372899999886
"P131","down",54,"inhale","correct",0.339568399998825
"P131","catch",55,"exhale","correct",NA
"P131","up",56,"inhale","correct",0.341355199998361
"P131","right",57,"exhale","correct",0.369052300000476
"P131","down",58,"inhale","correct",0.372760399999606
"P131","down",59,"exhale","correct",0.399519799999325
"P131","right",0,"inhale","correct",0.403541499999847
"P131","down",1,"exhale","correct",0.338522899999589
"P131","left",2,"inhale","correct",0.462025299999368
"P131","up",3,"exhale","correct",0.312233399999968
"P131","right",4,"inhale","correct",0.398243600000569
"P131","left",5,"exhale","correct",0.339599300001282
"P131","down",6,"inhale","correct",0.394633699999758
"P131","right",7,"exhale","correct",0.404216200000519
"P131","up",8,"inhale","correct",0.494314499999746
"P131","catch",9,"exhale","correct",NA
"P131","up",10,"inhale","correct",0.619751800000813
"P131","right",11,"exhale","correct",0.363691499998822
"P131","catch",12,"inhale","correct",NA
"P131","down",13,"exhale","correct",0.345542199998818
"P131","up",14,"inhale","correct",0.406954199999745
"P131","left",15,"exhale","correct",0.39533929999925
"P131","up",16,"inhale","correct",0.339559300000474
"P131","up",17,"exhale","correct",0.335854400000244
"P131","left",18,"inhale","correct",0.351606199999878
"P131","left",19,"exhale","correct",0.324097599999732
"P131","catch",20,"inhale","correct",NA
"P131","left",21,"exhale","correct",0.435115799999039
"P131","right",22,"inhale","correct",0.396250699999655
"P131","up",23,"exhale","correct",0.440713799998775
"P131","down",24,"inhale","correct",0.387018600000374
"P131","catch",25,"exhale","correct",NA
"P131","right",26,"inhale","correct",0.332614000000831
"P131","up",27,"exhale","correct",0.389593100000639
"P131","right",28,"inhale","correct",0.365489699999671
"P131","catch",29,"exhale","correct",NA
"P131","left",30,"inhale","correct",0.323226099999374
"P131","up",31,"exhale","correct",0.34287519999998
"P131","catch",32,"inhale","correct",NA
"P131","down",33,"exhale","correct",0.337010199998986
"P131","catch",34,"inhale","correct",NA
"P131","left",35,"exhale","correct",0.350335499999346
"P131","up",36,"inhale","correct",0.323643100000481
"P131","catch",37,"exhale","correct",NA
"P131","catch",38,"inhale","correct",NA
"P131","down",39,"exhale","correct",0.3105259999993
"P131","left",40,"inhale","correct",0.430716799999573
"P131","left",41,"exhale","correct",0.413184199998796
"P131","catch",42,"inhale","correct",NA
"P131","left",43,"exhale","correct",0.405861400000504
"P131","down",44,"inhale","correct",0.533255300000747
"P131","catch",45,"exhale","correct",NA
"P131","right",46,"inhale","correct",0.388182500000767
"P131","left",47,"exhale","correct",0.364534099999219
"P131","up",48,"inhale","correct",0.315016199998354
"P131","down",49,"exhale","correct",0.350457100001222
"P131","right",50,"inhale","correct",0.380020700000387
"P131","right",51,"exhale","correct",0.370279500000834
"P131","catch",52,"exhale","correct",NA
"P131","down",53,"inhale","correct",0.476896099999067
"P131","catch",54,"exhale","correct",NA
"P131","right",55,"inhale","correct",0.369681199999832
"P131","left",56,"exhale","correct",0.407789599999887
"P131","right",57,"inhale","correct",0.40772029999971
"P131","down",58,"exhale","correct",0.34692570000152
"P131","down",59,"inhale","correct",0.323945400001321
