"participant_ID","position","trial","phase","response","rt"
"P123","down",0,"exhale","correct",0.422244599998521
"P123","right",1,"inhale","correct",0.254421399997227
"P123","up",2,"exhale","correct",0.394533200000296
"P123","up",3,"inhale","correct",0.273991100002604
"P123","down",4,"exhale","correct",0.265067500000441
"P123","left",5,"inhale","correct",0.253023099998245
"P123","left",6,"exhale","correct",0.324051799998415
"P123","catch",7,"inhale","correct",NA
"P123","down",8,"exhale","correct",0.367322699999932
"P123","right",9,"inhale","correct",0.351500000000669
"P123","left",10,"exhale","correct",0.308425400002307
"P123","right",11,"inhale","correct",0.316155399999843
"P123","catch",12,"exhale","correct",NA
"P123","up",13,"inhale","correct",0.27289970000129
"P123","catch",14,"exhale","correct",NA
"P123","down",15,"exhale","correct",0.369832799999131
"P123","left",16,"inhale","correct",0.507789799998136
"P123","right",17,"exhale","correct",0.407776000000013
"P123","down",18,"inhale","correct",0.312415899999905
"P123","catch",19,"exhale","correct",NA
"P123","right",20,"exhale","correct",0.358085200001369
"P123","left",21,"inhale","correct",0.280119300001388
"P123","right",22,"exhale","correct",0.710758400000486
"P123","up",23,"inhale","correct",0.300412299999152
"P123","right",24,"exhale","correct",0.383578299999499
"P123","up",25,"inhale","correct",0.288175599998794
"P123","catch",26,"exhale","correct",NA
"P123","catch",27,"exhale","correct",NA
"P123","left",28,"inhale","correct",0.31686990000162
"P123","up",29,"exhale","correct",0.278978000002098
"P123","catch",30,"inhale","correct",NA
"P123","up",31,"exhale","correct",0.331536199999391
"P123","up",32,"inhale","correct",0.249551099997916
"P123","catch",33,"exhale","correct",NA
"P123","left",34,"inhale","correct",0.361734899997828
"P123","down",35,"exhale","correct",0.415437999999995
"P123","down",36,"inhale","correct",0.344844700000976
"P123","catch",37,"exhale","correct",NA
"P123","right",38,"exhale","correct",0.277555600001506
"P123","left",39,"inhale","correct",0.400289400000474
"P123","up",40,"exhale","correct",0.285706700000446
"P123","down",41,"inhale","correct",0.292965900000127
"P123","up",42,"exhale","correct",0.310615000002144
"P123","catch",43,"inhale","correct",NA
"P123","down",44,"inhale","correct",0.37996639999983
"P123","right",45,"exhale","correct",0.379134500002692
"P123","left",46,"inhale","correct",0.370729799997207
"P123","down",47,"exhale","correct",0.373875799999951
"P123","left",48,"inhale","correct",0.426927100001194
"P123","left",49,"exhale","correct",0.250885800000106
"P123","right",50,"inhale","correct",0.339296699999977
"P123","up",51,"exhale","correct",0.303465299999516
"P123","up",52,"inhale","correct",0.44266929999867
"P123","right",53,"exhale","correct",0.333662199998798
"P123","down",54,"inhale","correct",0.547740899997734
"P123","catch",55,"exhale","correct",NA
"P123","up",56,"inhale","correct",0.306077199998981
"P123","right",57,"exhale","correct",0.327956999997696
"P123","down",58,"inhale","correct",0.313901699999406
