"participant_ID","position","trial","phase","response","rt"
"P119","down",0,"inhale","correct",0.390047200000481
"P119","right",1,"exhale","correct",0.439930999998978
"P119","up",2,"inhale","correct",0.384499100000539
"P119","up",3,"exhale","correct",0.323204799999075
"P119","down",4,"inhale","correct",0.819524900000033
"P119","left",5,"exhale","correct",0.34250079999947
"P119","left",6,"inhale","correct",0.360864500000389
"P119","catch",7,"exhale","correct",NA
"P119","down",8,"inhale","correct",0.276109399999768
"P119","right",9,"exhale","correct",0.334754700001213
"P119","left",10,"inhale","correct",0.316043299999365
"P119","right",11,"exhale","correct",0.279710599999817
"P119","catch",12,"inhale","correct",NA
"P119","up",13,"exhale","correct",0.331949900000836
"P119","catch",14,"inhale","correct",NA
"P119","down",15,"inhale","correct",0.358924100000877
"P119","left",16,"exhale","correct",0.337198199998966
"P119","right",17,"inhale","correct",0.316437699999369
"P119","down",18,"exhale","correct",0.325563100001091
"P119","catch",19,"inhale","correct",NA
"P119","right",20,"inhale","correct",0.367432299999564
"P119","left",21,"exhale","correct",0.366319200000362
"P119","right",22,"inhale","correct",0.345781900001384
"P119","up",23,"exhale","correct",0.379878700001427
"P119","right",24,"inhale","correct",0.293053999999756
"P119","up",25,"exhale","correct",0.326692399999956
"P119","catch",26,"inhale","correct",NA
"P119","catch",27,"exhale","correct",NA
"P119","left",28,"inhale","correct",0.369897300000957
"P119","up",29,"exhale","correct",0.566133100001025
"P119","catch",30,"inhale","correct",NA
"P119","up",31,"exhale","correct",0.558078199999727
"P119","up",32,"inhale","correct",0.303298700000596
"P119","catch",33,"exhale","correct",NA
"P119","left",34,"inhale","correct",0.341584600000715
"P119","down",35,"exhale","correct",0.349031399999149
"P119","down",36,"inhale","correct",0.319578500000716
"P119","catch",37,"exhale","correct",NA
"P119","right",38,"inhale","correct",0.337258999999904
"P119","left",39,"exhale","correct",0.763543799999752
"P119","up",40,"inhale","correct",0.377000200000111
"P119","down",41,"exhale","correct",0.598599099999774
"P119","up",42,"inhale","correct",0.318068599999606
"P119","catch",43,"exhale","correct",NA
"P119","down",44,"inhale","correct",0.339306899999428
"P119","right",45,"exhale","correct",0.433955700000297
"P119","left",46,"inhale","correct",0.376673299999311
"P119","down",47,"exhale","correct",0.48858669999936
"P119","left",48,"inhale","correct",0.36217200000101
"P119","left",49,"exhale","correct",0.550520400000096
"P119","right",50,"inhale","correct",0.494190200000958
"P119","up",51,"exhale","correct",0.347685500000807
"P119","up",52,"inhale","correct",0.316117899999881
"P119","right",53,"exhale","correct",0.337581400001
"P119","down",54,"inhale","correct",0.349691999999777
"P119","catch",55,"exhale","correct",NA
"P119","up",56,"inhale","correct",0.317989600000146
"P119","right",57,"exhale","correct",0.571196499999132
"P119","down",58,"inhale","correct",0.309629699999277
"P119","down",59,"exhale","correct",0.343033599998307
"P119","right",0,"inhale","correct",0.405023799999981
"P119","down",1,"exhale","correct",0.391505199999301
"P119","left",2,"inhale","correct",0.327620899999602
"P119","up",3,"exhale","correct",0.478959200001555
"P119","right",4,"inhale","correct",0.453406599999653
"P119","left",5,"exhale","correct",0.264381699998921
"P119","down",6,"inhale","correct",0.275672000001578
"P119","right",7,"exhale","correct",0.31675019999966
"P119","up",8,"inhale","correct",0.267734499999278
"P119","catch",9,"exhale","correct",NA
"P119","up",10,"inhale","correct",0.314023499999166
"P119","right",11,"exhale","correct",0.423986499999955
"P119","catch",12,"inhale","correct",NA
"P119","down",13,"inhale","correct",0.419478199999503
"P119","up",14,"exhale","correct",0.337605199998507
"P119","left",15,"inhale","correct",0.377081099999486
"P119","up",16,"exhale","correct",0.393273400000908
"P119","up",17,"inhale","correct",0.51951949999966
"P119","left",18,"exhale","correct",0.297453999999561
"P119","left",19,"inhale","correct",0.373309800001152
"P119","catch",20,"exhale","correct",NA
"P119","left",21,"exhale","correct",0.286017399999764
"P119","right",22,"inhale","correct",0.38911569999982
"P119","up",23,"exhale","correct",0.640440700000909
"P119","down",24,"inhale","correct",0.37562539999999
"P119","catch",25,"exhale","correct",NA
"P119","right",26,"exhale","correct",0.297837199999776
"P119","up",27,"inhale","correct",0.334952899998825
"P119","right",28,"exhale","correct",0.3442989999985
"P119","catch",29,"inhale","correct",NA
"P119","left",30,"exhale","correct",0.413258000000496
"P119","up",31,"inhale","correct",0.37832779999917
"P119","catch",32,"exhale","correct",NA
"P119","down",33,"inhale","correct",0.361292399999002
"P119","catch",34,"exhale","correct",NA
"P119","left",35,"exhale","correct",0.279209500000434
"P119","up",36,"inhale","correct",0.285878900000171
"P119","catch",37,"exhale","correct",NA
"P119","catch",38,"inhale","correct",NA
"P119","down",39,"inhale","correct",0.3519481000003
"P119","left",40,"exhale","correct",0.381573499998922
"P119","left",41,"inhale","correct",0.342310600000928
"P119","catch",42,"exhale","correct",NA
"P119","left",43,"inhale","correct",0.33246699999836
"P119","down",44,"exhale","correct",0.376286500000788
"P119","catch",45,"inhale","correct",NA
"P119","right",46,"inhale","correct",0.414440500000637
"P119","left",47,"exhale","correct",0.478726400000596
"P119","up",48,"inhale","correct",0.306049200000416
"P119","down",49,"exhale","correct",0.318478299999697
"P119","right",50,"inhale","correct",0.378601200000048
"P119","right",51,"exhale","correct",0.350274200000058
