"participant_ID","position","trial","phase","response","rt"
"P118","down",0,"inhale","correct",0.295400599999994
"P118","right",1,"exhale","correct",0.392726099999891
"P118","up",2,"inhale","correct",0.284495500000048
"P118","up",3,"exhale","correct",0.257543799999439
"P118","down",4,"inhale","correct",0.285034099999393
"P118","left",5,"exhale","correct",0.287050500000078
"P118","left",6,"inhale","correct",0.375091099999736
"P118","catch",7,"exhale","correct",NA
"P118","down",8,"inhale","correct",0.626965999999811
"P118","right",9,"exhale","correct",0.334916099999646
"P118","left",10,"inhale","correct",0.38763629999994
"P118","right",11,"exhale","correct",0.506219399999281
"P118","catch",12,"inhale","correct",NA
"P118","up",13,"exhale","correct",0.540215799999714
"P118","catch",14,"inhale","correct",NA
"P118","down",15,"exhale","correct",0.374465099999725
"P118","left",16,"inhale","correct",0.33443459999944
"P118","right",17,"exhale","correct",0.404796900000292
"P118","down",18,"inhale","correct",0.314339300000029
"P118","catch",19,"exhale","correct",NA
"P118","right",20,"inhale","correct",0.375964199999544
"P118","left",21,"exhale","correct",0.499000300000262
"P118","right",22,"inhale","correct",0.499687499999709
"P118","up",23,"exhale","correct",0.325210099999822
"P118","right",24,"inhale","correct",0.361880299999939
"P118","up",25,"exhale","correct",0.291527699999278
"P118","catch",26,"inhale","correct",NA
"P118","catch",27,"inhale","correct",NA
"P118","left",28,"exhale","correct",0.410664800000632
"P118","up",29,"inhale","correct",0.357800299999326
"P118","catch",30,"exhale","correct",NA
"P118","up",31,"inhale","correct",0.356671200000164
"P118","up",32,"exhale","correct",0.366076900000735
"P118","catch",33,"inhale","correct",NA
"P118","left",34,"exhale","correct",0.373700799999824
"P118","down",35,"inhale","correct",0.431322100000216
"P118","down",36,"exhale","correct",0.572131500000069
"P118","catch",37,"inhale","correct",NA
"P118","right",38,"exhale","correct",0.365389499999765
"P118","left",39,"inhale","correct",0.529692199999772
"P118","up",40,"exhale","correct",0.569315200000347
"P118","down",41,"inhale","correct",0.298964500000693
"P118","up",42,"exhale","correct",0.390110400000594
"P118","catch",43,"inhale","correct",NA
"P118","down",44,"exhale","correct",0.450974899999892
"P118","right",45,"inhale","correct",0.296424100000877
"P118","left",46,"exhale","correct",0.461027000000286
"P118","down",47,"inhale","correct",0.548621699999785
"P118","left",48,"exhale","correct",0.524255299999822
"P118","left",49,"inhale","correct",0.375308800000312
"P118","right",50,"exhale","correct",0.369562800000494
"P118","up",51,"inhale","correct",0.397227200000088
"P118","up",52,"exhale","correct",0.360139700000218
"P118","right",53,"inhale","correct",0.329776100000345
"P118","down",54,"exhale","correct",0.284756699999889
