"participant_ID","position","trial","phase","response","rt"
"P134","down",0,"inhale","correct",0.3210610000001
"P134","left",1,"exhale","correct",0.313859599999887
"P134","catch",2,"inhale","correct",NA
"P134","left",3,"exhale","correct",0.301770499999748
"P134","left",4,"inhale","correct",0.260293499999989
"P134","left",5,"exhale","correct",0.289085400000204
"P134","right",6,"inhale","correct",0.255878399999801
"P134","right",7,"exhale","correct",0.294693400000142
"P134","down",8,"inhale","correct",0.256983700000092
"P134","down",9,"exhale","correct",0.245248000000174
"P134","down",10,"inhale","correct",0.282312700000148
"P134","down",11,"exhale","correct",0.299536200000148
"P134","left",12,"inhale","correct",0.259737199999563
"P134","left",13,"exhale","correct",0.314122899999802
"P134","down",14,"inhale","correct",0.230239699999856
"P134","catch",15,"exhale","correct",NA
"P134","right",16,"inhale","correct",0.351855399999749
"P134","left",17,"exhale","correct",0.305470700000114
"P134","catch",18,"inhale","correct",NA
"P134","catch",19,"exhale","correct",NA
"P134","right",20,"inhale","correct",0.294055100000151
"P134","left",21,"exhale","correct",0.323011999999835
"P134","left",22,"inhale","correct",0.319068000000243
"P134","catch",23,"exhale","correct",NA
"P134","catch",24,"inhale","correct",NA
"P134","right",25,"exhale","correct",0.271477400000094
"P134","up",26,"inhale","correct",0.294248000000152
"P134","down",27,"exhale","correct",0.260964600000079
"P134","left",28,"inhale","correct",0.305645999999797
"P134","left",29,"exhale","correct",0.321565100000043
"P134","catch",30,"inhale","correct",NA
"P134","left",31,"exhale","correct",0.335875300000225
"P134","up",32,"inhale","correct",0.344022799999948
"P134","left",33,"exhale","correct",0.277417100000093
"P134","catch",34,"inhale","correct",NA
"P134","up",35,"exhale","correct",0.364722899999833
"P134","up",36,"inhale","correct",0.30097220000016
"P134","down",37,"exhale","correct",0.321689200000037
"P134","right",38,"inhale","correct",0.28993569999966
"P134","right",39,"exhale","correct",0.2614580999998
"P134","down",40,"inhale","correct",0.293640700000196
"P134","catch",41,"exhale","correct",NA
"P134","down",42,"inhale","correct",0.342152900000201
"P134","down",43,"exhale","correct",0.297427599999992
"P134","right",44,"inhale","correct",0.306363199999851
"P134","catch",45,"exhale","correct",NA
"P134","left",46,"inhale","correct",0.300716199999897
"P134","down",47,"exhale","correct",0.258882399999948
"P134","down",48,"inhale","correct",0.291861100000006
"P134","down",49,"exhale","correct",0.27844180000011
"P134","up",50,"inhale","correct",0.340212600000086
"P134","up",51,"exhale","correct",0.30312640000011
"P134","up",52,"inhale","correct",0.265098200000011
"P134","right",53,"exhale","correct",0.282194699999764
"P134","up",54,"inhale","correct",0.27337179999995
"P134","right",55,"exhale","correct",0.328222399999959
"P134","left",56,"inhale","correct",0.30561489999991
"P134","right",57,"exhale","correct",0.28401759999997
"P134","catch",58,"inhale","correct",NA
"P134","catch",59,"exhale","correct",NA
"P134","down",60,"inhale","correct",0.342698299999938
"P134","left",0,"inhale","correct",0.306551099999979
"P134","up",1,"exhale","correct",0.293622099999993
"P134","catch",2,"inhale","correct",NA
"P134","left",3,"exhale","correct",0.303451700000096
"P134","left",4,"inhale","correct",0.319809799999803
"P134","catch",5,"exhale","correct",NA
"P134","right",6,"inhale","correct",0.284199400000034
"P134","right",7,"exhale","correct",0.29017709999971
"P134","up",8,"inhale","correct",0.299850700000206
"P134","up",9,"exhale","correct",0.263871399999971
"P134","catch",10,"inhale","correct",NA
"P134","right",11,"exhale","correct",0.352910099999917
"P134","left",12,"inhale","correct",0.298827900000106
"P134","right",13,"exhale","correct",0.29349719999982
"P134","down",14,"inhale","correct",0.336983600000167
"P134","catch",15,"exhale","correct",NA
"P134","left",16,"inhale","correct",0.288930499999879
"P134","up",17,"exhale","correct",0.317052699999749
"P134","down",18,"inhale","correct",0.2906952000003
"P134","up",19,"exhale","correct",0.294910099999925
"P134","up",20,"inhale","correct",0.299480299999686
"P134","left",21,"exhale","correct",0.372710600000119
"P134","down",22,"inhale","correct",0.300348299999769
"P134","left",23,"exhale","correct",0.295495300000312
"P134","catch",24,"inhale","correct",NA
"P134","up",25,"exhale","correct",0.272131799999897
"P134","up",26,"inhale","correct",0.389744800000244
"P134","catch",27,"exhale","correct",NA
"P134","left",28,"inhale","correct",0.316517699999622
"P134","right",29,"exhale","correct",0.272752999999739
"P134","catch",30,"inhale","correct",NA
"P134","up",31,"exhale","correct",0.305173900000227
"P134","up",32,"inhale","correct",0.295623299999988
"P134","catch",33,"exhale","correct",NA
"P134","catch",34,"inhale","correct",NA
"P134","down",35,"exhale","correct",0.320712100000037
"P134","right",36,"inhale","correct",0.28133519999983
"P134","up",37,"exhale","correct",0.301783899999919
"P134","right",38,"inhale","correct",0.301799600000322
"P134","down",39,"exhale","correct",0.296705700000075
"P134","down",40,"inhale","correct",0.273510699999861
"P134","right",41,"exhale","correct",0.278825899999902
"P134","down",42,"inhale","correct",0.268913599999905
"P134","right",43,"exhale","correct",0.269911200000024
"P134","right",44,"inhale","correct",0.260041699999874
"P134","down",45,"exhale","correct",0.288933199999974
"P134","right",46,"inhale","correct",0.271778299999824
"P134","up",47,"exhale","correct",0.247003499999664
"P134","up",48,"inhale","correct",0.274034700000357
"P134","up",49,"exhale","correct",0.273609700000179
"P134","left",50,"inhale","correct",0.269690499999797
"P134","catch",51,"exhale","correct",NA
"P134","up",52,"inhale","correct",0.341063600000325
"P134","down",53,"exhale","correct",0.333154299999933
"P134","right",54,"inhale","correct",0.285485399999743
"P134","down",55,"exhale","correct",0.319063699999788
"P134","right",56,"inhale","correct",0.294716899999912
"P134","up",57,"exhale","correct",0.288031899999623
"P134","catch",58,"inhale","correct",NA
"P134","catch",59,"exhale","correct",NA
