"participant_ID","position","trial","phase","response","rt"
"P137","down",0,"inhale","correct",0.409346599999481
"P137","left",1,"exhale","correct",0.552278900000601
"P137","catch",2,"inhale","correct",NA
"P137","left",3,"exhale","correct",0.470863099999406
"P137","left",4,"inhale","correct",0.4518336000001
"P137","left",5,"exhale","correct",0.922815100000662
"P137","right",6,"inhale","correct",0.455021800000395
"P137","right",7,"exhale","correct",0.789215599999807
"P137","down",8,"inhale","correct",0.505047800001194
"P137","down",9,"exhale","correct",0.504611899999873
"P137","down",10,"inhale","correct",0.381707800001095
"P137","down",11,"exhale","incorrect",NA
"P137","left",12,"exhale","correct",0.555080100000851
"P137","left",13,"inhale","correct",0.495845100000224
"P137","down",14,"exhale","correct",0.461152100000618
"P137","catch",15,"inhale","correct",NA
"P137","right",16,"exhale","correct",0.363228700000036
"P137","left",17,"inhale","correct",0.354691499998808
"P137","catch",18,"exhale","correct",NA
"P137","catch",19,"inhale","correct",NA
"P137","right",20,"exhale","correct",0.460176799999317
"P137","left",21,"inhale","correct",0.400716899999679
"P137","left",22,"exhale","correct",0.79527120000057
"P137","catch",23,"inhale","correct",NA
"P137","catch",24,"exhale","correct",NA
"P137","right",25,"inhale","correct",0.370359099999405
"P137","up",26,"exhale","correct",0.491212199998699
"P137","down",27,"inhale","correct",0.45707880000009
"P137","left",28,"exhale","correct",0.532001800000216
"P137","left",29,"inhale","correct",0.557722499999727
"P137","catch",30,"exhale","correct",NA
"P137","left",31,"inhale","correct",0.646416699999463
"P137","up",32,"exhale","correct",0.533782000000429
"P137","left",33,"inhale","correct",0.58866610000041
"P137","catch",34,"exhale","correct",NA
"P137","up",35,"inhale","correct",0.31895650000115
"P137","up",36,"exhale","correct",0.457409599999664
"P137","down",37,"inhale","correct",0.405859399999827
"P137","right",38,"exhale","correct",0.719157200001064
"P137","right",39,"inhale","correct",0.515659300002881
"P137","down",40,"exhale","correct",0.469277199998032
"P137","catch",41,"inhale","correct",NA
"P137","down",42,"exhale","correct",0.71355549999862
"P137","down",43,"inhale","correct",0.428320099999837
"P137","right",44,"exhale","correct",0.616917900002591
"P137","catch",45,"inhale","correct",NA
"P137","left",46,"exhale","correct",0.38311860000249
"P137","down",47,"inhale","correct",0.517433099998016
"P137","down",48,"exhale","correct",0.396276300001773
"P137","down",49,"inhale","correct",0.404954899997392
"P137","up",50,"exhale","correct",0.65046810000058
"P137","up",51,"inhale","correct",0.469626999998582
"P137","up",52,"exhale","correct",0.624710100000812
"P137","right",53,"inhale","correct",0.67972809999992
"P137","up",54,"exhale","correct",0.890673799996875
"P137","right",55,"inhale","correct",0.803379400000267
"P137","left",56,"exhale","correct",0.712916899999982
"P137","right",57,"inhale","correct",0.829641600001196
"P137","catch",58,"exhale","correct",NA
"P137","catch",59,"inhale","correct",NA
"P137","down",60,"exhale","correct",0.868746899999678
"P137","left",0,"inhale","correct",0.572205100001156
"P137","up",1,"exhale","correct",0.491835100001481
"P137","catch",2,"inhale","correct",NA
"P137","left",3,"exhale","correct",0.491908100000728
"P137","left",4,"inhale","correct",0.475909000000684
"P137","catch",5,"exhale","correct",NA
"P137","right",6,"inhale","correct",0.50971390000268
