"participant_ID","position","trial","phase","response","rt"
"P108","left",0,"exhale","correct",0.400560300000507
"P108","right",1,"inhale","correct",0.294981299997744
"P108","up",2,"exhale","correct",0.372063599999819
"P108","right",3,"inhale","correct",0.255698399996618
"P108","up",4,"exhale","correct",0.274826099997881
"P108","catch",5,"inhale","correct",NA
"P108","left",6,"exhale","correct",0.312838399997418
"P108","catch",7,"inhale","correct",NA
"P108","down",8,"exhale","correct",0.265090200002305
"P108","down",9,"inhale","correct",0.309416000000056
"P108","left",10,"exhale","correct",0.378793599997152
"P108","right",11,"inhale","correct",0.310878099997353
"P108","catch",12,"exhale","correct",NA
"P108","catch",13,"inhale","correct",NA
"P108","down",14,"exhale","correct",0.388863700001821
"P108","right",15,"inhale","correct",0.307123599999613
"P108","left",16,"exhale","correct",0.281879800000752
"P108","up",17,"inhale","correct",0.339137900002243
"P108","up",18,"inhale","correct",0.272022700002708
"P108","down",19,"exhale","correct",0.401391799998237
"P108","up",20,"inhale","correct",0.332077099999879
"P108","down",21,"exhale","correct",0.321969099997659
"P108","down",22,"inhale","correct",0.302201700000296
"P108","catch",23,"exhale","correct",NA
"P108","left",24,"inhale","correct",0.324293500001659
"P108","right",25,"exhale","correct",0.340720399999555
"P108","left",26,"inhale","correct",0.359118299998954
"P108","up",27,"exhale","correct",0.334129299997585
"P108","right",28,"inhale","correct",0.322139100000641
"P108","catch",29,"exhale","correct",NA
"P108","catch",30,"exhale","correct",NA
"P108","down",31,"inhale","correct",0.307927599998948
"P108","right",32,"exhale","correct",0.318469800000457
"P108","up",33,"inhale","correct",0.337254099998972
"P108","down",34,"exhale","correct",0.594866100000218
"P108","left",35,"inhale","correct",0.329979300000559
"P108","left",36,"exhale","correct",0.388233699999546
"P108","right",37,"inhale","correct",0.296865299998899
"P108","catch",38,"exhale","correct",NA
"P108","up",39,"inhale","correct",0.348457400003099
"P108","left",40,"exhale","correct",0.401342100001784
"P108","down",41,"inhale","correct",0.352400699997816
"P108","down",42,"exhale","correct",0.303213899998809
"P108","right",43,"inhale","correct",0.319210000001476
"P108","catch",44,"exhale","correct",NA
"P108","catch",45,"exhale","correct",NA
"P108","left",46,"exhale","correct",0.39863559999867
"P108","up",47,"inhale","correct",0.397941600000195
"P108","up",48,"exhale","correct",0.367848799996864
"P108","right",49,"inhale","correct",0.347181900000578
"P108","right",50,"exhale","correct",0.341146099999605
"P108","up",51,"inhale","correct",0.343748200000846
"P108","left",52,"exhale","correct",0.36962670000139
"P108","catch",53,"inhale","correct",NA
"P108","down",54,"exhale","correct",0.370697099999234
"P108","left",55,"inhale","correct",0.35616790000131
"P108","catch",56,"exhale","correct",NA
"P108","up",57,"inhale","correct",0.401263200001267
"P108","right",58,"exhale","correct",0.363654000000679
"P108","down",59,"inhale","correct",0.41191329999856
"P108","catch",0,"exhale","correct",NA
"P108","right",1,"inhale","correct",0.355974300000526
"P108","down",2,"exhale","correct",0.436481299999286
"P108","down",3,"inhale","correct",0.422005000000354
"P108","right",4,"exhale","correct",0.378077199999098
"P108","up",5,"inhale","correct",0.33220170000277
"P108","left",6,"exhale","correct",0.348173300000781
"P108","catch",7,"inhale","correct",NA
"P108","left",8,"exhale","correct",0.279885100000683
"P108","up",9,"inhale","correct",0.426358299999265
"P108","catch",10,"exhale","correct",NA
"P108","catch",11,"inhale","correct",NA
"P108","left",12,"exhale","correct",0.326519800000824
"P108","right",13,"inhale","correct",0.306599400002597
"P108","right",14,"exhale","correct",0.273944600001414
"P108","down",15,"inhale","correct",0.317086099999869
"P108","left",16,"exhale","correct",0.32742750000034
"P108","up",17,"inhale","correct",0.303945600000588
"P108","up",18,"exhale","correct",0.352354300001025
"P108","down",19,"inhale","correct",0.346005200000945
"P108","down",20,"exhale","correct",0.304707399998733
"P108","left",21,"inhale","correct",0.34664630000043
"P108","catch",22,"exhale","correct",NA
"P108","left",23,"inhale","correct",0.35803599999781
"P108","right",24,"exhale","correct",0.320423400000436
"P108","up",25,"inhale","correct",0.307182299999113
"P108","catch",26,"exhale","correct",NA
"P108","right",27,"inhale","correct",0.351368599996931
"P108","down",28,"exhale","correct",0.534368799999356
"P108","up",29,"inhale","correct",0.308537999997498
"P108","left",30,"exhale","correct",0.281517700001132
"P108","catch",31,"inhale","correct",NA
"P108","right",32,"exhale","correct",0.335146500001429
"P108","up",33,"inhale","correct",0.28767919999882
"P108","down",34,"exhale","correct",0.337345500000083
"P108","up",35,"inhale","correct",0.288406600000599
"P108","right",36,"exhale","correct",0.289923000000272
"P108","catch",37,"inhale","correct",NA
"P108","left",38,"exhale","correct",0.295971100000315
"P108","down",39,"inhale","correct",0.343137100000604
"P108","catch",40,"exhale","correct",NA
"P108","left",41,"inhale","correct",0.39387269999861
"P108","right",42,"exhale","correct",0.384264799999073
"P108","left",43,"inhale","correct",0.35868180000034
"P108","up",44,"exhale","correct",0.327652600000874
"P108","down",45,"inhale","correct",0.350329199998669
"P108","down",46,"exhale","correct",0.326462699998956
"P108","up",47,"inhale","correct",0.312267199999042
"P108","right",48,"exhale","correct",0.317447500001435
"P108","catch",49,"inhale","correct",NA
"P108","left",50,"exhale","correct",0.411716099999467
"P108","catch",51,"inhale","correct",NA
"P108","down",52,"exhale","correct",0.288134500002343
"P108","left",53,"inhale","correct",0.336515799997869
"P108","up",54,"exhale","correct",0.28481820000161
"P108","right",55,"inhale","correct",0.453192400000262
"P108","down",56,"exhale","correct",0.375992799999949
"P108","up",57,"inhale","correct",0.300787500000297
"P108","right",58,"exhale","correct",0.266407600000093
"P108","catch",59,"inhale","correct",NA
