"participant_ID","position","trial","phase","response","rt"
"P115","down",0,"inhale","correct",0.416062099999635
"P115","right",1,"exhale","correct",0.268805900000189
"P115","up",2,"inhale","correct",0.366738000000169
"P115","up",3,"exhale","correct",0.390563899999961
"P115","down",4,"inhale","correct",0.264785800000027
"P115","left",5,"exhale","correct",0.243056999999681
"P115","left",6,"inhale","correct",0.284704000000147
"P115","catch",7,"exhale","correct",NA
"P115","down",8,"inhale","correct",0.30143790000011
"P115","right",9,"exhale","correct",0.323437500000182
"P115","left",10,"inhale","correct",0.391727400000036
"P115","right",11,"exhale","correct",0.332890499999849
"P115","catch",12,"inhale","correct",NA
"P115","up",13,"inhale","correct",0.341220700000122
"P115","catch",14,"exhale","correct",NA
"P115","down",15,"inhale","correct",0.451540099999875
"P115","left",16,"exhale","correct",0.27238030000035
"P115","right",17,"inhale","correct",0.276818999999705
"P115","down",18,"exhale","correct",0.360742100000152
"P115","catch",19,"inhale","correct",NA
"P115","right",20,"inhale","correct",0.386147199999868
"P115","left",21,"exhale","correct",0.324811299999965
"P115","right",22,"inhale","correct",0.334912599999825
"P115","up",23,"exhale","correct",0.333436699999766
"P115","right",24,"inhale","correct",0.296583299999838
"P115","up",25,"exhale","correct",0.345798900000318
"P115","catch",26,"inhale","correct",NA
"P115","catch",27,"inhale","correct",NA
"P115","left",28,"inhale","correct",0.353696600000148
"P115","up",29,"exhale","correct",0.494809499999974
"P115","catch",30,"inhale","correct",NA
"P115","up",31,"inhale","correct",0.263450399999783
"P115","up",32,"exhale","correct",0.33893369999987
"P115","catch",33,"inhale","correct",NA
"P115","left",34,"inhale","correct",0.337920999999824
"P115","down",35,"exhale","correct",0.341518500000348
"P115","down",36,"inhale","correct",0.321729900000264
"P115","catch",37,"exhale","correct",NA
"P115","right",38,"exhale","correct",0.321556700000201
"P115","left",39,"inhale","correct",0.377526100000068
"P115","up",40,"exhale","correct",0.334946599999967
"P115","down",41,"inhale","correct",0.531034900000122
"P115","up",42,"exhale","correct",0.273758099999668
"P115","catch",43,"inhale","correct",NA
