participant_ID,target_y,validity,trial,phase,response,rt,Participant
P114,10,catch,16,exhale,incorrect,0.268295999994734,P114
P114,10,catch,17,exhale,incorrect,0.331059899996035,P114
P114,0.31,invalid,18,exhale,correct,0.426522199995816,P114
P114,10,catch,19,exhale,incorrect,0.309814600012032,P114
P114,0.31,invalid,20,exhale,correct,0.518883999990067,P114
P114,-0.31,valid,21,exhale,correct,0.337578299979214,P114
P114,0.31,valid,22,exhale,correct,0.544200300006196,P114
P114,-0.31,invalid,23,exhale,correct,0.518388199998299,P114
P114,0.31,valid,24,exhale,correct,0.552673199999845,P114
P114,-0.31,invalid,25,exhale,correct,0.641174400021555,P114
P114,-0.31,valid,26,exhale,correct,0.368222799996147,P114
P114,0.31,valid,27,exhale,correct,0.309765599988168,P114
P114,10,catch,28,exhale,correct,NA,P114
P114,0.31,valid,29,exhale,correct,1.05856589999166,P114
P114,0.31,valid,30,exhale,correct,0.254156000009971,P114
P114,-0.31,valid,31,exhale,correct,0.309796199988341,P114
P114,0.31,valid,32,exhale,correct,0.532886299974052,P114
P114,-0.31,invalid,33,exhale,correct,1.08710979999159,P114
P114,10,catch,34,exhale,correct,NA,P114
P114,0.31,valid,35,exhale,correct,0.301676000002772,P114
P114,-0.31,invalid,36,exhale,correct,0.379691699985415,P114
P114,0.31,invalid,37,exhale,correct,0.250979500007816,P114
P114,0.31,invalid,38,exhale,correct,0.337336099997628,P114
P114,0.31,valid,39,exhale,correct,0.208725500007858,P114
P114,0.31,invalid,40,exhale,correct,0.350908899999922,P114
P114,10,catch,41,exhale,correct,NA,P114
P114,-0.31,valid,42,exhale,correct,0.308550599991577,P114
P114,10,catch,43,exhale,correct,NA,P114
P114,0.31,invalid,44,exhale,correct,0.371597699995618,P114
P114,0.31,invalid,45,exhale,correct,0.41958769998746,P114
P114,0.31,valid,46,exhale,correct,0.790412100002868,P114
P114,-0.31,valid,47,exhale,correct,0.384468000003835,P114
P114,-0.31,invalid,48,exhale,correct,0.335675100010121,P114
P114,10,catch,49,exhale,correct,NA,P114
P114,-0.31,valid,50,exhale,correct,0.382268799992744,P114
P114,-0.31,valid,51,exhale,correct,0.595310800010338,P114
P114,-0.31,invalid,52,exhale,correct,0.315465399995446,P114
P114,-0.31,valid,53,exhale,correct,0.35974700000952,P114
P114,10,catch,54,exhale,correct,NA,P114
P114,0.31,invalid,55,exhale,correct,0.461127299990039,P114
P114,-0.31,valid,56,exhale,correct,0.382457700005034,P114
P114,0.31,valid,57,exhale,correct,0.455922799999826,P114
P114,-0.31,invalid,58,exhale,correct,0.371475799998734,P114
P114,0.31,invalid,59,exhale,correct,0.343681800004561,P114
P115,10,catch,0,exhale,correct,NA,P115
P115,10,catch,1,exhale,correct,NA,P115
P115,0.31,invalid,2,exhale,correct,0.382527300011134,P115
P115,0.31,invalid,3,exhale,correct,0.585306099994341,P115
P115,-0.31,valid,4,exhale,correct,0.391264500009129,P115
P115,-0.31,invalid,5,exhale,correct,0.207298900000751,P115
P115,0.31,valid,6,exhale,correct,0.558123499999056,P115
P115,-0.31,invalid,7,exhale,correct,0.43985579998116,P115
P115,-0.31,valid,8,exhale,correct,0.38568419998046,P115
P115,-0.31,invalid,9,exhale,correct,0.4515209000092,P115
P115,0.31,invalid,10,exhale,correct,0.421771500026807,P115
P115,-0.31,invalid,11,exhale,correct,0.320721900003264,P115
P115,0.31,valid,12,exhale,correct,0.376104800001485,P115
P115,10,catch,13,exhale,correct,NA,P115
P115,-0.31,invalid,14,exhale,correct,0.326594600017415,P115
P115,-0.31,valid,15,exhale,correct,0.393339400005061,P115
P115,10,catch,16,exhale,correct,NA,P115
P115,10,catch,17,exhale,correct,NA,P115
P115,0.31,invalid,18,exhale,correct,0.374589699989883,P115
P115,10,catch,19,exhale,correct,NA,P115
P115,0.31,invalid,20,exhale,correct,0.393579399998998,P115
P115,-0.31,valid,21,exhale,correct,0.41678079997655,P115
P115,0.31,valid,22,exhale,correct,0.477295699995011,P115
P115,-0.31,invalid,23,exhale,correct,0.457519900024636,P115
P115,0.31,valid,24,exhale,correct,0.426318499987246,P115
P115,-0.31,invalid,25,exhale,correct,0.464791100006551,P115
P115,-0.31,valid,26,exhale,correct,0.419319900014671,P115
P115,0.31,valid,27,exhale,correct,0.425951699988218,P115
P115,10,catch,28,exhale,correct,NA,P115
P115,0.31,valid,29,exhale,correct,0.454946300014853,P115
P115,0.31,valid,30,exhale,correct,0.666344999975991,P115
P115,-0.31,valid,31,exhale,correct,0.318209800025215,P115
P115,0.31,valid,32,exhale,correct,0.403148300014436,P115
P115,-0.31,invalid,33,exhale,correct,0.399430399993435,P115
P115,10,catch,34,exhale,correct,NA,P115
P115,0.31,valid,35,exhale,correct,0.641895700013265,P115
P115,-0.31,invalid,36,exhale,correct,0.436892600002466,P115
P115,0.31,invalid,37,exhale,correct,0.391906600008952,P115
P115,0.31,invalid,38,exhale,correct,0.408864800003357,P115
P115,0.31,valid,39,exhale,correct,0.314853199990466,P115
P115,0.31,invalid,40,exhale,correct,0.429688700009137,P115
P115,10,catch,41,exhale,correct,NA,P115
P115,-0.31,valid,42,exhale,correct,0.404135700024199,P115
P115,10,catch,43,exhale,correct,NA,P115
P115,0.31,invalid,44,exhale,correct,0.447360399994068,P115
P115,0.31,invalid,45,exhale,correct,0.584679999999935,P115
P115,0.31,valid,46,exhale,correct,0.43480840002303,P115
P115,-0.31,valid,47,exhale,correct,0.423850099992706,P115
P115,-0.31,invalid,48,exhale,correct,0.44160789999296,P115
P115,10,catch,49,exhale,correct,NA,P115
P115,-0.31,valid,50,exhale,correct,0.439517799997702,P115
P115,-0.31,valid,51,exhale,correct,0.855455700017046,P115
P115,-0.31,invalid,52,exhale,correct,0.772964200004935,P115
P115,-0.31,valid,53,exhale,correct,0.342050500010373,P115
P115,10,catch,54,exhale,correct,NA,P115
P115,0.31,invalid,55,exhale,correct,0.491800799994962,P115
P115,-0.31,valid,56,exhale,correct,0.466242800001055,P115
P115,0.31,valid,57,exhale,correct,0.382010800007265,P115
P115,-0.31,invalid,58,exhale,correct,0.532575199991697,P115
P115,0.31,invalid,59,exhale,correct,0.468921499996213,P115
P115,10,catch,0,inhale,correct,NA,P115
P115,10,catch,1,inhale,correct,NA,P115
P115,0.31,invalid,2,inhale,correct,0.494704300013836,P115
P115,0.31,invalid,3,inhale,correct,0.430658600002062,P115
P115,-0.31,valid,4,inhale,correct,0.388922200014349,P115
P115,-0.31,invalid,5,inhale,correct,0.60430649999762,P115
P115,0.31,valid,6,inhale,correct,0.348823500011349,P115
P115,-0.31,invalid,7,inhale,correct,0.248327600012999,P115
P115,-0.31,valid,8,inhale,correct,0.551021899998887,P115
P115,-0.31,invalid,9,inhale,correct,0.4015549000178,P115
P115,0.31,invalid,10,inhale,correct,0.415879100008169,P115
P115,-0.31,invalid,11,inhale,correct,0.417111999995541,P115
P115,0.31,valid,12,inhale,correct,0.579606999992393,P115
P115,10,catch,13,inhale,correct,NA,P115
P115,-0.31,invalid,14,inhale,correct,0.384069099993212,P115
P115,-0.31,valid,15,inhale,correct,0.494349200016586,P115
P115,10,catch,16,inhale,correct,NA,P115
P115,10,catch,17,inhale,correct,NA,P115
P115,0.31,invalid,18,inhale,correct,0.381565899995621,P115
P115,10,catch,19,inhale,correct,NA,P115
P115,0.31,invalid,20,inhale,correct,0.671072400000412,P115
P115,-0.31,valid,21,inhale,correct,1.23712340000202,P115
P115,0.31,valid,22,inhale,correct,0.573422700021183,P115
P115,-0.31,invalid,23,inhale,correct,0.660570699983509,P115
P115,0.31,valid,24,inhale,correct,0.819307300000219,P115
P115,-0.31,invalid,25,inhale,correct,0.447164799988968,P115
P115,-0.31,valid,26,inhale,correct,0.420699099980993,P115
P115,0.31,valid,27,inhale,correct,0.531863300013356,P115
P115,10,catch,28,inhale,incorrect,0.309966200002236,P115
P115,0.31,valid,29,inhale,correct,0.408562500000698,P115
P115,0.31,valid,30,inhale,correct,0.461751900002128,P115
P115,-0.31,valid,31,inhale,correct,0.488726300012786,P115
P115,0.31,valid,32,inhale,correct,0.233997400006047,P115
P115,-0.31,invalid,33,inhale,correct,0.403821099986089,P115
P115,10,catch,34,inhale,correct,NA,P115
P115,0.31,valid,35,inhale,correct,0.473219199979212,P115
P115,-0.31,invalid,36,inhale,correct,0.422346000006655,P115
P115,0.31,invalid,37,inhale,correct,0.411035900004208,P115
P115,0.31,invalid,38,inhale,correct,0.395777199999429,P115
P115,0.31,valid,39,inhale,correct,0.435422399983509,P115
P115,0.31,invalid,40,inhale,correct,0.410191200004192,P115
P115,10,catch,41,inhale,correct,NA,P115
P115,-0.31,valid,42,inhale,correct,0.37561220000498,P115
P115,10,catch,43,inhale,correct,NA,P115
P115,0.31,invalid,44,inhale,correct,0.426721199997701,P115
P115,0.31,invalid,45,inhale,correct,0.527303599985316,P115
P115,0.31,valid,46,inhale,correct,0.641506200016011,P115
P115,-0.31,valid,47,inhale,correct,0.428263599984348,P115
P115,-0.31,invalid,48,inhale,correct,0.507184000016423,P115
P115,10,catch,49,inhale,correct,NA,P115
P115,-0.31,valid,50,inhale,correct,1.01823929999955,P115
P115,-0.31,valid,51,inhale,correct,0.687172200006898,P115
P115,-0.31,invalid,52,inhale,correct,0.520178900012979,P115
P115,-0.31,valid,53,inhale,correct,0.559421299985843,P115
P115,10,catch,54,inhale,correct,NA,P115
P115,0.31,invalid,55,inhale,correct,0.477487800002564,P115
P115,-0.31,valid,56,inhale,correct,0.56440279999515,P115
P115,0.31,valid,57,inhale,correct,0.399266699998407,P115
P115,-0.31,invalid,58,inhale,correct,0.50536879998981,P115
P115,0.31,invalid,59,inhale,correct,0.95806839998113,P115
P116,10,catch,0,exhale,correct,NA,P116
P116,10,catch,1,exhale,correct,NA,P116
P116,0.31,invalid,2,exhale,correct,0.476121900021099,P116
P116,0.31,invalid,3,exhale,correct,0.59930840000743,P116
P116,-0.31,valid,4,exhale,correct,0.680651399976341,P116
P116,-0.31,invalid,5,exhale,correct,0.569588399986969,P116
P116,0.31,valid,6,exhale,correct,0.472183399979258,P116
P116,-0.31,invalid,7,exhale,correct,0.64698170000338,P116
P116,-0.31,valid,8,exhale,correct,0.457937200000742,P116
P116,-0.31,invalid,9,exhale,correct,0.4292368000024,P116
P116,0.31,invalid,10,exhale,correct,0.608557500003371,P116
P116,-0.31,invalid,11,exhale,correct,0.34406560001662,P116
P116,0.31,valid,12,exhale,correct,0.343362600018736,P116
P116,10,catch,13,exhale,correct,NA,P116
P116,-0.31,invalid,14,exhale,correct,0.360348600021098,P116
P116,-0.31,valid,15,exhale,correct,1.23733709999942,P116
P116,10,catch,16,exhale,correct,NA,P116
P116,10,catch,17,exhale,correct,NA,P116
P116,0.31,invalid,18,exhale,correct,0.529074999998556,P116
P116,10,catch,19,exhale,correct,NA,P116
P116,0.31,invalid,20,exhale,correct,0.60087160000694,P116
P116,-0.31,valid,21,exhale,correct,0.593582700006664,P116
P116,0.31,valid,22,exhale,correct,0.431747299997369,P116
P116,-0.31,invalid,23,exhale,correct,0.403221999993548,P116
P116,0.31,valid,24,exhale,correct,0.571062699978938,P116
P116,-0.31,invalid,25,exhale,correct,0.478537999995751,P116
P116,-0.31,valid,26,exhale,correct,0.793410099984612,P116
P116,0.31,valid,27,exhale,correct,0.67054590000771,P116
P116,10,catch,28,exhale,correct,NA,P116
P116,0.31,valid,29,exhale,correct,0.576910299976589,P116
P116,0.31,valid,30,exhale,correct,1.04522030000226,P116
P116,-0.31,valid,31,exhale,correct,1.00407200001064,P116
P116,0.31,valid,32,exhale,correct,0.495896999986144,P116
P116,-0.31,invalid,33,exhale,correct,0.468328399991151,P116
P116,10,catch,34,exhale,correct,NA,P116
P116,0.31,valid,35,exhale,correct,0.625199900008738,P116
P116,-0.31,invalid,36,exhale,correct,1.31702379998751,P116
P116,0.31,invalid,37,exhale,correct,0.574958000011975,P116
P116,0.31,invalid,38,exhale,correct,1.00267220000387,P116
P116,0.31,valid,39,exhale,correct,0.520434800011571,P116
P116,0.31,invalid,40,exhale,correct,0.65064129998791,P116
P116,10,catch,41,exhale,correct,NA,P116
P116,-0.31,valid,42,exhale,correct,0.422927200008417,P116
P116,10,catch,43,exhale,correct,NA,P116
P116,0.31,invalid,44,exhale,correct,0.532844300003489,P116
P116,0.31,invalid,45,exhale,correct,0.459757000004174,P116
P116,0.31,valid,46,exhale,correct,0.565218599978834,P116
P116,-0.31,valid,47,exhale,correct,0.537164200010011,P116
P116,-0.31,invalid,48,exhale,correct,0.401313999987906,P116
P116,10,catch,49,exhale,correct,NA,P116
P116,-0.31,valid,50,exhale,correct,0.47044669999741,P116
P116,-0.31,valid,51,exhale,correct,0.45302570000058,P116
P116,-0.31,invalid,52,exhale,correct,0.456603200000245,P116
P116,-0.31,valid,53,exhale,correct,0.373405600024853,P116
P116,10,catch,54,exhale,correct,NA,P116
P116,0.31,invalid,55,exhale,correct,0.42214489998878,P116
P116,-0.31,valid,56,exhale,correct,0.550927700009197,P116
P116,0.31,valid,57,exhale,correct,0.641339299996616,P116
P116,-0.31,invalid,58,exhale,correct,0.698900299990783,P116
P116,0.31,invalid,59,exhale,correct,0.554915700020501,P116
P116,10,catch,0,inhale,correct,NA,P116
P116,10,catch,1,inhale,correct,NA,P116
P116,0.31,invalid,2,inhale,correct,0.479162300005555,P116
P116,0.31,invalid,3,inhale,correct,0.507093499996699,P116
P116,-0.31,valid,4,inhale,correct,0.594103099982021,P116
P116,-0.31,invalid,5,inhale,correct,0.422769400000107,P116
P116,0.31,valid,6,inhale,correct,0.476984499982791,P116
P116,-0.31,invalid,7,inhale,correct,0.453269199992064,P116
P116,-0.31,valid,8,inhale,correct,0.347098600002937,P116
P116,-0.31,invalid,9,inhale,correct,0.494351500004996,P116
P116,0.31,invalid,10,inhale,correct,0.658294499997282,P116
P116,-0.31,invalid,11,inhale,correct,0.45043969998369,P116
P116,0.31,valid,12,inhale,correct,0.365320500015514,P116
P116,10,catch,13,inhale,correct,NA,P116
P116,-0.31,invalid,14,inhale,correct,0.458658600022318,P116
P116,-0.31,valid,15,inhale,correct,0.773023199988529,P116
P116,10,catch,16,inhale,incorrect,0.366326800023671,P116
P116,10,catch,17,inhale,correct,NA,P116
P116,0.31,invalid,18,inhale,correct,0.658083100017393,P116
P116,10,catch,19,inhale,correct,NA,P116
P116,0.31,invalid,20,inhale,correct,0.348033100017346,P116
P116,-0.31,valid,21,inhale,correct,0.419650499999989,P116
P116,0.31,valid,22,inhale,correct,0.394328499998664,P116
P116,-0.31,invalid,23,inhale,correct,0.378245800005971,P116
P116,0.31,valid,24,inhale,correct,0.447335999982897,P116
P116,-0.31,invalid,25,inhale,correct,0.481218200002331,P116
P116,-0.31,valid,26,inhale,correct,0.365219900006196,P116
P116,0.31,valid,27,inhale,correct,0.340163599990774,P116
P116,10,catch,28,inhale,correct,NA,P116
P116,0.31,valid,29,inhale,correct,0.360355799988611,P116
P116,0.31,valid,30,inhale,correct,0.475135899992893,P116
P116,-0.31,valid,31,inhale,correct,0.4679257000098,P116
P116,0.31,valid,32,inhale,correct,0.432894099998521,P116
P116,-0.31,invalid,33,inhale,correct,0.457657500024652,P116
P116,10,catch,34,inhale,correct,NA,P116
P116,0.31,valid,35,inhale,correct,0.584709400020074,P116
P116,-0.31,invalid,36,inhale,correct,0.481174899992766,P116
P116,0.31,invalid,37,inhale,correct,0.371872599993367,P116
P116,0.31,invalid,38,inhale,correct,1.08752100000856,P116
P116,0.31,valid,39,inhale,correct,0.404468499997165,P116
P116,0.31,invalid,40,inhale,correct,0.643689499993343,P116
P116,10,catch,41,inhale,correct,NA,P116
P116,-0.31,valid,42,inhale,correct,0.499399399996037,P116
P116,10,catch,43,inhale,correct,NA,P116
P116,0.31,invalid,44,inhale,correct,0.50691620001453,P116
P116,0.31,invalid,45,inhale,correct,0.455800399999134,P116
P116,0.31,valid,46,inhale,correct,0.458835900004487,P116
P116,-0.31,valid,47,inhale,correct,0.402031899982831,P116
P116,-0.31,invalid,48,inhale,correct,0.445921100006672,P116
P116,10,catch,49,inhale,correct,NA,P116
P116,-0.31,valid,50,inhale,correct,0.454195500002243,P116
P116,-0.31,valid,51,inhale,correct,0.489623999979813,P116
P116,-0.31,invalid,52,inhale,correct,0.611485099972924,P116
P116,-0.31,valid,53,inhale,correct,0.381148500018753,P116
P116,10,catch,54,inhale,correct,NA,P116
P116,0.31,invalid,55,inhale,correct,0.468817699991632,P116
P116,-0.31,valid,56,inhale,correct,0.434513000014704,P116
P116,0.31,valid,57,inhale,correct,0.345560499990825,P116
P116,-0.31,invalid,58,inhale,correct,0.378935499989893,P116
P116,0.31,invalid,59,inhale,correct,0.458091000007698,P116
P117,10,catch,0,inhale,correct,NA,P117
P117,10,catch,1,inhale,correct,NA,P117
P117,0.31,invalid,2,inhale,correct,0.362188200000674,P117
P117,0.31,invalid,3,inhale,correct,0.631265499978326,P117
P117,-0.31,valid,4,inhale,correct,0.377962900005514,P117
P117,-0.31,invalid,5,inhale,correct,0.435956399975112,P117
P117,0.31,valid,6,inhale,correct,0.33463510000729,P117
P117,-0.31,invalid,7,inhale,correct,0.337273700017249,P117
P117,-0.31,valid,8,inhale,correct,0.295617399999173,P117
P117,-0.31,invalid,9,inhale,correct,0.349328100011917,P117
P117,0.31,invalid,10,inhale,correct,0.436412900016876,P117
P117,-0.31,invalid,11,inhale,correct,0.310293799993815,P117
P117,0.31,valid,12,inhale,correct,0.323181099985959,P117
P117,10,catch,13,inhale,incorrect,0.373572500015143,P117
P117,-0.31,invalid,14,inhale,correct,0.48693149999599,P117
P117,-0.31,valid,15,inhale,correct,0.372721599997021,P117
P117,10,catch,16,inhale,correct,NA,P117
P117,10,catch,17,inhale,correct,NA,P117
P117,0.31,invalid,18,inhale,correct,0.420325399987632,P117
P117,10,catch,19,inhale,correct,NA,P117
P117,0.31,invalid,20,inhale,correct,0.475183900009142,P117
P117,-0.31,valid,21,inhale,correct,0.371674499998335,P117
P117,0.31,valid,22,inhale,correct,0.501545199978864,P117
P117,-0.31,invalid,23,inhale,correct,0.518864899990149,P117
P117,0.31,valid,24,inhale,correct,0.400072199990973,P117
P117,-0.31,invalid,25,inhale,correct,0.397482600004878,P117
P117,-0.31,valid,26,inhale,correct,0.344587900006445,P117
P117,0.31,valid,27,inhale,correct,0.439044400001876,P117
P117,10,catch,28,inhale,correct,NA,P117
P117,0.31,valid,29,inhale,correct,0.445883700012928,P117
P117,0.31,valid,30,inhale,correct,0.423583900002996,P117
P117,-0.31,valid,31,inhale,correct,0.365328800020507,P117
P117,0.31,valid,32,inhale,correct,0.403516599995783,P117
P117,-0.31,invalid,33,inhale,correct,0.476969699986512,P117
P117,10,catch,34,inhale,correct,NA,P117
P117,0.31,valid,35,inhale,correct,0.51812510000309,P117
P117,-0.31,invalid,36,inhale,correct,0.382916800008388,P117
P117,0.31,invalid,37,inhale,correct,0.505365000019083,P117
P117,0.31,invalid,38,inhale,correct,0.395429299998796,P117
P117,0.31,valid,39,inhale,correct,0.326825800002553,P117
P117,0.31,invalid,40,inhale,correct,0.354628400004003,P117
P117,10,catch,41,inhale,correct,NA,P117
P117,-0.31,valid,42,inhale,correct,0.353863199998159,P117
P117,10,catch,43,inhale,correct,NA,P117
P117,0.31,invalid,44,inhale,correct,0.40178190000006,P117
P117,0.31,invalid,45,inhale,correct,0.392953100003069,P117
P117,0.31,valid,46,inhale,correct,0.333408700011205,P117
P117,-0.31,valid,47,inhale,correct,0.351017999986652,P117
P117,-0.31,invalid,48,inhale,correct,0.329114800028037,P117
P117,10,catch,49,inhale,correct,NA,P117
P117,-0.31,valid,50,inhale,correct,0.388179900008254,P117
P117,-0.31,valid,51,inhale,correct,0.397622499993304,P117
P117,-0.31,invalid,52,inhale,correct,0.360540199995739,P117
P117,-0.31,valid,53,inhale,correct,0.348846100008814,P117
P117,10,catch,54,inhale,correct,NA,P117
P117,0.31,invalid,55,inhale,correct,0.3819882000098,P117
P117,-0.31,valid,56,inhale,correct,0.388252800010378,P117
P117,0.31,valid,57,inhale,correct,0.41948370001046,P117
P117,-0.31,invalid,58,inhale,correct,0.555710600019665,P117
P117,0.31,invalid,59,inhale,correct,0.402896699990379,P117
P117,10,catch,0,exhale,correct,NA,P117
P117,10,catch,1,exhale,correct,NA,P117
P117,0.31,invalid,2,exhale,correct,0.386779699998442,P117
P117,0.31,invalid,3,exhale,correct,0.455891399993561,P117
P117,-0.31,valid,4,exhale,correct,0.349008200020762,P117
P117,-0.31,invalid,5,exhale,correct,0.467736499995226,P117
P117,0.31,valid,6,exhale,correct,0.364199000003282,P117
P117,-0.31,invalid,7,exhale,correct,0.359961300011491,P117
P117,-0.31,valid,8,exhale,correct,0.414736100006849,P117
P117,-0.31,invalid,9,exhale,correct,0.387924899987411,P117
P117,0.31,invalid,10,exhale,correct,0.389025799988303,P117
P117,-0.31,invalid,11,exhale,correct,0.42154219999793,P117
P117,0.31,valid,12,exhale,correct,0.361312000022735,P117
P117,10,catch,13,exhale,correct,NA,P117
P117,-0.31,invalid,14,exhale,correct,0.349229999992531,P117
P117,-0.31,valid,15,exhale,correct,0.417153399990639,P117
P117,10,catch,16,exhale,correct,NA,P117
P117,10,catch,17,exhale,correct,NA,P117
P117,0.31,invalid,18,exhale,correct,0.445543699985137,P117
P117,10,catch,19,exhale,correct,NA,P117
P117,0.31,invalid,20,exhale,correct,0.484968599979766,P117
P117,-0.31,valid,21,exhale,correct,0.514692600001581,P117
P117,0.31,valid,22,exhale,correct,0.361774199991487,P117
P117,-0.31,invalid,23,exhale,correct,0.37774470000295,P117
P117,0.31,valid,24,exhale,correct,0.410037699999521,P117
P117,-0.31,invalid,25,exhale,correct,0.398024699999951,P117
P117,-0.31,valid,26,exhale,correct,0.413368100009393,P117
P117,0.31,valid,27,exhale,correct,0.605343800008995,P117
P117,10,catch,28,exhale,correct,NA,P117
P117,0.31,valid,29,exhale,correct,0.40555769999628,P117
P117,0.31,valid,30,exhale,correct,0.379314000019804,P117
P117,-0.31,valid,31,exhale,correct,0.398963599989656,P117
P117,0.31,valid,32,exhale,correct,0.38230309999198703,P117
P117,-0.31,invalid,33,exhale,correct,0.502844799979357,P117
P117,10,catch,34,exhale,correct,NA,P117
P117,0.31,valid,35,exhale,correct,0.377744099998381,P117
P117,-0.31,invalid,36,exhale,correct,0.427653699996881,P117
P117,0.31,invalid,37,exhale,correct,0.430441500007873,P117
P117,0.31,invalid,38,exhale,correct,0.434661100007361,P117
P117,0.31,valid,39,exhale,correct,0.379374800017104,P117
P117,0.31,invalid,40,exhale,correct,0.427603499992983,P117
P117,10,catch,41,exhale,correct,NA,P117
P117,-0.31,valid,42,exhale,correct,0.422982599993702,P117
P117,10,catch,43,exhale,correct,NA,P117
P117,0.31,invalid,44,exhale,correct,0.702323200006504,P117
P117,0.31,invalid,45,exhale,correct,0.571472699986771,P117
P117,0.31,valid,46,exhale,correct,0.345587500021793,P117
P117,-0.31,valid,47,exhale,correct,0.436873300001025,P117
P117,-0.31,invalid,48,exhale,correct,0.436684900021646,P117
P117,10,catch,49,exhale,correct,NA,P117
P117,-0.31,valid,50,exhale,correct,0.426413300010609,P117
P117,-0.31,valid,51,exhale,correct,0.434843800001545,P117
P117,-0.31,invalid,52,exhale,correct,0.436566299991682,P117
P117,-0.31,valid,53,exhale,correct,0.363345100020524,P117
P117,10,catch,54,exhale,correct,NA,P117
P117,0.31,invalid,55,exhale,correct,0.446070299978601,P117
P117,-0.31,valid,56,exhale,correct,0.578945099987322,P117
P117,0.31,valid,57,exhale,correct,0.400920200016117,P117
P117,-0.31,invalid,58,exhale,correct,0.350634200003697,P117
P117,0.31,invalid,59,exhale,correct,0.410370500001591,P117
P118,10,catch,0,inhale,incorrect,0.257505899993703,P118
P118,10,catch,1,inhale,correct,NA,P118
P118,0.31,invalid,2,inhale,correct,0.466018200007966,P118
P118,0.31,invalid,3,inhale,correct,0.322269299998879,P118
P118,-0.31,valid,4,inhale,correct,0.307935399992857,P118
P118,-0.31,invalid,5,inhale,correct,0.345154100010404,P118
P118,0.31,valid,6,inhale,correct,0.568978700001026,P118
P118,-0.31,invalid,7,inhale,correct,0.382229600014398,P118
P118,-0.31,valid,8,inhale,correct,0.29692329998943,P118
P118,-0.31,invalid,9,inhale,correct,0.289339900016785,P118
P118,0.31,invalid,10,inhale,correct,0.371475400024792,P118
P118,-0.31,invalid,11,inhale,correct,0.295157399988966,P118
P118,0.31,valid,12,inhale,correct,0.311132000002544,P118
P118,10,catch,13,inhale,incorrect,0.361806300003082,P118
P118,-0.31,invalid,14,inhale,correct,0.369778399995994,P118
P118,-0.31,valid,15,inhale,correct,0.351735100004589,P118
P118,10,catch,16,inhale,correct,NA,P118
P118,10,catch,17,inhale,correct,NA,P118
P118,0.31,invalid,18,inhale,correct,0.391369599994505,P118
P118,10,catch,19,inhale,correct,NA,P118
P118,0.31,invalid,20,inhale,correct,0.368480899982387,P118
P118,-0.31,valid,21,inhale,correct,0.440173400013009,P118
P118,0.31,valid,22,inhale,correct,0.342273800022667,P118
P118,-0.31,invalid,23,inhale,correct,0.373600799997803,P118
P118,0.31,valid,24,inhale,correct,0.311666900001001,P118
P118,-0.31,invalid,25,inhale,correct,0.368066499999259,P118
P118,-0.31,valid,26,inhale,correct,0.284709599975031,P118
P118,0.31,valid,27,inhale,correct,0.307703900005436,P118
P118,10,catch,28,inhale,incorrect,0.421801499993308,P118
P118,0.31,valid,29,inhale,correct,0.327703000017209,P118
P118,0.31,valid,30,inhale,correct,0.341816100000869,P118
P118,-0.31,valid,31,inhale,correct,0.330099999991944,P118
P118,0.31,valid,32,inhale,correct,0.316924199985806,P118
P118,-0.31,invalid,33,inhale,correct,0.387665499991272,P118
P118,10,catch,34,inhale,correct,NA,P118
P118,0.31,valid,35,inhale,correct,0.384334500005934,P118
P118,-0.31,invalid,36,inhale,correct,0.358669300010661,P118
P118,0.31,invalid,37,inhale,correct,0.40268769999966,P118
P118,0.31,invalid,38,inhale,correct,0.35519510001177,P118
P118,0.31,valid,39,inhale,correct,0.356904999993276,P118
P118,0.31,invalid,40,inhale,correct,0.328650000010384,P118
P118,10,catch,41,inhale,incorrect,0.396911499992711,P118
P118,-0.31,valid,42,inhale,correct,0.500822899979539,P118
P118,10,catch,43,inhale,correct,NA,P118
P118,0.31,invalid,44,inhale,correct,0.395872499997495,P118
P118,0.31,invalid,45,inhale,correct,0.355097799998475,P118
P118,0.31,valid,46,inhale,correct,0.35044600002584,P118
P118,-0.31,valid,47,inhale,correct,0.358278599975165,P118
P118,-0.31,invalid,48,inhale,correct,0.431076500011841,P118
P118,10,catch,49,inhale,correct,NA,P118
P118,-0.31,valid,50,inhale,correct,0.379308700008551,P118
P118,-0.31,valid,51,inhale,correct,0.440300599992042,P118
P118,-0.31,invalid,52,inhale,correct,0.382503499975428,P118
P118,-0.31,valid,53,inhale,correct,0.53432520001661,P118
P118,10,catch,54,inhale,correct,NA,P118
P118,0.31,invalid,55,inhale,correct,0.446193599986145,P118
P118,-0.31,valid,56,inhale,correct,0.400826500001131,P118
P118,0.31,valid,57,inhale,correct,0.531875099986792,P118
P118,-0.31,invalid,58,inhale,correct,0.40376240000478,P118
P118,0.31,invalid,59,inhale,correct,0.354110599990236,P118
P118,10,catch,0,exhale,correct,NA,P118
P118,10,catch,1,exhale,correct,NA,P118
P118,0.31,invalid,2,exhale,correct,0.462600700004259,P118
P118,0.31,invalid,3,exhale,correct,0.375609799986705,P118
P118,-0.31,valid,4,exhale,correct,0.404449900001055,P118
P118,-0.31,invalid,5,exhale,correct,0.401500000007218,P118
P118,0.31,valid,6,exhale,correct,0.291173500008881,P118
P118,-0.31,invalid,7,exhale,correct,0.376546399988001,P118
P118,-0.31,valid,8,exhale,correct,0.339932799979579,P118
