cue_img,cue_soa,target_y,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007544300053268671,0.0252704001031816,0.0252704001031816,503.5143218000885,up,503.47977009997703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.5143703999929,503.52724299998954,506.55027840007097,506.5090425000526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_r.png,0.1,10,catch,0,0,0,up,21.026618200121447,None,None,,,0,0,0,3,,,,,,,,,506.55027840007097,,,,,,,,,,,,,506.53777340007946,506.55027840007097,506.55027840007097,506.55027840007097,527.5870489000808,up,21.026618200121447,None,527.6036203000695,527.6144632999785,527.6144632999785,527.6527656998951,527.6530758999288,527.6693259999156,527.6693259999156,527.6693259999156,527.7525537998881,529.7674296998885,530.6828169000801,530.6828169000801,530.6828169000801,530.6667641999666,None,,,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_r.png,0.1,-0.31,invalid,1,1,0,up,5.110578499967232,None,space,0.4660565999802202,None,0,1,1,9,,,,,,,,,530.6828169000801,,,,,,,,,,,,,530.6669860000256,530.6828169000801,530.6828169000801,530.6828169000801,535.7951885999646,up,5.110578499967232,None,535.8015274000354,535.8133646000642,535.8133646000642,535.8610310999211,535.8612526999786,535.8775947999675,535.8775947999675,535.8775947999675,535.9607750999276,,,,,536.3446551000234,space,0.4660565999802202,None,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_l.png,0.1,-0.31,valid,2,2,0,up,4.2246788998600096,None,space,0.2242266999091953,None,0,2,2,8,,,,,,,,,536.3603332000785,,,,,,,,,,,,,536.3448165000882,536.3603332000785,536.3603332000785,536.3603332000785,540.590543899918,up,4.2246788998600096,None,540.6004099999554,540.6104681999423,540.6104681999423,540.6560923000798,540.6563945999369,540.6726786000654,540.6726786000654,540.6726786000654,540.7558333999477,,,,,540.9067341000773,space,0.2242266999091953,None,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_r.png,0.1,-0.31,invalid,3,3,0,up,5.5265760000329465,None,space,0.24365509999915957,None,0,3,3,2,,,,,,,,,540.9224735000171,,,,,,,,,,,,,540.9069753999356,540.9224735000171,540.9224735000171,540.9224735000171,546.4511770000681,up,5.5265760000329465,None,546.4608529000543,546.4709441000596,546.4709441000596,546.5168729999568,546.5171813999768,546.5332514001057,546.5332514001057,546.5332514001057,546.616536000045,,,,,546.7840231000446,space,0.24365509999915957,None,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_r.png,0.1,-0.31,invalid,4,4,0,up,4.465109300101176,None,space,0.38764630001969635,None,0,4,4,6,,,,,,,,,546.7996896000113,,,,,,,,,,,,,546.7842592999805,546.7996896000113,546.7996896000113,546.7996896000113,551.2791679000948,up,4.465109300101176,None,551.2851585000753,551.296758600045,551.296758600045,551.3450766000897,551.3452985000331,551.3616440999322,551.3616440999322,551.3616440999322,551.4285593000241,,,,,551.7618863000534,space,0.38764630001969635,None,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,up,6.350836799945682,None,space,0.28927460010163486,None,0,5,5,5,,,,,,,,,551.7780049000867,,,,,,,,,,,,,551.762051000027,551.7780049000867,551.7780049000867,551.7780049000867,558.1391215000767,up,6.350836799945682,None,558.1487734999973,558.1589321999345,558.1589321999345,558.2049122001044,558.2052203998901,558.2213369999081,558.2213369999081,558.2213369999081,558.3045818998944,,,,,558.5220063999295,space,0.28927460010163486,None,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_l.png,0.1,-0.31,valid,6,6,0,up,6.582982199965045,None,space,0.3101751001086086,None,0,6,6,0,,,,,,,,,558.5376458000392,,,,,,,,,,,,,558.5222434001043,558.5376458000392,558.5376458000392,558.5376458000392,565.1318010999821,up,6.582982199965045,None,565.1414667000063,565.1515726998914,565.1515726998914,565.1976681000087,565.197968200082,565.214211500017,565.214211500017,565.214211500017,565.2807811999228,,,,,565.5314815000165,space,0.3101751001086086,None,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
cube_l.png,0.1,0.31,invalid,7,7,0,up,7.349748500157148,None,space,0.27511760010384023,None,0,7,7,1,,,,,,,,,565.5471614000853,,,,,,,,,,,,,565.5317184000742,565.5471614000853,565.5471614000853,565.5471614000853,572.907488200115,up,7.349748500157148,None,572.9171466999687,572.9271923999768,572.9271923999768,572.9730316998903,572.9733331000898,572.9895884001162,572.9895884001162,572.9895884001162,573.0727313999087,,,,,573.2739194000605,space,0.27511760010384023,None,,,,,,,,,,,,,,,,,,,,,P133,001,2025-03-26_10h57.10.446,posner_endo_new1,2024.2.4,60.044156459386414,2025-03-26 10h57.49.618825 +0000,
