cue_img,cue_soa,target_y,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007535500000813045,0.02629180000803899,0.02629180000803899,662.9851695000107,up,662.942080199995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.9852232000121,662.9978579000017,665.9980085000134,665.9785527000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_l.png,0.1,-0.31,valid,0,0,0,down,48.98672840000654,None,space,0.6326212999993004,None,0,0,0,0,,,,,,,,,665.9980085000134,,,,,,,,,,,,,665.9858850000019,665.9980085000134,665.9980085000134,665.9980085000134,714.9957188000117,down,48.98672840000654,None,715.0138372000074,715.0248676000047,715.0248676000047,715.061414300013,715.0617452000006,715.0780153000087,715.0780153000087,715.0780153000087,715.1610817000037,715.711858900002,space,0.6326212999993004,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_l.png,0.1,0.31,invalid,1,1,0,down,12.08221940000658,None,space,0.3203064999979688,None,0,1,1,1,,,,,,,,,715.7272071000043,,,,,,,,,,,,,715.7121052000002,715.7272071000043,715.7272071000043,715.7272071000043,727.816095400005,down,12.08221940000658,None,727.8264769000089,727.8365196000086,727.8365196000086,727.881498200004,727.8818224000133,727.8980717000086,727.8980717000086,727.8980717000086,727.9812670000101,728.2321153000084,space,0.3203064999979688,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_r.png,0.1,-0.31,invalid,2,2,0,down,2.0968334000062896,None,space,0.4128322000033222,None,0,2,2,9,,,,,,,,,728.2477885000117,,,,,,,,,,,,,728.232362300012,728.2477885000117,728.2477885000117,728.2477885000117,730.3468515000131,down,2.0968334000062896,None,730.3572365,730.367381300006,730.367381300006,730.4123529000062,730.4126785000117,730.4287911000138,730.4287911000138,730.4287911000138,730.512178200006,730.8464099000121,space,0.4128322000033222,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_r.png,0.1,0.31,valid,3,3,0,down,2.4424759999965318,None,space,0.2435546000051545,None,0,3,3,10,,,,,,,,,730.8618033000093,,,,,,,,,,,,,730.8466576000064,730.8618033000093,730.8618033000093,730.8618033000093,733.3104362000013,down,2.4424759999965318,None,733.3204404999997,733.3305355000048,733.3305355000048,733.3760238000104,733.3763512000005,733.3925709000032,733.3925709000032,733.3925709000032,733.4757706000091,733.6431412000093,space,0.2435546000051545,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_r.png,0.1,-0.31,invalid,4,4,0,down,2.373563400004059,None,space,0.2964623000007123,None,0,4,4,2,,,,,,,,,733.6588814000133,,,,,,,,,,,,,733.6433804000117,733.6588814000133,733.6588814000133,733.6588814000133,736.0409607000038,down,2.373563400004059,None,736.051083600003,736.0612371000025,736.0612371000025,736.106357200013,736.1066792000056,736.1230601000134,736.1230601000134,736.1230601000134,736.2063157000084,736.4238433000137,space,0.2964623000007123,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_l.png,0.1,0.31,invalid,5,5,0,down,2.5376719999912893,None,space,0.3380179999949178,None,0,5,5,5,,,,,,,,,736.4392836000043,,,,,,,,,,,,,736.4240863000014,736.4392836000043,736.4392836000043,736.4392836000043,738.9878565000108,down,2.5376719999912893,None,738.9978860000119,739.0081790000113,739.0081790000113,739.0535134000093,739.0538335000019,739.0698607000086,739.0698607000086,739.0698607000086,739.1532942000049,739.4208289000089,space,0.3380179999949178,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_l.png,0.1,-0.31,valid,6,6,0,down,3.7162518999975873,None,space,0.3244169999961741,None,0,6,6,8,,,,,,,,,739.4363338000112,,,,,,,,,,,,,739.4210720000119,739.4363338000112,739.4363338000112,739.4363338000112,743.1667496000009,down,3.7162518999975873,None,743.1766599000111,743.1867666000035,743.1867666000035,743.232542800004,743.2328641000058,743.2490978000133,743.2490978000133,743.2490978000133,743.3322578000079,743.5832056000072,space,0.3244169999961741,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_r.png,0.1,-0.31,invalid,7,7,0,down,4.577440599998226,None,space,0.19549289999122266,None,0,7,7,6,,,,,,,,,743.5987677000085,,,,,,,,,,,,,743.5834500000055,743.5987677000085,743.5987677000085,743.5987677000085,748.178797600005,down,4.577440599998226,None,748.1891356000124,748.1992244000139,748.1992244000139,748.2440525000129,748.2443767000077,748.2606182000018,748.2606182000018,748.2606182000018,748.3438313000079,748.4617219000065,space,0.19549289999122266,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
cube_l.png,0.1,-0.31,valid,8,8,0,down,7.187087199999951,None,space,0.44694690000324044,None,0,8,8,4,,,,,,,,,748.4769974000083,,,,,,,,,,,,,748.4619705000077,748.4769974000083,748.4769974000083,748.4769974000083,755.6708580000122,down,7.187087199999951,None,755.6811854000116,755.6912951000122,755.6912951000122,755.7364834000036,755.7368068000069,755.7529371000128,755.7529371000128,755.7529371000128,755.8362011999998,756.2037340000097,space,0.44694690000324044,None,,,,,,,,,,,,,,,,,,,,,,,,,P151,001,2025-04-11_11h55.29.878,posner_endo_new1,2024.2.4,60.054938258114454,2025-04-11 11h55.36.139302 +0100,
