cue_img,cue_soa,target_y,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007807899994077161,0.02760390000184998,0.02760390000184998,50.2028461000009,up,50.16622020001523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.20296649998636,50.2134398999915,53.2156929000048,53.19120750000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,down,10.426466099976096,None,space,0.40800559998024255,None,0,0,0,0,,,,,,,,,53.2156929000048,,,,,,,,,,,,,53.203815499990014,53.2156929000048,53.2156929000048,53.2156929000048,63.647817599994596,down,10.426466099976096,None,63.66470229998231,63.67574899998726,63.67574899998726,63.713211900001625,63.71353629999794,63.729922800004715,63.729922800004715,63.729922800004715,63.813057699997444,64.14719170000171,space,0.40800559998024255,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,down,2.103116099984618,None,space,0.3901786000060383,None,0,1,1,1,,,,,,,,,64.16280189997633,,,,,,,,,,,,,64.14745560000301,64.16280189997633,64.16280189997633,64.16280189997633,66.27827399998205,down,2.103116099984618,None,66.28975629998604,66.30004689999623,66.30004689999623,66.34397159999935,66.34430070000235,66.36046119997627,66.36046119997627,66.36046119997627,66.44384349999018,66.76126790000126,space,0.3901786000060383,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,down,6.553256200015312,None,space,0.4009836000041105,None,0,2,2,2,,,,,,,,,66.77671209999244,,,,,,,,,,,,,66.76152869997895,66.77671209999244,66.77671209999244,66.77671209999244,73.33798839998781,down,6.553256200015312,None,73.34944029999315,73.35975469998084,73.35975469998084,73.40338619999238,73.40371289997711,73.41997769998852,73.41997769998852,73.41997769998852,73.50316169997677,73.83733809998375,space,0.4009836000041105,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_r.png,0.1,10,catch,3,3,0,down,2.6769715000118595,None,space,0.3531256999995094,None,0,3,3,3,,,,,,,,,73.85283099999651,,,,,,,,,,,,,73.83760400000028,73.85283099999651,73.85283099999651,73.85283099999651,76.53465769998729,down,2.6769715000118595,None,76.54572399999597,76.5559179999982,76.5559179999982,76.60012469999492,76.60045139997965,76.61662570000044,76.61662570000044,76.61662570000044,76.70035070000449,76.98412409998127,space,0.3531256999995094,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,down,4.203034699981799,None,space,0.40200390000245534,None,0,4,4,4,,,,,,,,,76.99949819999165,,,,,,,,,,,,,76.9843819999951,76.99949819999165,76.99949819999165,76.99949819999165,81.21308180000051,down,4.203034699981799,None,81.2248869999894,81.23508630000288,81.23508630000288,81.27878399999463,81.27910829999018,81.29529919999186,81.29529919999186,81.29529919999186,81.37855080000008,81.71260749999783,space,0.40200390000245534,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,down,4.281690400006482,None,space,0.36758620000910014,None,0,5,5,5,,,,,,,,,81.72820699997828,,,,,,,,,,,,,81.71286219998728,81.72820699997828,81.72820699997828,81.72820699997828,86.02495029999409,down,4.281690400006482,None,86.03605500000413,86.04626509998343,86.04626509998343,86.0904294999782,86.09076019999338,86.10698989999946,86.10698989999946,86.10698989999946,86.19020939999609,86.49104269998497,space,0.36758620000910014,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,down,3.3030793000070844,None,space,0.4124982999928761,None,0,6,6,6,,,,,,,,,86.50651889998699,,,,,,,,,,,,,86.49130870000226,86.50651889998699,86.50651889998699,86.50651889998699,89.82107330000144,down,3.3030793000070844,None,89.83210199998575,89.84228349998011,89.84228349998011,89.88661839999259,89.88694349999423,89.90300279998337,89.90300279998337,89.90300279998337,89.98633729998255,90.32047299999977,space,0.4124982999928761,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,down,1.8100621000048704,None,space,0.34998289999202825,None,0,7,7,7,,,,,,,,,90.33591329999035,,,,,,,,,,,,,90.3207293000014,90.33591329999035,90.33591329999035,90.33591329999035,92.15196889999788,down,1.8100621000048704,None,92.16295519997948,92.17316209999262,92.17316209999262,92.21750479997718,92.21783239999786,92.2340428000025,92.2340428000025,92.2340428000025,92.31728170000133,92.58516600000439,space,0.34998289999202825,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_l.png,0.1,-0.31,valid,8,8,0,down,1.841327200003434,None,space,0.7026162999973167,None,0,8,8,8,,,,,,,,,92.60035100000096,,,,,,,,,,,,,92.58542359998683,92.60035100000096,92.60035100000096,92.60035100000096,94.44977300000028,down,1.841327200003434,None,94.4607890000043,94.47092209997936,94.47092209997936,94.51530440000352,94.51563629999873,94.53173119999701,94.53173119999701,94.53173119999701,94.61498049998772,95.24880819997634,space,0.7026162999973167,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_r.png,0.1,-0.31,invalid,9,9,0,down,6.481984199985163,None,space,0.5111576999770477,None,0,9,9,9,,,,,,,,,95.2643685999792,,,,,,,,,,,,,95.24906689999625,95.2643685999792,95.2643685999792,95.2643685999792,101.75882709998405,down,6.481984199985163,None,101.76789249997819,101.77757179999026,101.77757179999026,101.82445119999466,101.82469519998995,101.84074819998932,101.84074819998932,101.84074819998932,101.92406099999789,102.35789929999737,space,0.5111576999770477,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_r.png,0.1,0.31,valid,10,10,0,down,2.756436499999836,None,space,0.36465959998895414,None,0,10,10,10,,,,,,,,,102.3737166999781,,,,,,,,,,,,,102.3580766999803,102.3737166999781,102.3737166999781,102.3737166999781,105.13827129997662,down,2.756436499999836,None,105.14528139997856,105.15720329998294,105.15720329998294,105.20438819998526,105.2046105999907,105.22083509998629,105.22083509998629,105.22083509998629,105.28752260000329,105.58792259998154,space,0.36465959998895414,None,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.58802899997681,105.60367280000355,108.60427449998679,108.58442659999127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
cube_l.png,0.1,10,catch,0,0,0,down,7.5180422000121325,None,None,,,,,,,0,0,0,0,,,,,108.60427449998679,,,,,,,,,,,,,108.59547839997686,108.60427449998679,108.60427449998679,108.60427449998679,116.1274465000024,,,,116.13766300000134,116.14789880000171,116.14789880000171,116.19300639998983,116.19333439998445,116.20953890000237,116.20953890000237,116.20953890000237,116.2927565999853,119.20708880000166,,,,down,7.5180422000121325,None,118.3074123999977,119.22311489999993,119.22311489999993,119.22311489999993,None,,,,,,,,,,,,,,,,,P115,001,2025-02-19_12h13.07.979,posner_endo_new1,2024.2.4,60.01377916032545,2025-02-19 12h13.16.970078 +0000,
