cue_img,cue_soa,target_y,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,cube.stopped,fixation_cross_cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007639900024514645,0.02860369998961687,0.02860369998961687,534.1744694000226,up,534.1304743000073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.1745518000098,534.186277700006,537.2068387999898,537.1672298000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,down,9.21695119998185,None,space,0.953267999982927,None,0,0,0,0,,,,,,,,,537.2068387999898,,,,,,,,,,,,,537.1940828000079,537.2068387999898,537.2068387999898,537.2068387999898,546.4261065000319,down,9.21695119998185,None,546.4656224999926,546.4763356000185,546.4763356000185,546.4765474000014,546.4768637000234,546.4892820999958,546.4892820999958,546.4892820999958,546.5895476000151,547.4579195000115,space,0.953267999982927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,down,2.4952099000220187,None,space,0.7760548000223935,None,0,1,1,1,,,,,,,,,547.4722089000279,,,,,,,,,,,,,547.458479700028,547.4722089000279,547.4722089000279,547.4722089000279,549.9720128999907,down,2.4952099000220187,None,549.9962823999813,550.0083441000315,550.0083441000315,550.0357604000019,550.0361493999953,550.0522367000231,550.0522367000231,550.0522367000231,550.1354686000268,550.8377980000223,space,0.7760548000223935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,down,2.6110229000332765,None,space,0.6875810000346974,None,0,2,2,2,,,,,,,,,550.8521885999944,,,,,,,,,,,,,550.8383591999882,550.8521885999944,550.8521885999944,550.8521885999944,553.4686222000164,down,2.6110229000332765,None,553.4920873999945,553.5045335000032,553.5045335000032,553.5323208000045,553.5327582000173,553.5487886000192,553.5487886000192,553.5487886000192,553.6320108000073,554.2496437000227,space,0.6875810000346974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_r.png,0.1,10,catch,3,3,0,down,2.894145699974615,None,None,,,0,3,3,3,,,,,,,,,554.2646986999898,,,,,,,,,,,,,554.2500024000183,554.2646986999898,554.2646986999898,554.2646986999898,557.1633898,down,2.894145699974615,None,557.1778388000093,557.1882163999835,557.1882163999835,557.2285357000073,557.2289725000155,557.2449917999911,557.2449917999911,557.2449917999911,557.3282611999894,560.2428632000228,None,,,559.3431281000376,560.258895899984,560.258895899984,560.258895899984,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,down,0.7487143999896944,None,space,0.5239877999993041,None,0,4,4,4,,,,,,,,,560.258895899984,,,,,,,,,,,,,560.2430838000146,560.258895899984,560.258895899984,560.258895899984,561.0092103999923,down,0.7487143999896944,None,561.0188857000321,561.0290486000013,561.0290486000013,561.0749050999875,561.0752183999866,561.0913204000099,561.0913204000099,561.0913204000099,561.1746361000114,561.6252531000064,space,0.5239877999993041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,down,3.326673499948811,None,space,0.4567759999772534,None,0,5,5,5,,,,,,,,,561.6408306999947,,,,,,,,,,,,,561.6254918000195,561.6408306999947,561.6408306999947,561.6408306999947,564.9720376000041,down,3.326673499948811,None,564.981794500025,564.9918183999835,564.9918183999835,565.0374613000313,565.0377668000292,565.0540471000131,565.0540471000131,565.0540471000131,565.1371970000328,565.5212576999911,space,0.4567759999772534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,down,3.638603699975647,None,space,0.8219716000021435,None,0,6,6,6,,,,,,,,,565.5368347000331,,,,,,,,,,,,,565.5215009999811,565.5368347000331,565.5368347000331,565.5368347000331,569.1840903999982,down,3.638603699975647,None,569.1937695000088,569.2041116000037,569.2041116000037,569.249733500008,569.2500358999823,569.2662555000279,569.2662555000279,569.2662555000279,569.3496783000301,570.0998246999807,space,0.8219716000021435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,down,2.068005999957677,None,space,0.5987216000212356,None,0,7,7,7,,,,,,,,,570.1154663999914,,,,,,,,,,,,,570.1000672000227,570.1154663999914,570.1154663999914,570.1154663999914,572.1976762000122,down,2.068005999957677,None,572.2074747000006,572.2176956000039,572.2176956000039,572.2634485000162,572.263750699989,572.2799485999858,572.2799485999858,572.2799485999858,572.3632788999821,572.8804845000268,space,0.5987216000212356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2025-02-20_13h49.54.472,posner_endo_new1,2024.2.4,60.01684073496687,2025-02-20 13h50.01.740720 +0000,
