cue_img,cue_soa,target_y,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,cube.stopped,fixation_cross_cue.stopped,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007484900008421391,0.0239593000151217,0.0239593000151217,1.687668800004758,up,1.6455498000141233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68778779997956,1.6987626000191085,4.725373900029808,4.687629799998831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,up,20.62442289997125,None,space,0.4511447999975644,None,0,0,0,0,,,,,,,,,4.725373900029808,,,,,,,,,,,,,4.7101141000166535,4.725373900029808,4.725373900029808,4.725373900029808,25.366558899986558,up,20.62442289997125,None,25.384757400024682,25.39566380000906,25.39566380000906,25.43230169999879,25.432525900017936,25.44890120002674,25.44890120002674,25.44890120002674,25.532026699976996,25.915715600014664,space,0.4511447999975644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,up,7.482907700003125,None,space,0.38983529998222366,None,0,1,1,1,,,,,,,,,25.931150000018533,,,,,,,,,,,,,25.91588220000267,25.931150000018533,25.931150000018533,25.931150000018533,33.4264215999865,up,7.482907700003125,None,33.45327449997421,33.4656559000141,33.4656559000141,33.48820279998472,33.48854420002317,33.506790600018576,33.506790600018576,33.506790600018576,33.59037940000417,33.90777719998732,space,0.38983529998222366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,up,4.354008700000122,None,space,0.460519700020086,None,0,2,2,2,,,,,,,,,33.923266700003296,,,,,,,,,,,,,33.908062600006815,33.923266700003296,33.923266700003296,33.923266700003296,38.28667719999794,up,4.354008700000122,None,38.29898860002868,38.30909910000628,38.30909910000628,38.3524608000298,38.35280849999981,38.36868279997725,38.36868279997725,38.36868279997725,38.45206550002331,38.8361568999826,space,0.460519700020086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_r.png,0.1,10,catch,3,3,0,up,4.050005799974315,None,None,,,0,3,3,3,,,,,,,,,38.85153370001353,,,,,,,,,,,,,38.836432499985676,38.85153370001353,38.85153370001353,38.85153370001353,42.91506319999462,up,4.050005799974315,None,42.92398780002259,42.933636000030674,42.933636000030674,42.981028700014576,42.98157830000855,42.99742610001704,42.99742610001704,42.99742610001704,43.08066959999269,45.995047500007786,None,,,45.09524950000923,46.01098610000918,46.01098610000918,46.01098610000918,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,up,1.194618100009393,None,space,0.40658770001027733,None,0,4,4,4,,,,,,,,,46.01098610000918,,,,,,,,,,,,,45.99529260001145,46.01098610000918,46.01098610000918,46.01098610000918,47.210813399986364,up,1.194618100009393,None,47.2228608999867,47.23291610000888,47.23291610000888,47.27653520001331,47.27677669998957,47.293032000015955,47.293032000015955,47.293032000015955,47.37634000001708,47.709999400016386,space,0.40658770001027733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,up,3.943512300029397,None,space,0.3945473000057973,None,0,5,5,5,,,,,,,,,47.7259294000105,,,,,,,,,,,,,47.71017799997935,47.7259294000105,47.7259294000105,47.7259294000105,51.67264960001921,up,3.943512300029397,None,51.67995309998514,51.69171009998536,51.69171009998536,51.73877380002523,51.73901090002619,51.755263400031254,51.755263400031254,51.755263400031254,51.83845390001079,52.15564499999164,space,0.3945473000057973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,up,4.2981948999804445,None,space,0.350414999993518,None,0,6,6,6,,,,,,,,,52.17139999999199,,,,,,,,,,,,,52.15582380001433,52.17139999999199,52.17139999999199,52.17139999999199,56.48431650002021,up,4.2981948999804445,None,56.49152109998977,56.503436999977566,56.503436999977566,56.54995970003074,56.550185600004625,56.567019400012214,56.567019400012214,56.567019400012214,56.649595400027465,56.93374120001681,space,0.350414999993518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,up,4.207425900036469,None,space,0.3765865999739617,None,0,7,7,7,,,,,,,,,56.95000790001359,,,,,,,,,,,,,56.93390529998578,56.95000790001359,56.95000790001359,56.95000790001359,61.16303609998431,up,4.207425900036469,None,61.16943970002467,61.18118000001414,61.18118000001414,61.2290309999953,61.22925460000988,61.24547129997518,61.24547129997518,61.24547129997518,61.32870160002494,61.62921019998612,space,0.3765865999739617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P121,001,2025-02-21_11h14.06.845,posner_endo_new1,2024.2.4,60.07535854407934,2025-02-21 11h14.16.060080 +0000,
