cue_img,cue_soa,target_y,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007412099999783095,0.02893210000002,0.02893210000002,295.2337950000001,up,295.1951216000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.233849799999,295.24679449999894,298.24697259999994,298.2275651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_l.png,0.1,-0.31,valid,0,0,0,down,9.53723319999881,None,space,0.34893989999909536,None,0,0,0,0,,,,,,,,,298.24697259999994,,,,,,,,,,,,,298.23491939999985,298.24697259999994,298.24697259999994,298.24697259999994,307.8013976000002,down,9.53723319999881,None,307.8257186999999,307.8353729999999,307.8353729999999,307.8675076999989,307.8677424999987,307.8838333999993,307.8838333999993,307.8838333999993,307.96708599999874,308.2344682999992,space,0.34893989999909536,None,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_r.png,0.1,-0.31,invalid,1,1,0,down,4.862514899999951,None,space,0.5041696000007505,None,0,1,1,2,,,,,,,,,308.25029709999944,,,,,,,,,,,,,308.2346316000003,308.25029709999944,308.25029709999944,308.25029709999944,313.1294318,down,4.862514899999951,None,313.14271480000025,313.1523992000002,313.1523992000002,313.19490190000033,313.195297799999,313.21137400000043,313.21137400000043,313.21137400000043,313.2946295999991,313.7288334999994,space,0.5041696000007505,None,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_r.png,0.1,0.31,valid,2,2,0,down,3.2886250000010477,None,space,0.36927810000088357,None,0,2,2,7,,,,,,,,,313.74415260000023,,,,,,,,,,,,,313.72913829999925,313.74415260000023,313.74415260000023,313.74415260000023,317.0420839999988,down,3.2886250000010477,None,317.05527529999927,317.06528049999906,317.06528049999906,317.1079450999987,317.10822759999974,317.12443129999883,317.12443129999883,317.12443129999883,317.2076906000002,317.5083502999987,space,0.36927810000088357,None,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_r.png,0.1,-0.31,invalid,3,3,0,down,4.427988499999628,None,space,0.5909113000016077,None,0,3,3,6,,,,,,,,,317.5241384000001,,,,,,,,,,,,,317.50856620000013,317.5241384000001,317.5241384000001,317.5241384000001,321.95400039999913,down,4.427988499999628,None,321.96679009999934,321.9768074000003,321.9768074000003,322.01968490000036,322.01996899999904,322.0360781999989,322.0360781999989,322.0360781999989,322.11946890000036,322.6365730999987,space,0.5909113000016077,None,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_l.png,0.1,0.31,invalid,4,4,0,down,5.132522899999458,None,space,0.7601439999998547,None,0,4,4,5,,,,,,,,,322.6522593999998,,,,,,,,,,,,,322.63678249999975,322.6522593999998,322.6522593999998,322.6522593999998,327.7978261999997,down,5.132522899999458,None,327.80882910000037,327.81853319999937,327.81853319999937,327.86367269999937,327.8639277000002,327.8803107999993,327.8803107999993,327.8803107999993,327.96347609999975,328.64711799999895,space,0.7601439999998547,None,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_r.png,0.1,0.31,valid,5,5,0,down,6.2817371000001,None,space,0.5625730000010662,None,0,5,5,10,,,,,,,,,328.66261779999877,,,,,,,,,,,,,328.6473004999989,328.66261779999877,328.66261779999877,328.66261779999877,334.9570685999988,down,6.2817371000001,None,334.9644644,334.97589659999903,334.97589659999903,335.0230668000004,335.0233202999989,335.03962929999943,335.03962929999943,335.03962929999943,335.1061852999992,335.60659269999996,space,0.5625730000010662,None,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_l.png,0.1,-0.31,valid,6,6,0,down,5.242639100000815,None,space,0.48815950000062003,None,0,6,6,8,,,,,,,,,335.62233019999985,,,,,,,,,,,,,335.60677810000016,335.62233019999985,335.62233019999985,335.62233019999985,340.86766069999976,down,5.242639100000815,None,340.87503970000034,340.88649859999896,340.88649859999896,340.9336325999993,340.9338814999992,340.9501978999997,340.9501978999997,340.9501978999997,341.0167943999986,341.4504627999995,space,0.48815950000062003,None,,,,,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
cube_r.png,0.1,10,catch,7,7,0,down,6.5264366999999766,None,None,,,0,7,7,3,,,,,,,,,341.4663643999993,,,,,,,,,,,,,341.45064639999873,341.4663643999993,341.4663643999993,341.4663643999993,347.99385540000003,down,6.5264366999999766,None,348.0012749999987,348.0124863000001,348.0124863000001,348.0597648999992,348.0600211000001,348.07601259999865,348.07601259999865,348.07601259999865,348.15952110000035,351.0735611,None,,,350.1741323999995,351.08985369999937,351.08985369999937,351.08985369999937,,,,,,,,,,,,,,,,,,,,,P144,001,2025-04-09_12h52.51.923,posner_endo_new1,2024.2.4,60.04942067312334,2025-04-09 12h52.57.590074 +0100,
