cue_img,cue_soa,target_y,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007375300003332086,0.020320600000559352,0.020320600000559352,887.6184569000034,up,887.5943552000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.6185091000007,887.6307909000025,890.6309208000021,890.6115169000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,up,6.879427600000781,None,space,0.38832389999879524,None,0,0,0,0,,,,,,,,,890.6309208000021,,,,,,,,,,,,,890.6188798000003,890.6309208000021,890.6309208000021,890.6309208000021,897.5215196999998,up,6.879427600000781,None,897.5339730000014,897.5444104000017,897.5444104000017,897.587435100002,897.5877039000006,897.604021500003,897.604021500003,897.604021500003,897.6706508000025,898.0045333000016,space,0.38832389999879524,None,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,up,5.610542300000816,None,space,0.3774421000016446,None,0,1,1,1,,,,,,,,,898.0202325999999,,,,,,,,,,,,,898.0047335000017,898.0202325999999,898.0202325999999,898.0202325999999,903.632143400002,up,5.610542300000816,None,903.6403206000032,903.6507326000028,903.6507326000028,903.6978002000033,903.6982968000011,903.7142280000007,903.7142280000007,903.7142280000007,903.797463400002,904.0993032000006,space,0.3774421000016446,None,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,up,5.804828299998917,None,space,0.44137620000037714,None,0,2,2,2,,,,,,,,,904.113827000001,,,,,,,,,,,,,904.099728600002,904.113827000001,904.113827000001,904.113827000001,909.925892700001,up,5.804828299998917,None,909.9374349000027,909.947711300003,909.947711300003,909.9914806000015,909.9918273000003,910.008111500003,910.008111500003,910.008111500003,910.0913171000029,910.4588552000023,space,0.44137620000037714,None,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_r.png,0.1,10,catch,3,3,0,up,5.548825300000317,None,None,,,0,3,3,3,,,,,,,,,910.4741753000017,,,,,,,,,,,,,910.4591274000013,910.4741753000017,910.4741753000017,910.4741753000017,916.0364961000014,up,5.548825300000317,None,916.0456574000018,916.0554179999999,916.0554179999999,916.1018050000021,916.1020525000022,916.1183946000019,916.1183946000019,916.1183946000019,916.2017864000009,919.1158780000005,None,,,918.2162144000031,919.1320484000025,919.1320484000025,919.1320484000025,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,up,2.7550052000005962,None,space,0.4148325999994995,None,0,4,4,4,,,,,,,,,919.1320484000025,,,,,,,,,,,,,919.1160516000018,919.1320484000025,919.1320484000025,919.1320484000025,921.8965934000007,up,2.7550052000005962,None,921.9040214000015,921.9155081000026,921.9155081000026,921.9626655000029,921.9632265,921.9790410000023,921.9790410000023,921.9790410000023,922.0456491000004,922.3974798000017,space,0.4148325999994995,None,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,up,6.171642699999211,None,space,0.4299238999992667,None,0,5,5,5,,,,,,,,,922.4119105000027,,,,,,,,,,,,,922.3979325,922.4119105000027,922.4119105000027,922.4119105000027,928.5904339000008,up,6.171642699999211,None,928.6019682000006,928.6122001000003,928.6122001000003,928.6558788000002,928.6562219000007,928.672334400002,928.672334400002,928.672334400002,928.7555551000005,929.1067625000032,space,0.4299238999992667,None,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,up,6.028653699999268,None,space,0.45043579999764916,None,0,6,6,6,,,,,,,,,929.121958300002,,,,,,,,,,,,,929.1070471000021,929.121958300002,929.121958300002,929.121958300002,935.1668793999997,up,6.028653699999268,None,935.1784573000004,935.1886971000022,935.1886971000022,935.2324032000033,935.2327540000006,935.2489239000024,935.2489239000024,935.2489239000024,935.3320632000032,935.7162098000008,space,0.45043579999764916,None,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,up,6.834655800001201,None,space,0.37717939999856753,None,0,7,7,7,,,,,,,,,935.731733800003,,,,,,,,,,,,,935.7165023000016,935.731733800003,935.731733800003,935.731733800003,942.5759365000013,up,6.834655800001201,None,942.5874504000021,942.5977911000009,942.5977911000009,942.6415242000003,942.6418643000034,942.6579813000026,942.6579813000026,942.6579813000026,942.7411806000018,943.0420703000018,space,0.37717939999856753,None,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2025-02-13_14h53.55.332,posner_endo_new1,2024.2.4,60.00510043351715,2025-02-13 14h54.02.201302 +0000,
