cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,cube.stopped,fixation_cross_cue.stopped,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007492100005038083,0.025305000017397106,0.025305000017397106,5540.089648100024,up,5540.046430099988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5540.089742099983,5540.101968800009,5543.118998199992,5543.0804536999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,down,33.62460669997381,None,space,0.7483705999911763,None,0,0,0,0,,,,,,,,,5543.118998199992,,,,,,,,,,,,,5543.094688099984,5543.118998199992,5543.118998199992,5543.118998199992,5576.746197799977,down,33.62460669997381,None,5576.76100920001,5576.771187799983,5576.771187799983,5576.811938000028,5576.812190799974,5576.831333699985,5576.831333699985,5576.831333699985,5576.911901400017,5577.595107299974,space,0.7483705999911763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,down,7.972768299980089,None,space,0.39000899996608496,None,0,1,1,1,,,,,,,,,5577.611148199998,,,,,,,,,,,,,5577.595268099976,5577.611148199998,5577.611148199998,5577.611148199998,5585.5869695,down,7.972768299980089,None,5585.593103700026,5585.60487879999,5585.60487879999,5585.6530322000035,5585.65327130002,5585.66952689999,5585.66952689999,5585.66952689999,5585.7361869000015,5586.069877000002,space,0.39000899996608496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,down,8.065747899992857,None,space,0.3897599999909289,None,0,2,2,2,,,,,,,,,5586.08594379999,,,,,,,,,,,,,5586.070049099973,5586.08594379999,5586.08594379999,5586.08594379999,5594.161539299996,down,8.065747899992857,None,5594.167612200021,5594.179209000024,5594.179209000024,5594.227581400017,5594.228096199979,5594.243972799974,5594.243972799974,5594.243972799974,5594.310569500027,5594.645337999973,space,0.3897599999909289,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_r.png,0.1,10,catch,3,3,0,down,1.9715800000121817,None,None,,,0,3,3,3,,,,,,,,,5594.660220600024,,,,,,,,,,,,,5594.645753299992,5594.660220600024,5594.660220600024,5594.660220600024,5596.642766600009,down,1.9715800000121817,None,5596.653381299984,5596.6637436000165,5596.6637436000165,5596.708433300024,5596.708782200003,5596.725016199984,5596.725016199984,5596.725016199984,5596.808169599972,5599.722631699988,None,,,5598.822872999997,5599.738665100012,5599.738665100012,5599.738665100012,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,down,1.5332424999796785,None,space,0.46631600003456697,None,0,4,4,4,,,,,,,,,5599.738665100012,,,,,,,,,,,,,5599.722877499997,5599.738665100012,5599.738665100012,5599.738665100012,5601.288308900024,down,1.5332424999796785,None,5601.297580200015,5601.307491099986,5601.307491099986,5601.3536123000085,5601.353857300011,5601.37020569999,5601.37020569999,5601.37020569999,5601.453620799992,5601.83738859999,space,0.46631600003456697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,down,6.307602700020652,None,space,0.37445170001592487,None,0,5,5,5,,,,,,,,,5601.853040300019,,,,,,,,,,,,,5601.837574100005,5601.853040300019,5601.853040300019,5601.853040300019,5608.1643498999765,down,6.307602700020652,None,5608.171058500011,5608.18294269999,5608.18294269999,5608.22988519998,5608.2303946000175,5608.246352499991,5608.246352499991,5608.246352499991,5608.329580300022,5608.63104800001,space,0.37445170001592487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,down,6.625721599964891,None,space,0.4043307999963872,None,0,6,6,6,,,,,,,,,5608.645921999996,,,,,,,,,,,,,5608.6314545000205,5608.645921999996,5608.645921999996,5608.645921999996,5615.274477900006,down,6.625721599964891,None,5615.290892000019,5615.301983100013,5615.301983100013,5615.339416700008,5615.339721600001,5615.355943100003,5615.355943100003,5615.355943100003,5615.439127899997,5615.773831899976,space,0.4043307999963872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,down,5.060668399964925,None,space,0.3813893000478856,None,0,7,7,7,,,,,,,,,5615.788632999989,,,,,,,,,,,,,5615.774258800026,5615.788632999989,5615.788632999989,5615.788632999989,5620.851688400027,down,5.060668399964925,None,5620.862394800002,5620.872730200004,5620.872730200004,5620.917103399988,5620.917444300023,5620.933604300022,5620.933604300022,5620.933604300022,5621.016839599994,5621.317821100005,space,0.3813893000478856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P122,001,2025-02-21_11h30.55.353,posner_endo_new1,2024.2.4,59.984619959010615,2025-02-21 11h31.04.628141 +0000,
