cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007588299922645092,0.02997249993495643,0.02997249993495643,150.75847220001742,up,150.7053822001908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7586495000869,150.7710977999959,153.77476860000752,153.7426157000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_r.png,0.1,-0.31,invalid,0,0,0,up,12.168366900179535,None,space,0.6631771000102162,None,0,0,0,9,,,,,,,,,153.77476860000752,,,,,,,,,,,,,153.76037320005707,153.77476860000752,153.77476860000752,153.77476860000752,165.94890909991227,up,12.168366900179535,None,165.99016129993834,166.00092200003564,166.00092200003564,166.0011269999668,166.00142370001413,166.01373789994977,166.01373789994977,166.01373789994977,166.1125705000013,166.67995949997567,space,0.6631771000102162,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,up,1.968216200126335,None,space,0.43847050005570054,None,0,1,1,1,,,,,,,,,166.6950851001311,,,,,,,,,,,,,166.6802006000653,166.6950851001311,166.6950851001311,166.6950851001311,168.6773663999047,up,1.968216200126335,None,168.68849060009234,168.69861089996994,168.69861089996994,168.74314079992473,168.7434457000345,168.75966820004396,168.75966820004396,168.75966820004396,168.82635549991392,169.21044980012812,space,0.43847050005570054,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,up,1.9575239000841975,None,space,0.3912529000081122,None,0,2,2,6,,,,,,,,,169.22585809999146,,,,,,,,,,,,,169.21069149998948,169.22585809999146,169.22585809999146,169.22585809999146,171.1936679999344,up,1.9575239000841975,None,171.2155100000091,171.2277631999459,171.2277631999459,171.25735959992744,171.2577939000912,171.27378099993803,171.27378099993803,171.27378099993803,171.3570290999487,171.67494100006297,space,0.3912529000081122,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_r.png,0.1,-0.31,invalid,3,3,0,up,5.612643100088462,None,space,0.44029409997165203,None,0,3,3,2,,,,,,,,,171.69007600005716,,,,,,,,,,,,,171.67518749996088,171.69007600005716,171.69007600005716,171.69007600005716,177.31907250010408,up,5.612643100088462,None,177.32902820012532,177.34123850008473,177.34123850008473,177.3850316000171,177.38568460009992,177.40141339995898,177.40141339995898,177.40141339995898,177.48469930002466,177.85324560012668,space,0.44029409997165203,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_l.png,0.1,0.31,invalid,4,4,0,up,7.994803800014779,None,space,0.5556709999218583,None,0,4,4,5,,,,,,,,,177.8676853000652,,,,,,,,,,,,,177.85381260002032,177.8676853000652,177.8676853000652,177.8676853000652,185.8784761999268,up,7.994803800014779,None,185.9004544999916,185.91268140007742,185.91268140007742,185.9420694001019,185.9424016000703,185.958598600002,185.958598600002,185.958598600002,186.0423403000459,186.52628060011193,space,0.5556709999218583,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_l.png,0.1,-0.31,valid,5,5,0,up,13.769190799910575,None,space,0.4290679001715034,None,0,5,5,0,,,,,,,,,186.5414132999722,,,,,,,,,,,,,186.5265440000221,186.5414132999722,186.5414132999722,186.5414132999722,200.3137882000301,up,13.769190799910575,None,200.33653370011598,200.3468295999337,200.3468295999337,200.3773410001304,200.37767300009727,200.39412780012935,200.39412780012935,200.39412780012935,200.47727699996904,200.82810709998012,space,0.4290679001715034,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_r.png,0.1,0.31,valid,6,6,0,up,3.0026654999237508,None,space,0.39272739994339645,None,0,6,6,7,,,,,,,,,200.84381609992124,,,,,,,,,,,,,200.82837540004402,200.84381609992124,200.84381609992124,200.84381609992124,203.85995470010675,up,3.0026654999237508,None,203.8808744000271,203.89163390011527,203.89163390011527,203.92404760001227,203.92448160005733,203.94034019997343,203.94034019997343,203.94034019997343,204.02362710004672,204.34159289998934,space,0.39272739994339645,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
cube_l.png,0.1,-0.31,valid,7,7,0,up,2.8582812999375165,None,space,0.4212680999189615,None,0,7,7,4,,,,,,,,,204.3566282999236,,,,,,,,,,,,,204.34195329993963,204.3566282999236,204.3566282999236,204.3566282999236,207.22170919994824,up,2.8582812999375165,None,207.2308531999588,207.24111489998177,207.24111489998177,207.28736170008779,207.28766179992817,207.30357789993286,207.30357789993286,207.30357789993286,207.38722350005992,207.73793420009315,space,0.4212680999189615,None,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2025-03-26_15h16.14.121,posner_endo_new1,2024.2.4,60.009421536949056,2025-03-26 15h16.20.970922 +0000,
