cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0076289999997243285,0.028100399998947978,0.028100399998947978,509.21432619998814,up,509.1769581999979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.2143810999987,509.22658620000584,512.2271985999832,512.2080634000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,down,7.8339116999995895,None,space,0.7620576999906916,None,0,0,0,0,,,,,,,,,512.2271985999832,,,,,,,,,,,,,512.2154778999975,512.2271985999832,512.2271985999832,512.2271985999832,520.066865700006,down,7.8339116999995895,None,520.0770404000068,520.0874092000013,520.0874092000013,520.1328855000029,520.1331266000052,520.1493382999906,520.1493382999906,520.1493382999906,520.2320870999829,520.9157962999889,space,0.7620576999906916,None,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,down,1.680403500009561,None,space,0.45102830001269467,None,0,1,1,1,,,,,,,,,520.9319831999892,,,,,,,,,,,,,520.9159693999973,520.9319831999892,520.9319831999892,520.9319831999892,522.6143259000091,down,1.680403500009561,None,522.6204364000005,522.6321354999964,522.6321354999964,522.6803934999916,522.6806258999859,522.6963655999862,522.6963655999862,522.6963655999862,522.779896299995,523.163854399987,space,0.45102830001269467,None,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,down,1.6099345000111498,None,space,0.5219985000148881,None,0,2,2,2,,,,,,,,,523.1792687999841,,,,,,,,,,,,,523.1640260999848,523.1792687999841,523.1792687999841,523.1792687999841,524.7955906999996,down,1.6099345000111498,None,524.8016503999825,524.8131771000044,524.8131771000044,524.8613026000094,524.8615356000082,524.8778144999815,524.8778144999815,524.8778144999815,524.9606172000058,525.4114677000034,space,0.5219985000148881,None,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_r.png,0.1,10,catch,3,3,0,down,1.650000599998748,None,None,,,0,3,3,3,,,,,,,,,525.4274426999909,,,,,,,,,,,,,525.4116369999829,525.4274426999909,525.4274426999909,525.4274426999909,527.0932299999986,down,1.650000599998748,None,527.0992814000056,527.1109272000031,527.1109272000031,527.1590230999864,527.1592523999861,527.1750835999846,527.1750835999846,527.1750835999846,527.2588853999914,530.1730803999817,None,,,529.2732533999952,530.1892275999999,530.1892275999999,530.1892275999999,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,down,0.2235854000027757,None,space,0.4366405000037048,None,0,4,4,4,,,,,,,,,530.1892275999999,,,,,,,,,,,,,530.1732458999904,530.1892275999999,530.1892275999999,530.1892275999999,530.4229601999978,down,0.2235854000027757,None,530.4290773999819,530.4406356999825,530.4406356999825,530.4889659000037,530.4892022999993,530.5050010999839,530.5050010999839,530.5050010999839,530.5886338999844,530.9556331000058,space,0.4366405000037048,None,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,down,1.3133473999914713,None,space,0.5824169999978039,None,0,5,5,5,,,,,,,,,530.971623999998,,,,,,,,,,,,,530.9558083000011,530.971623999998,530.971623999998,530.971623999998,532.287725800008,down,1.3133473999914713,None,532.2937053999922,532.3053263000038,532.3053263000038,532.3533129999996,532.3535511000082,532.3700988999917,532.3700988999917,532.3700988999917,532.4529195000068,532.9540215999878,space,0.5824169999978039,None,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,down,2.523425399995176,None,space,0.4341658000194002,None,0,6,6,6,,,,,,,,,532.9698080999951,,,,,,,,,,,,,532.9541929999832,532.9698080999951,532.9698080999951,532.9698080999951,535.5007975999906,down,2.523425399995176,None,535.5068285999878,535.518358900008,535.518358900008,535.5668330999906,535.5670689999824,535.5834387000068,535.5834387000068,535.5834387000068,535.6502790999948,536.0335507999989,space,0.4341658000194002,None,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,down,1.1465259000251535,None,space,0.42211549999774434,None,0,7,7,7,,,,,,,,,536.0498970999906,,,,,,,,,,,,,536.0337282999826,536.0498970999906,536.0498970999906,536.0498970999906,537.1992768000055,down,1.1465259000251535,None,537.2053809000063,537.2170074000023,537.2170074000023,537.2649362999946,537.265172799991,537.28176849999,537.28176849999,537.28176849999,537.3484188999864,537.7154468999943,space,0.42211549999774434,None,,,,,,,,,,,,,,,,,,,,,,,,,P116,001,2025-02-19_12h51.13.631,posner_endo_new1,2024.2.4,60.02491033530373,2025-02-19 12h51.20.867362 +0000,
