cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074414999689906836,0.0198490999173373,0.0198490999173373,5.089704900048673,up,5.056281199911609,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0898197998758405,5.100772999925539,8.114791400032118,8.077934500062838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_r.png,0.1,10,catch,0,0,0,down,23.57015009992756,None,None,,,0,0,0,3,,,,,,,,,8.114791400032118,,,,,,,,,,,,,8.102563299937174,8.114791400032118,8.114791400032118,8.114791400032118,31.687013699905947,down,23.57015009992756,None,31.709549200022593,31.719809599919245,31.719809599919245,31.752402799902484,31.75262190005742,31.76891790004447,31.76891790004447,31.76891790004447,31.852108699968085,33.86660369997844,34.78236519987695,34.78236519987695,34.78236519987695,34.76609420008026,None,,,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_r.png,0.1,0.31,valid,1,1,0,down,5.390142200049013,None,space,0.3732276998925954,None,0,1,1,7,,,,,,,,,34.78236519987695,,,,,,,,,,,,,34.766301499912515,34.78236519987695,34.78236519987695,34.78236519987695,40.17779510002583,down,5.390142200049013,None,40.1864008998964,40.19667669991031,40.19667669991031,40.24352649995126,40.24380899989046,40.260167700005695,40.260167700005695,40.260167700005695,40.34334779996425,,,,,40.64403519988991,space,0.3732276998925954,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_l.png,0.1,-0.31,valid,2,2,0,down,3.7524368001613766,None,space,0.44164490001276135,None,0,2,2,4,,,,,,,,,40.659769099904224,,,,,,,,,,,,,40.64425459993072,40.659769099904224,40.659769099904224,40.659769099904224,44.42344669997692,down,3.7524368001613766,None,44.432939499849454,44.44306920003146,44.44306920003146,44.489214200060815,44.48949579987675,44.50585429999046,44.50585429999046,44.50585429999046,44.58905169996433,,,,,44.95627269987017,space,0.44164490001276135,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_l.png,0.1,-0.31,valid,3,3,0,down,5.911779999965802,None,space,0.37417609989643097,None,0,3,3,0,,,,,,,,,44.972110899863765,,,,,,,,,,,,,44.956496299942955,44.972110899863765,44.972110899863765,44.972110899863765,50.90025099995546,down,5.911779999965802,None,50.90869620000012,50.9190100999549,50.9190100999549,50.96584780002013,50.96613009995781,50.982573699904606,50.982573699904606,50.982573699904606,51.06563559989445,,,,,51.36620579985902,space,0.37417609989643097,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_l.png,0.1,0.31,invalid,4,4,0,down,4.501778099918738,None,space,0.39947539987042546,None,0,4,4,5,,,,,,,,,51.38213309994899,,,,,,,,,,,,,51.36636719992384,51.38213309994899,51.38213309994899,51.38213309994899,55.89510850002989,down,4.501778099918738,None,55.90349429985508,55.91390659986064,55.91390659986064,55.96076159994118,55.961046299897134,55.9774930998683,55.9774930998683,55.9774930998683,56.06063589989208,,,,,56.37807219987735,space,0.39947539987042546,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_r.png,0.1,-0.31,invalid,5,5,0,down,5.698184600099921,None,space,0.4115778000559658,None,0,5,5,6,,,,,,,,,56.3936178998556,,,,,,,,,,,,,56.378292199922726,56.3936178998556,56.3936178998556,56.3936178998556,62.10532599990256,down,5.698184600099921,None,62.11380199994892,62.12419390003197,62.12419390003197,62.171166599961,62.17145560006611,62.18770890007727,62.18770890007727,62.18770890007727,62.27098500006832,,,,,62.60511639993638,space,0.4115778000559658,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,down,4.631255999905989,None,space,0.3676388000603765,None,0,6,6,9,,,,,,,,,62.62064910004847,,,,,,,,,,,,,62.60533949988894,62.62064910004847,62.62064910004847,62.62064910004847,67.26676999987103,down,4.631255999905989,None,67.27520169992931,67.28539670002647,67.28539670002647,67.33259020000696,67.33287549996749,67.34913380001672,67.34913380001672,67.34913380001672,67.4323603999801,,,,,67.73309260001406,space,0.3676388000603765,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_r.png,0.1,-0.31,invalid,7,7,0,down,5.959579600021243,None,space,0.41681810002774,None,0,7,7,2,,,,,,,,,67.74873779993504,,,,,,,,,,,,,67.73331939987838,67.74873779993504,67.74873779993504,67.74873779993504,73.71037249988876,down,5.959579600021243,None,73.71876429999247,73.72897409996949,73.72897409996949,73.77606089995243,73.77634330000728,73.79257069993764,73.79257069993764,73.79257069993764,73.87571829999797,,,,,74.22634360007942,space,0.41681810002774,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
cube_l.png,0.1,-0.31,valid,8,8,0,down,5.793704600073397,None,space,0.4103228999301791,None,0,8,8,8,,,,,,,,,74.2421007999219,,,,,,,,,,,,,74.22657809988596,74.2421007999219,74.2421007999219,74.2421007999219,80.0371610999573,down,5.793704600073397,None,80.04556049988605,80.0558994000312,80.0558994000312,80.10279559995979,80.10307539999485,80.11940349987708,80.11940349987708,80.11940349987708,80.20258520008065,,,,,80.53654180001467,space,0.4103228999301791,None,,,,,,,,,,,,,,,,,,,,,P136,001,2025-03-26_16h13.01.773,posner_endo_new1,2024.2.4,59.9887221460989,2025-03-26 16h13.08.981912 +0000,
