cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,cube.stopped,fixation_cross_cue.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cube_r.png,0.1,10,catch,54,54,0,down,7.554276900016703,None,None,,,,,,,0,54,54,54,,,,,801.0905847999966,,,,,,,,,,,,,801.0751552999718,801.0905847999966,801.0905847999966,801.0905847999966,808.649683500058,,,,808.6555004999973,808.6669934999663,808.6669934999663,808.716051400057,808.7162824999541,808.7327752000419,808.7327752000419,808.7327752000419,808.7993339999812,811.7300336000044,,,,810.8137625999516,811.7462515999796,811.7462515999796,811.7462515999796,,,down,7.554276900016703,None,None,,,,,,,,,,,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,0.31,invalid,55,55,0,down,5.819352000020444,None,space,0.385238999966532,None,,,,,0,55,55,55,,,,,811.7462515999796,,,,,,,,,,,,,811.7302030000137,811.7462515999796,811.7462515999796,811.7462515999796,817.5738316000206,,,,817.5797275999794,817.5911930999719,817.5911930999719,817.6402963000583,817.6405285999645,817.6568641000194,817.6568641000194,817.6568641000194,817.7235159999691,818.0570112999994,,,,,,,,,,down,5.819352000020444,None,space,0.385238999966532,None,,,,,,,,,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,-0.31,valid,56,56,0,down,4.764174599898979,None,space,0.38746699993498623,None,,,,,0,56,56,56,,,,,818.0732390000485,,,,,,,,,,,,,818.0571837000316,818.0732390000485,818.0732390000485,818.0732390000485,822.8518668999895,,,,822.8577016999479,822.8693413999863,822.8693413999863,822.9184160999721,822.9186499000061,822.934903300018,822.934903300018,822.934903300018,823.0013702999568,823.3352250000462,,,,,,,,,,down,4.764174599898979,None,space,0.38746699993498623,None,,,,,,,,,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,57,57,0,down,4.677816900075413,None,space,0.5213703999761492,None,,,,,0,57,57,57,,,,,823.3510991999647,,,,,,,,,,,,,823.3353954999475,823.3510991999647,823.3510991999647,823.3510991999647,828.0303578999592,,,,828.036078199977,828.0477003999986,828.0477003999986,828.0960329000372,828.0962641000515,828.1128465000074,828.1128465000074,828.1128465000074,828.1961799999699,828.6464029999916,,,,,,,,,,down,4.677816900075413,None,space,0.5213703999761492,None,,,,,,,,,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,58,58,0,down,6.246893199975602,None,space,0.37527819990646094,None,,,,,0,58,58,58,,,,,828.6623655000003,,,,,,,,,,,,,828.6465933000436,828.6623655000003,828.6623655000003,828.6623655000003,834.9228158999467,,,,834.9288489000173,834.940313500003,834.940313500003,834.9892244000221,834.9894567000447,835.0058267000131,835.0058267000131,835.0058267000131,835.072349700029,835.389463200001,,,,,,,,,,down,6.246893199975602,None,space,0.37527819990646094,None,,,,,,,,,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,0.31,invalid,59,59,0,down,6.031526500009932,None,space,0.3663083999417722,None,,,,,0,59,59,59,,,,,835.4053615999874,,,,,,,,,,,,,835.3896329000127,835.4053615999874,835.4053615999874,835.4053615999874,841.449824100011,,,,841.4556773999939,841.4673721999861,841.4673721999861,841.5155203000177,841.515752300038,841.53264390002,841.53264390002,841.53264390002,841.5992946999613,841.9161734000081,,,,,,,,,,down,6.031526500009932,None,space,0.3663083999417722,None,,,,,,,,,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.91628460004,841.9318998999661,841.9318998999661,901.9375596999889,905.9176947999513,space,63.98509740002919,None,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.9177461999934,905.9332978000166,908.9366470000241,908.9141145000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,10,catch,0,0,0,up,5.324934600037523,None,None,,,,,,,,,,,0,0,0,0,908.9366470000241,,,,,,,,,,,,,908.9281443000073,908.9366470000241,908.9366470000241,908.9366470000241,914.2754608000396,,,,914.2813606000273,914.2928820999805,914.2928820999805,914.3415212000255,914.3417605999857,914.3580538999522,914.3580538999522,914.3580538999522,914.4242456000065,917.3556169000221,,,,916.4394711999921,917.3717081999639,917.3717081999639,917.3717081999639,,,,,,,,,,,,,,,,,up,5.324934600037523,None,None,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,10,catch,1,1,0,up,6.353788599953987,None,None,,,,,,,,,,,0,1,1,1,917.3717081999639,,,,,,,,,,,,,917.3557805999881,917.3717081999639,917.3717081999639,917.3717081999639,923.7326543000527,,,,923.7384209999582,923.7499081999995,923.7499081999995,923.7984539000317,923.7986861000536,923.8151750999968,923.8151750999968,923.8151750999968,923.881617099978,926.8123909999849,,,,925.896359300008,926.8286221000599,926.8286221000599,926.8286221000599,,,,,,,,,,,,,,,,,up,6.353788599953987,None,None,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,0.31,invalid,2,2,0,up,4.737082100007683,None,space,0.4352530000032857,None,,,,,,,,,0,2,2,2,926.8286221000599,,,,,,,,,,,,,926.8125587999821,926.8286221000599,926.8286221000599,926.8286221000599,931.574570100056,,,,931.5804329999955,931.5918968999758,931.5918968999758,931.6405558000552,931.6407926999964,931.657105899998,931.657105899998,931.657105899998,931.7236308000283,932.107223900035,,,,,,,,,,,,,,,,,,,,,,,,up,4.737082100007683,None,space,0.4352530000032857,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,0.31,invalid,3,3,0,up,7.458247000002302,None,space,0.413688600063324,None,,,,,,,,,0,3,3,3,932.1229948999826,,,,,,,,,,,,,932.1073991999729,932.1229948999826,932.1229948999826,932.1229948999826,939.583299000049,,,,939.5890727000078,939.600802800036,939.600802800036,939.6490719000576,939.6493034999585,939.6656906000571,939.6656906000571,939.6656906000571,939.7490031999769,940.0821715999627,,,,,,,,,,,,,,,,,,,,,,,,up,7.458247000002302,None,space,0.413688600063324,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,up,6.291669499943964,None,space,0.40274400007911026,None,,,,,,,,,0,4,4,4,940.0982910000021,,,,,,,,,,,,,940.0823463000124,940.0982910000021,940.0982910000021,940.0982910000021,946.3926690999651,,,,946.3983877999708,946.4100540999789,946.4100540999789,946.4586311000166,946.4588651000522,946.4753468000563,946.4753468000563,946.4753468000563,946.5416867999593,946.8917559999973,,,,,,,,,,,,,,,,,,,,,,,,up,6.291669499943964,None,space,0.40274400007911026,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,5,5,0,up,4.8489883000729606,None,space,0.3757474001031369,None,,,,,,,,,0,5,5,5,946.9081716999644,,,,,,,,,,,,,946.8919357999694,946.9081716999644,946.9081716999644,946.9081716999644,951.7705327000003,,,,951.7763437000103,951.7880418000277,951.7880418000277,951.8365439999616,951.8367751999758,951.8529755000491,951.8529755000491,951.8529755000491,951.9196147000184,952.23696010001,,,,,,,,,,,,,,,,,,,,,,,,up,4.8489883000729606,None,space,0.3757474001031369,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,6,6,0,up,6.760105800000019,None,space,0.3370700000086799,None,,,,,,,,,0,6,6,6,952.2529176999815,,,,,,,,,,,,,952.2371335000498,952.2529176999815,952.2529176999815,952.2529176999815,959.0293461000547,,,,959.0350685999729,959.0464387000538,959.0464387000538,959.0797148999991,959.0799362000544,959.0959361999994,959.0959361999994,959.0959361999994,959.1791041999822,959.4461591000436,,,,,,,,959.0959361999994,959.0959361999994,,,,,,,,,,,,,,,up,6.760105800000019,None,space,0.3370700000086799,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,7,7,0,up,6.3999786000931635,None,space,0.34812280000187457,None,,,,,,,,,0,7,7,7,959.4619989000494,,,,,,,,,,,,,959.4463344999822,959.4619989000494,959.4619989000494,959.4619989000494,965.8728517000563,,,,965.8786176999565,965.8904688999755,965.8904688999755,965.9384709000587,965.9387034999672,965.9553540999768,965.9553540999768,965.9553540999768,966.0384691000218,966.3059771000408,,,,,,,,,,,,,,,,,,,,,,,,up,6.3999786000931635,None,space,0.34812280000187457,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,-0.31,valid,8,8,0,up,5.6517517999745905,None,space,0.36379029997624457,None,,,,,,,,,0,8,8,8,966.321574499947,,,,,,,,,,,,,966.306149699958,966.321574499947,966.321574499947,966.321574499947,971.9830212000525,,,,971.9888098000083,972.0004598000087,972.0004598000087,972.0494441000046,972.0496848999755,972.0658287999686,972.0658287999686,972.0658287999686,972.1325640999712,972.4329962000484,,,,,,,,,,,,,,,,,,,,,,,,up,5.6517517999745905,None,space,0.36379029997624457,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,9,9,0,up,6.59677509998437,None,space,0.37073189998045564,None,,,,,,,,,0,9,9,9,972.4485884000314,,,,,,,,,,,,,972.4331717999885,972.4485884000314,972.4485884000314,972.4485884000314,979.0594343000557,,,,979.0652670999989,979.0768819999648,979.0768819999648,979.1254476000322,979.1256798000541,979.1419227999868,979.1419227999868,979.1419227999868,979.2081192999613,979.5256092000054,,,,,,,,,,,,,,,,,,,,,,,,up,6.59677509998437,None,space,0.37073189998045564,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,0.31,invalid,10,10,0,up,7.376347100012936,None,space,0.3137235000031069,None,,,,,,,,,0,10,10,10,979.5415038999636,,,,,,,,,,,,,979.5257839000551,979.5415038999636,979.5415038999636,979.5415038999636,986.9347482000012,,,,986.9404925999697,986.952068499988,986.952068499988,987.0004584999988,987.000691400026,987.0172671000473,987.0172671000473,987.0172671000473,987.1003216999816,987.3342279000208,,,,,,,,,,,,,,,,,,,,,,,,up,7.376347100012936,None,space,0.3137235000031069,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,11,11,0,up,6.895169100025669,None,space,0.29633569996804,None,,,,,,,,,0,11,11,11,987.3502766999882,,,,,,,,,,,,,987.3344082999974,987.3502766999882,987.3502766999882,987.3502766999882,994.2603916999651,,,,994.2662884000456,994.278028300032,994.278028300032,994.3266163000371,994.3268532999791,994.34302879998,994.34302879998,994.34302879998,994.4096122999908,994.6433739999775,,,,,,,,,,,,,,,,,,,,,,,,up,6.895169100025669,None,space,0.29633569996804,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,12,12,0,up,7.553555799997412,None,space,0.3476020999951288,None,,,,,,,,,0,12,12,12,994.6595312999561,,,,,,,,,,,,,994.6435467000119,994.6595312999561,994.6595312999561,994.6595312999561,1002.2190535999835,,,,1002.2248075000243,1002.2365593999857,1002.2365593999857,1002.2851605999749,1002.2853918999899,1002.3016489000292,1002.3016489000292,1002.3016489000292,1002.3848014000105,1002.6519567000214,,,,,,,,,,,,,,,,,,,,,,,,up,7.553555799997412,None,space,0.3476020999951288,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,10,catch,13,13,0,up,5.970175400027074,None,None,,,,,,,,,,,0,13,13,13,1002.6676724000135,,,,,,,,,,,,,1002.6521330999676,1002.6676724000135,1002.6676724000135,1002.6676724000135,1008.645869400003,,,,1008.6517350999638,1008.6633811000502,1008.6633811000502,1008.7118438000325,1008.7120770999463,1008.7282646000385,1008.7282646000385,1008.7282646000385,1008.7949037000071,1011.725758500048,,,,1010.8095775999827,1011.7419237999711,1011.7419237999711,1011.7419237999711,,,,,,,,,,,,,,,,,up,5.970175400027074,None,None,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,14,14,0,up,4.479640000034124,None,space,0.36684749997220933,None,,,,,,,,,0,14,14,14,1011.7419237999711,,,,,,,,,,,,,1011.7259450999554,1011.7419237999711,1011.7419237999711,1011.7419237999711,1016.2381209000014,,,,1016.2439512000419,1016.2552740999963,1016.2552740999963,1016.3040674000513,1016.3043009999674,1016.320674699964,1016.320674699964,1016.320674699964,1016.3873738000402,1016.7042642000597,,,,,,,,,,,,,,,,,,,,,,,,up,4.479640000034124,None,space,0.36684749997220933,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,-0.31,valid,15,15,0,up,6.038439400028437,None,space,0.3558370000682771,None,,,,,,,,,0,15,15,15,1016.7203202999663,,,,,,,,,,,,,1016.7044384999899,1016.7203202999663,1016.7203202999663,1016.7203202999663,1022.7650160000194,,,,1022.7708973999834,1022.7828125000233,1022.7828125000233,1022.8306533000432,1022.8308937000111,1022.8474891999504,1022.8474891999504,1022.8474891999504,1022.9304132000543,1023.2143768999958,,,,,,,,,,,,,,,,,,,,,,,,up,6.038439400028437,None,space,0.3558370000682771,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,10,catch,16,16,0,up,5.727538699982688,None,None,,,,,,,,,,,0,16,16,16,1023.2303312000586,,,,,,,,,,,,,1023.2145527000539,1023.2303312000586,1023.2303312000586,1023.2303312000586,1028.9585898000514,,,,1028.9644396000076,1028.9760624000337,1028.9760624000337,1029.0245791999623,1029.0248130999971,1029.0411195999477,1029.0411195999477,1029.0411195999477,1029.124176900019,1032.0380564000225,,,,1031.1387559999712,1032.054681599955,1032.054681599955,1032.054681599955,,,,,,,,,,,,,,,,,up,5.727538699982688,None,None,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,10,catch,17,17,0,up,3.7348648000042886,None,None,,,,,,,,,,,0,17,17,17,1032.054681599955,,,,,,,,,,,,,1032.0382205999922,1032.054681599955,1032.054681599955,1032.054681599955,1035.8013963999692,,,,1035.8072455000365,1035.8186487000203,1035.8186487000203,1035.8674568999559,1035.8676952000242,1035.8839008000214,1035.8839008000214,1035.8839008000214,1035.9506750999717,1038.8811925000045,,,,1037.9651572000002,1038.8975158999674,1038.8975158999674,1038.8975158999674,,,,,,,,,,,,,,,,,up,3.7348648000042886,None,None,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,0.31,invalid,18,18,0,up,2.820604500011541,None,space,0.4489118999335915,None,,,,,,,,,0,18,18,18,1038.8975158999674,,,,,,,,,,,,,1038.8813557999674,1038.8975158999674,1038.8975158999674,1038.8975158999674,1041.7282796000363,,,,1041.7339928000001,1041.7456389999716,1041.7456389999716,1041.7947307999711,1041.7949611999793,1041.8112327000126,1041.8112327000126,1041.8112327000126,1041.877942900057,1042.2615933000343,,,,,,,,,,,,,,,,,,,,,,,,up,2.820604500011541,None,space,0.4489118999335915,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,10,catch,19,19,0,up,5.136266099987552,None,None,,,,,,,,,,,0,19,19,19,1042.2773022999754,,,,,,,,,,,,,1042.2617651999462,1042.2773022999754,1042.2773022999754,1042.2773022999754,1047.4223439999623,,,,1047.4282693000278,1047.44001999998,1047.44001999998,1047.4888374999864,1047.4890689000022,1047.5054980999557,1047.5054980999557,1047.5054980999557,1047.5720742000267,1050.5029781999765,,,,1049.5864512999542,1050.5188929999713,1050.5188929999713,1050.5188929999713,,,,,,,,,,,,,,,,,up,5.136266099987552,None,None,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,0.31,invalid,20,20,0,up,3.2384554999880493,None,space,0.3730796000454575,None,,,,,,,,,0,20,20,20,1050.5188929999713,,,,,,,,,,,,,1050.5031396000413,1050.5188929999713,1050.5188929999713,1050.5188929999713,1053.766345000011,,,,1053.772160200053,1053.7836665000068,1053.7836665000068,1053.8324383000145,1053.8326699000318,1053.8490330999484,1053.8490330999484,1053.8490330999484,1053.9155651000328,1054.232053500018,,,,,,,,,,,,,,,,,,,,,,,,up,3.2384554999880493,None,space,0.3730796000454575,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,-0.31,valid,21,21,0,up,5.909591200063005,None,space,0.3896555000683293,None,,,,,,,,,0,21,21,21,1054.2485560999485,,,,,,,,,,,,,1054.232231699978,1054.2485560999485,1054.2485560999485,1054.2485560999485,1060.159830700024,,,,1060.165574099985,1060.1772891000146,1060.1772891000146,1060.2258866999764,1060.2261217000196,1060.2421678999672,1060.2421678999672,1060.2421678999672,1060.3092034000438,1060.6426232999656,,,,,,,,,,,,,,,,,,,,,,,,up,5.909591200063005,None,space,0.3896555000683293,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,22,22,0,up,6.171350699965842,None,space,0.33633499999996275,None,,,,,,,,,0,22,22,22,1060.6585170000326,,,,,,,,,,,,,1060.64279860002,1060.6585170000326,1060.6585170000326,1060.6585170000326,1066.836545499973,,,,1066.842314700014,1066.8539246000582,1066.8539246000582,1066.9021762999473,1066.9024074999616,1066.9190297999885,1066.9190297999885,1066.9190297999885,1067.0020975000225,1067.269228399964,,,,,,,,,,,,,,,,,,,,,,,,up,6.171350699965842,None,space,0.33633499999996275,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,23,23,0,up,6.953623199951835,None,space,0.3916383000323549,None,,,,,,,,,0,23,23,23,1067.2853373000398,,,,,,,,,,,,,1067.2694093999453,1067.2853373000398,1067.2853373000398,1067.2853373000398,1074.2454581999918,,,,1074.2512155000586,1074.26288569998,1074.26288569998,1074.3108476999914,1074.3110865999479,1074.3280245000497,1074.3280245000497,1074.3280245000497,1074.3946518000448,1074.728363399976,,,,,,,,,,,,,,,,,,,,,,,,up,6.953623199951835,None,space,0.3916383000323549,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,24,24,0,up,6.18169790005777,None,space,0.3512509000720456,None,,,,,,,,,0,24,24,24,1074.7440671999939,,,,,,,,,,,,,1074.7285381000256,1074.7440671999939,1074.7440671999939,1074.7440671999939,1080.9383728000103,,,,1080.9441721000476,1080.9556430999655,1080.9556430999655,1081.0043955000583,1081.0046250000596,1081.0210775999585,1081.0210775999585,1081.0210775999585,1081.087846599985,1081.3877336999867,,,,,,,,,,,,,,,,,,,,,,,,up,6.18169790005777,None,space,0.3512509000720456,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,-0.31,invalid,25,25,0,up,5.921363899949938,None,space,0.37893369991797954,None,,,,,,,,,0,25,25,25,1081.4041903000325,,,,,,,,,,,,,1081.3879096000455,1081.4041903000325,1081.4041903000325,1081.4041903000325,1087.3319201000268,,,,1087.337720899959,1087.349277200061,1087.349277200061,1087.398099699989,1087.3983307000017,1087.4147219000151,1087.4147219000151,1087.4147219000151,1087.4809706000378,1087.7978968999814,,,,,,,,,,,,,,,,,,,,,,,,up,5.921363899949938,None,space,0.37893369991797954,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,-0.31,valid,26,26,0,up,6.279723900021054,None,space,0.328198799979873,None,,,,,,,,,0,26,26,26,1087.814210499986,,,,,,,,,,,,,1087.798071600031,1087.814210499986,1087.814210499986,1087.814210499986,1094.1085429999512,,,,1094.1143461000174,1094.12602960004,1094.12602960004,1094.1746285000117,1094.1748611000367,1094.191171100014,1094.191171100014,1094.191171100014,1094.2574484000215,1094.52501880005,,,,,,,,,,,,,,,,,,,,,,,,up,6.279723900021054,None,space,0.328198799979873,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,27,27,0,up,6.384823299944401,None,space,0.3390868999995291,None,,,,,,,,,0,27,27,27,1094.540874899947,,,,,,,,,,,,,1094.5251932999818,1094.540874899947,1094.540874899947,1094.540874899947,1100.9349078000523,,,,1100.9407444000244,1100.9523897999898,1100.9523897999898,1101.0007910999702,1101.001020799973,1101.0175249000313,1101.0175249000313,1101.0175249000313,1101.1005155000603,1101.367776100058,,,,,,,,,,,,,,,,,,,,,,,,up,6.384823299944401,None,space,0.3390868999995291,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,10,catch,28,28,0,up,6.774611699976958,None,None,,,,,,,,,,,0,28,28,28,1101.3837626000168,,,,,,,,,,,,,1101.367952200002,1101.3837626000168,1101.3837626000168,1101.3837626000168,1108.1609233999625,,,,1108.166734199971,1108.1783394999802,1108.1783394999802,1108.226887100027,1108.2271160000237,1108.2430071999552,1108.2430071999552,1108.2430071999552,1108.30951130006,1111.2404530999484,,,,1110.3242747000186,1111.2570050000213,1111.2570050000213,1111.2570050000213,,,,,,,,,,,,,,,,,up,6.774611699976958,None,None,,,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,29,29,0,up,3.4850340998964384,None,space,0.4073704000329599,None,,,,,,,,,0,29,29,29,1111.2570050000213,,,,,,,,,,,,,1111.2406159000238,1111.2570050000213,1111.2570050000213,1111.2570050000213,1114.7538613999495,,,,1114.7597064999864,1114.7711065999465,1114.7711065999465,1114.8197099999525,1114.819941899972,1114.8365162999835,1114.8365162999835,1114.8365162999835,1114.9032326999586,1115.253654900007,,,,,,,,,,,,,,,,,,,,,,,,up,3.4850340998964384,None,space,0.4073704000329599,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,30,30,0,up,6.152229400002398,None,space,0.5052268999861553,None,,,,,,,,,0,30,30,30,1115.2696747999871,,,,,,,,,,,,,1115.2538292000536,1115.2696747999871,1115.2696747999871,1115.2696747999871,1121.4302504999796,,,,1121.4361310000531,1121.4476553000277,1121.4476553000277,1121.4965901999967,1121.4968217000132,1121.513069299981,1121.513069299981,1121.513069299981,1121.5796777999494,1122.0298633000348,,,,,,,,,,,,,,,,,,,,,,,,up,6.152229400002398,None,space,0.5052268999861553,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_l.png,0.1,-0.31,valid,31,31,0,up,4.952129499986768,None,space,0.43199110007844865,None,,,,,,,,,0,31,31,31,1122.0457786000334,,,,,,,,,,,,,1122.0300374999642,1122.0457786000334,1122.0457786000334,1122.0457786000334,1127.007806199952,,,,1127.0135847999481,1127.025003100047,1127.025003100047,1127.0580437999452,1127.0582689000294,1127.07438190002,1127.07438190002,1127.07438190002,1127.1573991000187,1127.5080231999746,,,,,,,,1127.07438190002,1127.07438190002,,,,,,,,,,,,,,,up,4.952129499986768,None,space,0.43199110007844865,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
cube_r.png,0.1,0.31,valid,32,32,0,up,12.234599699964747,None,space,0.31874650006648153,None,,,,,,,,,0,32,32,32,1127.5231509000296,,,,,,,,,,,,,1127.5082027000608,1127.5231509000296,1127.5231509000296,1127.5231509000296,1139.7620038000168,,,,1139.7678385999752,1139.7795178999659,1139.7795178999659,1139.8276710000355,1139.8279018000467,1139.8444004999474,1139.8444004999474,1139.8444004999474,1139.9110459999647,1140.1781645000447,,,,,,,,,,,,,,,,,,,,,,,,up,12.234599699964747,None,space,0.31874650006648153,None,P124,001,2025-02-25_14h49.56.329,posner_endo_new1,2024.2.4,60.04924040253803,2025-02-25 14h50.03.739167 +0000,
