cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007446600000548642,0.026587299999846437,0.026587299999846437,4.643298200000572,up,4.6052566999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.643338500000027,4.654919900000095,7.671923500000048,7.637132300000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_l.png,0.1,0.31,invalid,0,0,0,down,32.55162999999993,None,space,0.5233877000000575,None,0,0,0,5,,,,,,,,,7.671923500000048,,,,,,,,,,,,,7.658922300000086,7.671923500000048,7.671923500000048,7.671923500000048,40.23759390000032,down,32.55162999999993,None,40.250186600000234,40.260382200000095,40.260382200000095,40.30305219999991,40.303294399999686,40.319613599999684,40.319613599999684,40.319613599999684,40.402636200000416,40.85279050000008,space,0.5233877000000575,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_r.png,0.1,-0.31,invalid,1,1,0,down,6.266130300000441,None,space,0.43034029999944323,None,0,1,1,6,,,,,,,,,40.86896510000042,,,,,,,,,,,,,40.85296879999987,40.86896510000042,40.86896510000042,40.86896510000042,47.14673210000001,down,6.266130300000441,None,47.154119800000444,47.165381900000284,47.165381900000284,47.212498400000186,47.213006799999675,47.228887600000235,47.228887600000235,47.228887600000235,47.31215590000011,47.66406310000002,space,0.43034029999944323,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_l.png,0.1,-0.31,valid,2,2,0,down,5.152919099999963,None,space,0.47173279999969964,None,0,2,2,0,,,,,,,,,47.67841690000023,,,,,,,,,,,,,47.664479900000515,47.67841690000023,47.67841690000023,47.67841690000023,52.84130600000026,down,5.152919099999963,None,52.85277070000029,52.863070100000186,52.863070100000186,52.90679640000053,52.90714759999992,52.923294799999894,52.923294799999894,52.923294799999894,53.006479200000285,53.40741660000003,space,0.47173279999969964,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_l.png,0.1,-0.31,valid,3,3,0,down,5.528860600000371,None,space,0.3963604000000487,None,0,3,3,8,,,,,,,,,53.42283760000009,,,,,,,,,,,,,53.407687500000065,53.42283760000009,53.42283760000009,53.42283760000009,58.968190100000356,down,5.528860600000371,None,58.97982670000056,58.9898776,58.9898776,59.03383500000018,59.034186099999715,59.05035190000035,59.05035190000035,59.05035190000035,59.13354640000034,59.45137799999975,space,0.3963604000000487,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_r.png,0.1,-0.31,invalid,4,4,0,down,6.0532585999999355,None,space,0.46088440000039554,None,0,4,4,2,,,,,,,,,59.46653890000016,,,,,,,,,,,,,59.4516536000001,59.46653890000016,59.46653890000016,59.46653890000016,65.52818209999987,down,6.0532585999999355,None,65.53696800000034,65.54668700000002,65.54668700000002,65.59381480000047,65.59405820000029,65.61025119999977,65.61025119999977,65.61025119999977,65.69345840000005,66.07714250000026,space,0.46088440000039554,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_l.png,0.1,0.31,invalid,5,5,0,down,4.9458912000000055,None,space,0.5124538999998549,None,0,5,5,1,,,,,,,,,66.09319899999991,,,,,,,,,,,,,66.07731590000003,66.09319899999991,66.09319899999991,66.09319899999991,71.05537850000019,down,4.9458912000000055,None,71.06228340000052,71.07410390000041,71.07410390000041,71.12140770000042,71.12164670000038,71.13792569999987,71.13792569999987,71.13792569999987,71.20456459999969,71.65513610000016,space,0.5124538999998549,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_r.png,0.1,0.31,valid,6,6,0,down,4.144628900000498,None,space,0.4238224999999147,None,0,6,6,10,,,,,,,,,71.67081409999992,,,,,,,,,,,,,71.65530940000008,71.67081409999992,71.67081409999992,71.67081409999992,75.81749899999977,down,4.144628900000498,None,75.82446720000007,75.83611199999996,75.83611199999996,75.88321020000058,75.88345120000031,75.89981979999993,75.89981979999993,75.89981979999993,75.98306760000014,76.33346009999968,space,0.4238224999999147,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
cube_r.png,0.1,0.31,valid,7,7,0,down,8.266038800000388,None,space,0.5096371999998155,None,0,7,7,7,,,,,,,,,76.34923140000046,,,,,,,,,,,,,76.33363360000021,76.34923140000046,76.34923140000046,76.34923140000046,84.62600350000048,down,8.266038800000388,None,84.64381550000053,84.65431450000051,84.65431450000051,84.69113010000001,84.69148210000003,84.70744360000026,84.70744360000026,84.70744360000026,84.79077729999972,85.22481429999971,space,0.5096371999998155,None,,,,,,,,,,,,,,,,,,,,,,,,,P142,001,2025-04-09_10h29.31.076,posner_endo_new1,2024.2.4,60.138221688878474,2025-04-09 10h29.42.803624 +0100,
