cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,cube.stopped,fixation_cross_cue.stopped,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007446800009347498,0.027732199989259243,0.027732199989259243,238.2223807000555,up,238.18973830004688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.22242770006415,238.23485890007578,241.23504060006235,241.2154787000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,up,7.902699299971573,None,space,0.6141170000191778,None,0,0,0,0,,,,,,,,,241.23504060006235,,,,,,,,,,,,,241.22240199998487,241.23504060006235,241.23504060006235,241.23504060006235,249.14132489997428,up,7.902699299971573,None,249.15231989999302,249.16245930001605,249.16245930001605,249.20686819998082,249.2070895000361,249.22383769997396,249.22383769997396,249.22383769997396,249.2899419000605,249.84069230000023,space,0.6141170000191778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,up,2.608608999988064,None,space,0.40566300007048994,None,0,1,1,1,,,,,,,,,249.85650440002792,,,,,,,,,,,,,249.84085560007952,249.85650440002792,249.85650440002792,249.85650440002792,252.47079220006708,up,2.608608999988064,None,252.47660100006033,252.4882329000393,252.4882329000393,252.53727009997237,252.53749470005278,252.55404159997124,252.55404159997124,252.55404159997124,252.62031869997736,252.97068540006876,space,0.40566300007048994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,up,4.814451600075699,None,space,0.5886541999643669,None,0,2,2,2,,,,,,,,,252.98663609998766,,,,,,,,,,,,,252.97085200005677,252.98663609998766,252.98663609998766,252.98663609998766,257.8159708000021,up,4.814451600075699,None,257.822739400086,257.83490220003296,257.83490220003296,257.88204030005727,257.88226470001973,257.8985027000308,257.8985027000308,257.8985027000308,257.9649190000491,258.49840120004956,space,0.5886541999643669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_r.png,0.1,10,catch,3,3,0,up,3.7986227000365034,None,None,,,0,3,3,3,,,,,,,,,258.5145743000321,,,,,,,,,,,,,258.49856470001396,258.5145743000321,258.5145743000321,258.5145743000321,262.3277661000611,up,3.7986227000365034,None,262.33355450001545,262.34531180001795,262.34531180001795,262.39382740005385,262.39405250002164,262.4103853000561,262.4103853000561,262.4103853000561,262.4937487000134,265.40749960008543,None,,,264.5081451999722,265.424074199982,265.424074199982,265.424074199982,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,up,2.785107900039293,None,space,0.5043888000072911,None,0,4,4,4,,,,,,,,,265.424074199982,,,,,,,,,,,,,265.4076529999729,265.424074199982,265.424074199982,265.424074199982,268.22189240006264,up,2.785107900039293,None,268.22768890007865,268.23927899997216,268.23927899997216,268.287774000084,268.28800549998414,268.3042943000328,268.3042943000328,268.3042943000328,268.3876083000796,268.82131600007415,space,0.5043888000072911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,up,4.988119999994524,None,space,0.4837624999927357,None,0,5,5,5,,,,,,,,,268.8369417000795,,,,,,,,,,,,,268.82147690001875,268.8369417000795,268.8369417000795,268.8369417000795,273.8327164000366,up,4.988119999994524,None,273.8386719999835,273.8500710000517,273.8500710000517,273.89879860007204,273.89902160002384,273.91532340005506,273.91532340005506,273.91532340005506,273.9818050999893,274.41547970008105,space,0.4837624999927357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,up,6.865428199991584,None,space,0.4041637000627816,None,0,6,6,6,,,,,,,,,274.43148140003905,,,,,,,,,,,,,274.41564140003175,274.43148140003905,274.43148140003905,274.43148140003905,281.30860480002593,up,6.865428199991584,None,281.31452030001674,281.32613760000095,281.32613760000095,281.3745729000075,281.3747959000757,281.39107840007637,281.39107840007637,281.39107840007637,281.4574080000166,281.8078773000743,space,0.4041637000627816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,up,6.31390370009467,None,space,0.3573653999483213,None,0,7,7,7,,,,,,,,,281.8236274999799,,,,,,,,,,,,,281.80804440006614,281.8236274999799,281.8236274999799,281.8236274999799,288.1515177000547,up,6.31390370009467,None,288.1574052000651,288.1692327000201,288.1692327000201,288.21751290000975,288.2177322000498,288.23404060001485,288.23404060001485,288.23404060001485,288.3007147000171,288.60113960003946,space,0.3573653999483213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,-0.31,valid,8,8,0,up,4.832591500016861,None,space,0.4322814999613911,None,0,8,8,8,,,,,,,,,288.6168932999717,,,,,,,,,,,,,288.6013001999818,288.6168932999717,288.6168932999717,288.6168932999717,293.46266850002576,up,4.832591500016861,None,293.46841890004,293.4798835000256,293.4798835000256,293.5288452000823,293.52906650002114,293.54522209998686,293.54522209998686,293.54522209998686,293.6120857000351,293.9788923000451,space,0.4322814999613911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_r.png,0.1,-0.31,invalid,9,9,0,up,6.198396699968725,None,space,0.5048511000350118,None,0,9,9,9,,,,,,,,,293.9947710999986,,,,,,,,,,,,,293.9790521999821,293.9947710999986,293.9947710999986,293.9947710999986,300.2058610999957,up,6.198396699968725,None,300.21166700008325,300.22328610008117,300.22328610008117,300.2718888000818,300.2721118000336,300.28837650001515,300.28837650001515,300.28837650001515,300.3550514000235,300.8053446999984,space,0.5048511000350118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_r.png,0.1,0.31,valid,10,10,0,up,5.108488199999556,None,space,0.38233390008099377,None,0,10,10,10,,,,,,,,,300.82108879997395,,,,,,,,,,,,,300.8055064000655,300.82108879997395,300.82108879997395,300.82108879997395,305.9333233999787,up,5.108488199999556,None,305.93906470004003,305.9505679999711,305.9505679999711,305.99932280008215,305.9995446000248,306.01580240007024,306.01580240007024,306.01580240007024,306.08262440003455,306.39982260006946,space,0.38233390008099377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.39993100007996,306.4155365000479,309.41852359997574,309.396148800035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,10,catch,0,0,0,up,18.895147099974565,None,None,,,,,,,0,0,0,0,,,,,309.41852359997574,,,,,,,,,,,,,309.40986870008055,309.41852359997574,309.41852359997574,309.41852359997574,328.32686849997845,,,,328.3329082999844,328.34458889998496,328.34458889998496,328.39280290005263,328.3930262000067,328.40963510004804,328.40963510004804,328.40963510004804,328.4762010000413,331.40728190005757,,,,330.49087850004435,331.4234688000288,331.4234688000288,331.4234688000288,up,18.895147099974565,None,None,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,10,catch,1,1,0,up,2.649602899909951,None,None,,,,,,,0,1,1,1,,,,,331.4234688000288,,,,,,,,,,,,,331.4074464000296,331.4234688000288,331.4234688000288,331.4234688000288,334.0879807000747,,,,334.09392010001466,334.1055238000117,334.1055238000117,334.1538229000289,334.15404649998527,334.17036650003865,334.17036650003865,334.17036650003865,334.23693320003804,337.16794920002576,,,,336.2517902000109,337.18403110001236,337.18403110001236,337.18403110001236,up,2.649602899909951,None,None,,,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
cube_l.png,0.1,0.31,invalid,2,2,0,up,3.0095756999216974,None,space,0.49996899999678135,None,,,,,0,2,2,2,,,,,337.18403110001236,,,,,,,,,,,,,337.168107500067,337.18403110001236,337.18403110001236,337.18403110001236,340.19814260001294,,,,340.2039382000221,340.2154971000273,340.2154971000273,340.26431050000247,340.2645327000646,340.2811292000115,340.2811292000115,340.2811292000115,340.34732679999433,340.79764200001955,,,,,,,,up,3.0095756999216974,None,space,0.49996899999678135,None,,,,,,,,,,,,,,,,,P131,001,2025-02-28_13h52.06.064,posner_endo_new1,2024.2.4,60.10399190698834,2025-02-28 13h52.14.298910 +0000,
