cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00746559991966933,0.019522299990057945,0.019522299990057945,355.0405356999254,up,355.01357009995263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.040582699934,355.053733299952,358.0659350999631,358.034157600021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,up,20.111381600028835,None,space,0.3152454000664875,None,0,0,0,0,,,,,,,,,358.0659350999631,,,,,,,,,,,,,358.05233779991977,358.0659350999631,358.0659350999631,358.0659350999631,378.1813440999249,up,20.111381600028835,None,378.19556559994817,378.2055744000245,378.2055744000245,378.2469302000245,378.24717119999696,378.26331810001284,378.26331810001284,378.26331810001284,378.3465622999938,378.5804557999363,space,0.3152454000664875,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,up,4.013765800045803,None,space,0.47348599997349083,None,0,1,1,1,,,,,,,,,378.5965283999685,,,,,,,,,,,,,378.58062389993574,378.5965283999685,378.5965283999685,378.5965283999685,382.62672709999606,up,4.013765800045803,None,382.6361795000266,382.64613859995734,382.64613859995734,382.6922249000054,382.6925270999782,382.70880469994154,382.70880469994154,382.70880469994154,382.79200609994587,383.192640400026,space,0.47348599997349083,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,up,3.3292685999767855,None,space,0.3647285000188276,None,0,2,2,2,,,,,,,,,383.208219800028,,,,,,,,,,,,,383.1928823000053,383.208219800028,383.208219800028,383.208219800028,386.53936609998345,up,3.3292685999767855,None,386.54869349999353,386.55872789991554,386.55872789991554,386.6048733999487,386.60517210001126,386.6214928999543,386.6214928999543,386.6214928999543,386.70467799995095,386.9889455999946,space,0.3647285000188276,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_r.png,0.1,10,catch,3,3,0,up,8.253350500017405,None,space,0.31602739996742457,None,0,3,3,3,,,,,,,,,387.0044908999698,,,,,,,,,,,,,386.9891905999975,387.0044908999698,387.0044908999698,387.0044908999698,395.2637590999948,up,8.253350500017405,None,395.27307979995385,395.2830641999608,395.2830641999608,395.3293935999973,395.32969839998987,395.3458160000155,395.3458160000155,395.3458160000155,395.42896779999137,395.6633566999808,space,0.31602739996742457,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,up,6.282514700083993,None,space,0.49459500005468726,None,0,4,4,4,,,,,,,,,395.67881129996385,,,,,,,,,,,,,395.66359849995933,395.67881129996385,395.67881129996385,395.67881129996385,401.97349310002755,up,6.282514700083993,None,401.9827724000206,401.99298500001896,401.99298500001896,402.03919969999697,402.03950139996596,402.0556894999463,402.0556894999463,402.0556894999463,402.1389295000117,402.55611170001794,space,0.49459500005468726,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,up,5.837799899978563,None,space,0.6254833999555558,None,0,5,5,5,,,,,,,,,402.57191619998775,,,,,,,,,,,,,402.5563613999402,402.57191619998775,402.57191619998775,402.57191619998775,408.41697719995864,up,5.837799899978563,None,408.42620959994383,408.4363449999364,408.4363449999364,408.4825309999287,408.48283569992054,408.49915639997926,408.49915639997926,408.49915639997926,408.5823656999273,409.13301539991517,space,0.6254833999555558,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,up,5.636727600009181,None,space,0.4289967999793589,None,0,6,6,6,,,,,,,,,409.14844100002665,,,,,,,,,,,,,409.1332545999903,409.14844100002665,409.14844100002665,409.14844100002665,414.7938253999455,up,5.636727600009181,None,414.80312850000337,414.8132971000159,414.8132971000159,414.85931899992283,414.8596157999709,414.8759111999534,414.8759111999534,414.8759111999534,414.9589325999841,415.30997079994995,space,0.4289967999793589,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,up,6.4997827999759465,None,space,0.40451779996510595,None,0,7,7,7,,,,,,,,,415.3255019999342,,,,,,,,,,,,,415.3102103000274,415.3255019999342,415.3255019999342,415.3255019999342,421.8362667999463,up,6.4997827999759465,None,421.8454201000277,421.85552989994176,421.85552989994176,421.9021551000187,421.9024562999839,421.9188052000245,421.9188052000245,421.9188052000245,421.98526949994266,422.33603389991913,space,0.40451779996510595,None,,,,,,,,,,,,,,,,,,,,,,,,,P129,001,2025-02-27_16h02.52.942,posner_endo_new1,2024.2.4,59.945713153560135,2025-02-27 16h03.02.026065 +0000,
