cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,cube.stopped,fixation_cross_cue.stopped,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007442200003424659,0.01951279997592792,0.01951279997592792,64.82549029999063,up,64.79302730000927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8255635999958,64.83765089997905,67.83966489997692,67.81801299998187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,up,14.85197970000445,None,space,0.5020108000026084,None,0,0,0,0,,,,,,,,,67.83966489997692,,,,,,,,,,,,,67.82901769998716,67.83966489997692,67.83966489997692,67.83966489997692,82.70292339997832,up,14.85197970000445,None,82.71304659999441,82.72306689998368,82.72306689998368,82.76887790000183,82.76911500000278,82.7849476999836,82.7849476999836,82.7849476999836,82.86836809999659,83.30221629998414,space,0.5020108000026084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,up,3.8956042999925558,None,space,0.3899824999971315,None,0,1,1,1,,,,,,,,,83.31804259997443,,,,,,,,,,,,,83.30238779998035,83.31804259997443,83.31804259997443,83.31804259997443,87.21482319998904,up,3.8956042999925558,None,87.22161680000136,87.23277649999363,87.23277649999363,87.28068899997743,87.28091569998651,87.29735779998009,87.29735779998009,87.29735779998009,87.36402229999658,87.69775130000198,space,0.3899824999971315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,up,5.690696899982868,None,space,0.3337539999920409,None,0,2,2,2,,,,,,,,,87.71361469998374,,,,,,,,,,,,,87.69791639997857,87.71361469998374,87.71361469998374,87.71361469998374,93.4086965000024,up,5.690696899982868,None,93.4153695999994,93.42677399999229,93.42677399999229,93.47470219997922,93.47492769997916,93.49108099998557,93.49108099998557,93.49108099998557,93.55767859998741,93.84142779998365,space,0.3337539999920409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_r.png,0.1,10,catch,3,3,0,up,13.530902800004696,None,None,,,0,3,3,3,,,,,,,,,93.85733509997954,,,,,,,,,,,,,93.84159060000093,93.85733509997954,93.85733509997954,93.85733509997954,107.394103300001,up,13.530902800004696,None,107.40053379998426,107.41229969999404,107.41229969999404,107.46038829997997,107.4606132999761,107.47651999999653,107.47651999999653,107.47651999999653,107.54359249997651,110.4740230999887,None,,,109.55801589999464,110.49042889999691,110.49042889999691,110.49042889999691,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,up,6.818118800001685,None,space,0.38198250002460554,None,0,4,4,4,,,,,,,,,110.49042889999691,,,,,,,,,,,,,110.47417390000192,110.49042889999691,110.49042889999691,110.49042889999691,117.31704589998117,up,6.818118800001685,None,117.32349349997821,117.33502790000057,117.33502790000057,117.38311450000037,117.38334619998932,117.40001589999883,117.40001589999883,117.40001589999883,117.46649419999449,117.78399719999288,space,0.38198250002460554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,up,5.516439200000605,None,space,0.38924129999941215,None,0,5,5,5,,,,,,,,,117.79937209998025,,,,,,,,,,,,,117.78416129999096,117.79937209998025,117.79937209998025,117.79937209998025,123.32814659998985,up,5.516439200000605,None,123.33453880000161,123.34649239998544,123.34649239998544,123.39382889997796,123.39405409997562,123.41026389997569,123.41026389997569,123.41026389997569,123.49393279998912,123.81077650000225,space,0.38924129999941215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,up,6.321236300020246,None,space,0.4643248000065796,None,0,6,6,6,,,,,,,,,123.8265495999949,,,,,,,,,,,,,123.81093869998585,123.8265495999949,123.8265495999949,123.8265495999949,130.1545692999789,up,6.321236300020246,None,130.16133390000323,130.17283239998505,130.17283239998505,130.22034369999892,130.22056879999582,130.2370377999905,130.2370377999905,130.2370377999905,130.30347789998632,130.70379390000016,space,0.4643248000065796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,up,4.88469599999371,None,space,0.418831399991177,None,0,7,7,7,,,,,,,,,130.71967039999436,,,,,,,,,,,,,130.70396419998724,130.71967039999436,130.71967039999436,130.71967039999436,135.61552949997713,up,4.88469599999371,None,135.62159369999426,135.6334050000005,135.6334050000005,135.68136089999462,135.68158899998525,135.69812079999247,135.69812079999247,135.69812079999247,135.76453849999234,136.13174099999014,space,0.418831399991177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,P117,001,2025-02-19_14h20.48.368,posner_endo_new1,2024.2.4,60.03348667876166,2025-02-19 14h20.56.636180 +0000,
