cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
cube_r.png,0.1,-0.31,invalid,14,14,0,up,3.7801410999381915,None,space,1.0593203000025824,None,,,,,,,,,0,14,14,14,1062.1902844000142,,,,,,,,,,,,,1062.1742307000095,1062.1902844000142,1062.1902844000142,1062.1902844000142,1065.9871804000577,,,,1065.9932911000215,1066.0045978000853,1066.0045978000853,1066.0531368000666,1066.053383300081,1066.0696015000576,1066.0696015000576,1066.0696015000576,1066.1363725999836,1067.1357779999962,,,,,,,,,,,,,,,,,,,,,,up,3.7801410999381915,None,space,1.0593203000025824,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,15,15,0,up,5.827051499974914,None,space,0.29647979990113527,None,,,,,,,,,0,15,15,15,1067.1518099000677,,,,,,,,,,,,,1067.1359639000148,1067.1518099000677,1067.1518099000677,1067.1518099000677,1072.9800615999848,,,,1072.9861189000076,1072.9972179000033,1072.9972179000033,1073.045945400023,1073.0464635000098,1073.0623196000233,1073.0623196000233,1073.0623196000233,1073.1456281000283,1073.3640999000054,,,,,,,,,,,,,,,,,,,,,,up,5.827051499974914,None,space,0.29647979990113527,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,10,catch,16,16,0,up,6.25627060001716,None,None,,,,,,,,,,,0,16,16,16,1073.378652399988,,,,,,,,,,,,,1073.3645443000132,1073.378652399988,1073.378652399988,1073.378652399988,1079.640261500026,,,,1079.6512229000218,1079.6615268000169,1079.6615268000169,1079.7060549000744,1079.7063958999934,1079.7223352000583,1079.7223352000583,1079.7223352000583,1079.8056471000891,1082.7200650000013,,,,,,,,,,1081.8202946999809,1082.7359753000783,1082.7359753000783,1082.7359753000783,,,,,,,,,up,6.25627060001716,None,None,,,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,10,catch,17,17,0,up,2.4584800000302494,None,None,,,,,,,,,,,0,17,17,17,1082.7359753000783,,,,,,,,,,,,,1082.720339899999,1082.7359753000783,1082.7359753000783,1082.7359753000783,1085.2012177000288,,,,1085.2121263000881,1085.2224432000658,1085.2224432000658,1085.2667912000325,1085.267133400077,1085.283368900069,1085.283368900069,1085.283368900069,1085.3665149000008,1088.2808760000626,,,,,,,,,,1087.38108140009,1088.2967959999805,1088.2967959999805,1088.2967959999805,,,,,,,,,up,2.4584800000302494,None,None,,,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,0.31,invalid,18,18,0,up,3.7372615999775007,None,space,0.4084116000449285,None,,,,,,,,,0,18,18,18,1088.2967959999805,,,,,,,,,,,,,1088.2811488000443,1088.2967959999805,1088.2967959999805,1088.2967959999805,1092.0443616000703,,,,1092.0551967000356,1092.065536200069,1092.065536200069,1092.1098144000862,1092.1101562000113,1092.1263906999957,1092.1263906999957,1092.1263906999957,1092.2096309000626,1092.543777300045,,,,,,,,,,,,,,,,,,,,,,up,3.7372615999775007,None,space,0.4084116000449285,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,10,catch,19,19,0,up,6.54797850002069,None,None,,,,,,,,,,,0,19,19,19,1092.5591600000625,,,,,,,,,,,,,1092.544066100032,1092.5591600000625,1092.5591600000625,1092.5591600000625,1099.1204569999827,,,,1099.13134000008,1099.1416362000164,1099.1416362000164,1099.1858965000138,1099.1862390000606,1099.2024936000817,1099.2024936000817,1099.2024936000817,1099.2856552000158,1102.2000492999796,,,,,,,,,,1101.3003978000488,1102.2159823999973,1102.2159823999973,1102.2159823999973,,,,,,,,,up,6.54797850002069,None,None,,,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,0.31,invalid,20,20,0,up,0.11561059998348355,None,space,0.4475146000040695,None,,,,,,,,,0,20,20,20,1102.2159823999973,,,,,,,,,,,,,1102.2003204000648,1102.2159823999973,1102.2159823999973,1102.2159823999973,1102.3338020000374,,,,1102.3446895000525,1102.3550492000068,1102.3550492000068,1102.399396300083,1102.399742800044,1102.4158123000525,1102.4158123000525,1102.4158123000525,1102.4991060000611,1102.8665596999926,,,,,,,,,,,,,,,,,,,,,,up,0.11561059998348355,None,space,0.4475146000040695,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,21,21,0,up,1.6806450000731274,None,space,0.4695599999977276,None,,,,,,,,,0,21,21,21,1102.8819398999913,,,,,,,,,,,,,1102.8668495999882,1102.8819398999913,1102.8819398999913,1102.8819398999913,1104.5651005000109,,,,1104.5759490000783,1104.5862073000753,1104.5862073000753,1104.630365399993,1104.6307126000756,1104.6468322,1104.6468322,1104.6468322,1104.7300966000184,1105.1308964000782,,,,,,,,,,,,,,,,,,,,,,up,1.6806450000731274,None,space,0.4695599999977276,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,22,22,0,up,7.5846163999522105,None,space,0.3407870999071747,None,,,,,,,,,0,22,22,22,1105.146369400085,,,,,,,,,,,,,1105.1311843000585,1105.146369400085,1105.146369400085,1105.146369400085,1112.7392577000428,,,,1112.7460354000796,1112.7576984000625,1112.7576984000625,1112.8052302000578,1112.805477600079,1112.8217992000282,1112.8217992000282,1112.8217992000282,1112.8885492000263,1113.1723322999896,,,,,,,,,,,,,,,,,,,,,,up,7.5846163999522105,None,space,0.3407870999071747,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,-0.31,invalid,23,23,0,up,7.3662713000085205,None,space,0.36687090003397316,None,,,,,,,,,0,23,23,23,1113.1882605000865,,,,,,,,,,,,,1113.1725224000402,1113.1882605000865,1113.1882605000865,1113.1882605000865,1120.5646001000423,,,,1120.5707427000161,1120.5824565000366,1120.5824565000366,1120.6306293000234,1120.6308644000674,1120.6473252000287,1120.6473252000287,1120.6473252000287,1120.7137784999795,1121.03091890004,,,,,,,,,,,,,,,,,,,,,,up,7.3662713000085205,None,space,0.36687090003397316,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,24,24,0,up,7.892181399976835,None,space,0.39550149999558926,None,,,,,,,,,0,24,24,24,1121.0467686000047,,,,,,,,,,,,,1121.031103300047,1121.0467686000047,1121.0467686000047,1121.0467686000047,1128.9397558000637,,,,1128.9458080000477,1128.9575728999916,1128.9575728999916,1129.0052224000683,1129.0056675000815,1129.0216479999945,1129.0216479999945,1129.0216479999945,1129.1051514000865,1129.4226522999816,,,,,,,,,,,,,,,,,,,,,,up,7.892181399976835,None,space,0.39550149999558926,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,-0.31,invalid,25,25,0,up,4.860357399913482,None,space,0.41025850002188236,None,,,,,,,,,0,25,25,25,1129.4381393999793,,,,,,,,,,,,,1129.4229184000287,1129.4381393999793,1129.4381393999793,1129.4381393999793,1134.3010001999792,,,,1134.3106127000647,1134.3209181000711,1134.3209181000711,1134.3665026000235,1134.3668192999903,1134.3831090000458,1134.3831090000458,1134.3831090000458,1134.4663486999925,1134.8004551000195,,,,,,,,,,,,,,,,,,,,,,up,4.860357399913482,None,space,0.41025850002188236,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,26,26,0,up,3.370711600058712,None,space,0.5163011999102309,None,,,,,,,,,0,26,26,26,1134.8161277000327,,,,,,,,,,,,,1134.8007201000582,1134.8161277000327,1134.8161277000327,1134.8161277000327,1138.196968000033,,,,1138.2065386000322,1138.2168173000682,1138.2168173000682,1138.2627060000086,1138.2630264000036,1138.279180200072,1138.279180200072,1138.279180200072,1138.3626526000444,1138.796589500038,,,,,,,,,,,,,,,,,,,,,,up,3.370711600058712,None,space,0.5163011999102309,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,27,27,0,up,4.151182699948549,None,space,0.34527689998503774,None,,,,,,,,,0,27,27,27,1138.8119730000617,,,,,,,,,,,,,1138.79685100005,1138.8119730000617,1138.8119730000617,1138.8119730000617,1142.9754984000465,,,,1142.985063,1142.9952909999993,1142.9952909999993,1143.0411149000283,1143.04142959998,1143.0576580000343,1143.0576580000343,1143.0576580000343,1143.1408782000653,1143.4085852000862,,,,,,,,,,,,,,,,,,,,,,up,4.151182699948549,None,space,0.34527689998503774,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,10,catch,28,28,0,up,7.1707669999450445,None,None,,,,,,,,,,,0,28,28,28,1143.4238867000677,,,,,,,,,,,,,1143.4088529000292,1143.4238867000677,1143.4238867000677,1143.4238867000677,1150.6011946999934,,,,1150.6109471999807,1150.621288000024,1150.621288000024,1150.6665206000907,1150.66684239998,1150.6831582000013,1150.6831582000013,1150.6831582000013,1150.7664324000943,1153.6807939000428,,,,,,,,,,1152.7811015000334,1153.6968519000802,1153.6968519000802,1153.6968519000802,,,,,,,,,up,7.1707669999450445,None,None,,,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,29,29,0,up,4.898229900049046,None,space,0.36235860001761466,None,,,,,,,,,0,29,29,29,1153.6968519000802,,,,,,,,,,,,,1153.6810431000777,1153.6968519000802,1153.6968519000802,1153.6968519000802,1158.6095630000345,,,,1158.6191685000667,1158.6294824000215,1158.6294824000215,1158.675258900039,1158.6755765000125,1158.69164189999,1158.69164189999,1158.69164189999,1158.7749735000543,1159.0592351000523,,,,,,,,,,,,,,,,,,,,,,up,4.898229900049046,None,space,0.36235860001761466,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,30,30,0,up,2.311790599953383,None,space,0.3540497999638319,None,,,,,,,,,0,30,30,30,1159.0745700000552,,,,,,,,,,,,,1159.059500100091,1159.0745700000552,1159.0745700000552,1159.0745700000552,1161.3901144000702,,,,1161.3996766000055,1161.409958000062,1161.409958000062,1161.4557265000185,1161.4560506000416,1161.4720846000127,1161.4720846000127,1161.4720846000127,1161.5555469000246,1161.8397773000179,,,,,,,,,,,,,,,,,,,,,,up,2.311790599953383,None,space,0.3540497999638319,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,31,31,0,up,6.235211199964397,None,space,0.3507774999598041,None,,,,,,,,,0,31,31,31,1161.8549347000662,,,,,,,,,,,,,1161.8400457000826,1161.8549347000662,1161.8549347000662,1161.8549347000662,1168.0997520000674,,,,1168.109362600022,1168.1197293000296,1168.1197293000296,1168.1655689000618,1168.165882900008,1168.1820483000483,1168.1820483000483,1168.1820483000483,1168.2653144000797,1168.549487899989,,,,,,,,,,,,,,,,,,,,,,up,6.235211199964397,None,space,0.3507774999598041,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,32,32,0,up,2.334179400000721,None,space,0.36101690004579723,None,,,,,,,,,0,32,32,32,1168.5648347000824,,,,,,,,,,,,,1168.5497594000772,1168.5648347000824,1168.5648347000824,1168.5648347000824,1170.9136447000783,,,,1170.9232779000886,1170.9335639000637,1170.9335639000637,1170.979362700018,1170.9796760000754,1170.9957186999964,1170.9957186999964,1170.9957186999964,1171.0791390000377,1171.3635786999948,,,,,,,,,,,,,,,,,,,,,,up,2.334179400000721,None,space,0.36101690004579723,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,-0.31,invalid,33,33,0,up,2.1043275999836624,None,space,0.4082006000680849,None,,,,,,,,,0,33,33,33,1171.3786830999888,,,,,,,,,,,,,1171.3638517000945,1171.3786830999888,1171.3786830999888,1171.3786830999888,1173.4944006000878,,,,1173.5038991000038,1173.5141490000533,1173.5141490000533,1173.5599719000747,1173.5602883000392,1173.5765194999985,1173.5765194999985,1173.5765194999985,1173.6596668000566,1173.9938565000193,,,,,,,,,,,,,,,,,,,,,,up,2.1043275999836624,None,space,0.4082006000680849,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,10,catch,34,34,0,up,1.8177747000008821,None,space,0.3818434999557212,None,,,,,,,,,0,34,34,34,1174.0093267000047,,,,,,,,,,,,,1173.9941196000436,1174.0093267000047,1174.0093267000047,1174.0093267000047,1175.8419248000719,,,,1175.851406400092,1175.8618304000702,1175.8618304000702,1175.9076859999914,1175.9080105000176,1175.924021700048,1175.924021700048,1175.924021700048,1176.0072635000106,1176.3083486000542,,,,,,,,,,,,,,,,,,,,,,up,1.8177747000008821,None,space,0.3818434999557212,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,35,35,0,up,2.1668336999136955,None,space,0.3863260999787599,None,,,,,,,,,0,35,35,35,1176.3236888999818,,,,,,,,,,,,,1176.3086116000777,1176.3236888999818,1176.3236888999818,1176.3236888999818,1178.5059646000154,,,,1178.515444300021,1178.5258276000386,1178.5258276000386,1178.5715748000657,1178.5718928000424,1178.5880405000644,1178.5880405000644,1178.5880405000644,1178.671240900061,1178.9888012000592,,,,,,,,,,,,,,,,,,,,,,up,2.1668336999136955,None,space,0.3863260999787599,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,-0.31,invalid,36,36,0,up,1.951078400015831,None,space,0.3520299999509007,None,,,,,,,,,0,36,36,36,1179.0042979000136,,,,,,,,,,,,,1178.9890670999885,1179.0042979000136,1179.0042979000136,1179.0042979000136,1180.9696114000399,,,,1180.9756561000831,1180.9872473999858,1180.9872473999858,1181.035587600083,1181.0358257000335,1181.0522104999982,1181.0522104999982,1181.0522104999982,1181.118668799987,1181.4192093000747,,,,,,,,,,,,,,,,,,,,,,up,1.951078400015831,None,space,0.3520299999509007,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,0.31,invalid,37,37,0,up,1.9442413999931887,None,space,0.3964387000305578,None,,,,,,,,,0,37,37,37,1181.4349652000237,,,,,,,,,,,,,1181.4193935000803,1181.4349652000237,1181.4349652000237,1181.4349652000237,1183.3840017000912,,,,1183.3899385000113,1183.401590500027,1183.401590500027,1183.4498240000103,1183.450072000036,1183.4664450000273,1183.4664450000273,1183.4664450000273,1183.549672299996,1183.8668218000093,,,,,,,,,,,,,,,,,,,,,,up,1.9442413999931887,None,space,0.3964387000305578,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,0.31,invalid,38,38,0,up,4.600092399981804,None,space,0.4581630000611767,None,,,,,,,,,0,38,38,38,1183.8826273999875,,,,,,,,,,,,,1183.8670087000355,1183.8826273999875,1183.8826273999875,1183.8826273999875,1188.495502200094,,,,1188.5016047999961,1188.5130812000716,1188.5130812000716,1188.561277300003,1188.561514000059,1188.5777212000685,1188.5777212000685,1188.5777212000685,1188.6611129000084,1189.0448838000884,,,,,,,,,,,,,,,,,,,,,,up,4.600092399981804,None,space,0.4581630000611767,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,39,39,0,up,4.149749199976213,None,space,0.4071456000674516,None,,,,,,,,,0,39,39,39,1189.0606252000434,,,,,,,,,,,,,1189.0450706999982,1189.0606252000434,1189.0606252000434,1189.0606252000434,1193.2239432000788,,,,1193.2299274000106,1193.2414101000177,1193.2414101000177,1193.2898624000372,1193.2901040000143,1193.3062749999808,1193.3062749999808,1193.3062749999808,1193.3729909000685,1193.7233565000352,,,,,,,,,,,,,,,,,,,,,,up,4.149749199976213,None,space,0.4071456000674516,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,0.31,invalid,40,40,0,up,4.1914012000197545,None,space,0.4348366999765858,None,,,,,,,,,0,40,40,40,1193.7392863000277,,,,,,,,,,,,,1193.7235441000666,1193.7392863000277,1193.7392863000277,1193.7392863000277,1197.9359403999988,,,,1197.9419944999972,1197.95364349999,1197.95364349999,1198.0016572000459,1198.0019001000328,1198.0181810000213,1198.0181810000213,1198.0181810000213,1198.1014315000502,1198.4686765000224,,,,,,,,,,,,,,,,,,,,,,up,4.1914012000197545,None,space,0.4348366999765858,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,10,catch,41,41,0,up,2.686574299936183,None,None,,,,,,,,,,,0,41,41,41,1198.484383000061,,,,,,,,,,,,,1198.468861100031,1198.484383000061,1198.484383000061,1198.484383000061,1201.1822981000878,,,,1201.188312000013,1201.1998659999808,1201.1998659999808,1201.248181700008,1201.2484181000618,1201.2648969000438,1201.2648969000438,1201.2648969000438,1201.331415600027,1204.2622672000434,,,,,,,,,,1203.3459966999944,1204.2784511999926,1204.2784511999926,1204.2784511999926,,,,,,,,,up,2.686574299936183,None,None,,,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,42,42,0,up,4.091967899934389,None,space,0.4025523999007419,None,,,,,,,,,0,42,42,42,1204.2784511999926,,,,,,,,,,,,,1204.2624426999828,1204.2784511999926,1204.2784511999926,1204.2784511999926,1208.3750313000055,,,,1208.3810851000017,1208.3927931000944,1208.3927931000944,1208.4409815000836,1208.441218300024,1208.4575950000435,1208.4575950000435,1208.4575950000435,1208.5240784999914,1208.8745699999854,,,,,,,,,,,,,,,,,,,,,,up,4.091967899934389,None,space,0.4025523999007419,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,10,catch,43,43,0,up,2.160618899972178,None,None,,,,,,,,,,,0,43,43,43,1208.8904045000672,,,,,,,,,,,,,1208.8747515000869,1208.8904045000672,1208.8904045000672,1208.8904045000672,1211.0557425000006,,,,1211.0617094000336,1211.0733423000202,1211.0733423000202,1211.121624500025,1211.121874900069,1211.1381563000614,1211.1381563000614,1211.1381563000614,1211.2212283000117,1214.1355417000595,,,,,,,,,,1213.2359855000395,1214.151623700047,1214.151623700047,1214.151623700047,,,,,,,,,up,2.160618899972178,None,None,,,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,0.31,invalid,44,44,0,up,1.7630025999387726,None,space,0.3851905999472365,None,,,,,,,,,0,44,44,44,1214.151623700047,,,,,,,,,,,,,1214.135719300015,1214.151623700047,1214.151623700047,1214.151623700047,1215.9172463000286,,,,1215.9233220000751,1215.935126400087,1215.935126400087,1215.983230200014,1215.983469100087,1215.9998222000431,1215.9998222000431,1215.9998222000431,1216.0663852000143,1216.4001685000258,,,,,,,,,,,,,,,,,,,,,,up,1.7630025999387726,None,space,0.3851905999472365,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,0.31,invalid,45,45,0,up,1.9232388000236824,None,space,0.5337092999834567,None,,,,,,,,,0,45,45,45,1216.415973199997,,,,,,,,,,,,,1216.4003553000512,1216.415973199997,1216.415973199997,1216.415973199997,1218.3480058000423,,,,1218.3540506000863,1218.365594400093,1218.365594400093,1218.4141669999808,1218.4144099000841,1218.4305653000483,1218.4305653000483,1218.4305653000483,1218.4972591000842,1218.980960600078,,,,,,,,,,,,,,,,,,,,,,up,1.9232388000236824,None,space,0.5337092999834567,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,0.31,valid,46,46,0,up,2.2143863000674173,None,space,0.4407428000122309,None,,,,,,,,,0,46,46,46,1218.9967105999822,,,,,,,,,,,,,1218.981143400073,1218.9967105999822,1218.9967105999822,1218.9967105999822,1221.2121118000941,,,,1221.218323500012,1221.2299651000649,1221.2299651000649,1221.2778120000148,1221.2780475000618,1221.2943763000658,1221.2943763000658,1221.2943763000658,1221.3777337000938,1221.7446927999845,,,,,,,,,,,,,,,,,,,,,,up,2.2143863000674173,None,space,0.4407428000122309,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,47,47,0,up,2.3384090000763535,None,space,0.5482866000384092,None,,,,,,,,,0,47,47,47,1221.7605910000857,,,,,,,,,,,,,1221.744877899997,1221.7605910000857,1221.7605910000857,1221.7605910000857,1224.108916600002,,,,1224.1149369000923,1224.1267294000136,1224.1267294000136,1224.174953800044,1224.1751927000005,1224.191528400057,1224.191528400057,1224.191528400057,1224.257964999997,1224.7418403000338,,,,,,,,,,,,,,,,,,,,,,up,2.3384090000763535,None,space,0.5482866000384092,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,-0.31,invalid,48,48,0,up,3.245507500017993,None,space,0.4456048000138253,None,,,,,,,,,0,48,48,48,1224.7575483000837,,,,,,,,,,,,,1224.742029300076,1224.7575483000837,1224.7575483000837,1224.7575483000837,1228.0049485000782,,,,1228.0109019000083,1228.022550499998,1228.022550499998,1228.0709769000532,1228.0712140999967,1228.087616899982,1228.087616899982,1228.087616899982,1228.1707183000399,1228.5377260000678,,,,,,,,,,,,,,,,,,,,,,up,3.245507500017993,None,space,0.4456048000138253,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,10,catch,49,49,0,up,1.9455342000583187,None,None,,,,,,,,,,,0,49,49,49,1228.553632700001,,,,,,,,,,,,,1228.537907400052,1228.553632700001,1228.553632700001,1228.553632700001,1230.5024230000563,,,,1230.5083964000223,1230.5199436000548,1230.5199436000548,1230.5682349000126,1230.568477199995,1230.5849815000547,1230.5849815000547,1230.5849815000547,1230.6514920000918,1233.582395000034,,,,,,,,,,1232.6662143000867,1233.5985098000383,1233.5985098000383,1233.5985098000383,,,,,,,,,up,1.9455342000583187,None,None,,,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,50,50,0,up,5.204153599916026,None,space,0.43750440003350377,None,,,,,,,,,0,50,50,50,1233.5985098000383,,,,,,,,,,,,,1233.582569600083,1233.5985098000383,1233.5985098000383,1233.5985098000383,1238.810679999995,,,,1238.8168896000134,1238.8284756999929,1238.8284756999929,1238.8765970000532,1238.8768325999845,1238.893086600001,1238.893086600001,1238.893086600001,1238.9762781000463,1239.3435120000504,,,,,,,,,,,,,,,,,,,,,,up,5.204153599916026,None,space,0.43750440003350377,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_l.png,0.1,-0.31,valid,51,51,0,up,2.755601800046861,None,space,0.46548200002871454,None,,,,,,,,,0,51,51,51,1239.3593252000865,,,,,,,,,,,,,1239.3436927000294,1239.3593252000865,1239.3593252000865,1239.3593252000865,1242.1238815999823,,,,1242.1299138000468,1242.1415710999863,1242.1415710999863,1242.1898571000202,1242.1900953000877,1242.2061598000582,1242.2061598000582,1242.2061598000582,1242.2728326000506,1242.6734997000312,,,,,,,,,,,,,,,,,,,,,,up,2.755601800046861,None,space,0.46548200002871454,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
cube_r.png,0.1,-0.31,invalid,52,52,0,up,1.8829154999693856,None,space,0.3979238999309018,None,,,,,,,,,0,52,52,52,1242.6891724000452,,,,,,,,,,,,,1242.673689300078,1242.6891724000452,1242.6891724000452,1242.6891724000452,1244.5881942000706,,,,1244.5942364999792,1244.6059437000658,1244.6059437000658,1244.653937300085,1244.654174800031,1244.6705008000135,1244.6705008000135,1244.6705008000135,1244.7537703000708,1245.0711186000844,,,,,,,,,,,,,,,,,,,,,,up,1.8829154999693856,None,space,0.3979238999309018,None,P130,001,2025-02-28_08h55.12.988,posner_endo_new1,2024.2.4,60.03388311605669,2025-02-28 08h55.20.806246 +0000,
