cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007583599999634316,0.030389900000955095,0.030389900000955095,15.43722920000073,up,15.402110199998788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.437275899999804,15.45059080000101,18.45095500000025,18.431473800001186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_l.png,0.1,-0.31,valid,0,0,0,down,26.134163900000203,None,space,0.5778346999995847,None,0,0,0,0,,,,,,,,,18.45095500000025,,,,,,,,,,,,,18.438821600000665,18.45095500000025,18.45095500000025,18.45095500000025,44.58834999999999,down,26.134163900000203,None,44.5982555999999,44.60868010000013,44.60868010000013,44.654293999999936,44.65452820000064,44.670431700000336,44.670431700000336,44.670431700000336,44.737392299999556,45.25445910000053,space,0.5778346999995847,None,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,down,6.5310801999985415,None,space,0.4749778999994305,None,0,1,1,1,,,,,,,,,45.27020149999953,,,,,,,,,,,,,45.25463260000106,45.27020149999953,45.27020149999953,45.27020149999953,51.814058699999805,down,6.5310801999985415,None,51.820772700000816,51.83247180000035,51.83247180000035,51.88002360000064,51.880256599999484,51.896512999999686,51.896512999999686,51.896512999999686,51.963190500000564,52.38024270000096,space,0.4749778999994305,None,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_r.png,0.1,-0.31,invalid,2,2,0,down,7.213171299999885,None,space,0.363682000001063,None,0,2,2,2,,,,,,,,,52.39601969999967,,,,,,,,,,,,,52.38042190000124,52.39601969999967,52.39601969999967,52.39601969999967,59.62280319999991,down,7.213171299999885,None,59.62954250000075,59.64132629999949,59.64132629999949,59.68880490000083,59.68903660000069,59.705013799999506,59.705013799999506,59.705013799999506,59.78863939999974,60.072326200001044,space,0.363682000001063,None,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_r.png,0.1,10,catch,3,3,0,down,4.112760699999853,None,None,,,0,3,3,3,,,,,,,,,60.08837289999974,,,,,,,,,,,,,60.07249700000102,60.08837289999974,60.08837289999974,60.08837289999974,64.21808319999946,down,4.112760699999853,None,64.22503160000088,64.23626960000001,64.23626960000001,64.28413240000009,64.2843666000008,64.30043380000097,64.30043380000097,64.30043380000097,64.3672604000003,67.29819490000045,None,,,66.38191850000112,67.3143070999995,67.3143070999995,67.3143070999995,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_l.png,0.1,-0.31,valid,4,4,0,down,1.9107578000002832,None,space,0.35702040000069246,None,0,4,4,4,,,,,,,,,67.3143070999995,,,,,,,,,,,,,67.2983574000009,67.3143070999995,67.3143070999995,67.3143070999995,69.22981770000115,down,1.9107578000002832,None,69.23593849999997,69.24768810000023,69.24768810000023,69.295326200001,69.2955576000004,69.31188880000082,69.31188880000082,69.31188880000082,69.3952492999997,69.67909549999968,space,0.35702040000069246,None,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_l.png,0.1,0.31,invalid,5,5,0,down,4.233358399998906,None,space,0.48878289999993285,None,0,5,5,5,,,,,,,,,69.69504249999954,,,,,,,,,,,,,69.67927349999991,69.69504249999954,69.69504249999954,69.69504249999954,73.94170470000063,down,4.233358399998906,None,73.9478868999995,73.95957389999967,73.95957389999967,74.00741910000033,74.00764940000045,74.02380869999979,74.02380869999979,74.02380869999979,74.1072834000006,74.52420090000123,space,0.48878289999993285,None,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,down,4.509137899998677,None,space,0.3670634999998583,None,0,6,6,6,,,,,,,,,74.54015989999971,,,,,,,,,,,,,74.52437149999969,74.54015989999971,74.54015989999971,74.54015989999971,79.05303280000044,down,4.509137899998677,None,79.05910340000082,79.07088040000053,79.07088040000053,79.11898350000047,79.11921489999986,79.13533800000005,79.13533800000005,79.13533800000005,79.21844940000119,79.51929030000065,space,0.3670634999998583,None,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,down,4.112954199999876,None,space,0.3786142999997537,None,0,7,7,7,,,,,,,,,79.53535290000036,,,,,,,,,,,,,79.5194618000005,79.53535290000036,79.53535290000036,79.53535290000036,83.66513169999962,down,4.112954199999876,None,83.67526920000091,83.68534960000034,83.68534960000034,83.73078089999944,83.73109670000122,83.74736250000024,83.74736250000024,83.74736250000024,83.83052400000088,84.13156710000112,space,0.3786142999997537,None,,,,,,,,,,,,,,,,,,,,,,,,,p112,001,2025-02-14_11h42.28.081,posner_endo_new1,2024.2.4,60.127771514631334,2025-02-14 11h42.39.457424 +0000,
