cue_img,cue_soa,target_x,trial,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,fixation.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,cue.started,cube.started,fixation_cross_cue.started,cue.stopped,target.started,fixation_target.started,fixation_cross_target.started,key_resp.started,star.started,star.stopped,fixation_target.stopped,fixation_cross_target.stopped,key_resp.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,block1.key_control2.keys,block1.key_control2.rt,block1.key_control2.duration,block1.key_resp.keys,block1.key_resp.rt,block1.key_resp.duration,break_2.started,text.started,key_control3.started,text.stopped,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,block2.key_control2.keys,block2.key_control2.rt,block2.key_control2.duration,block2.key_resp.keys,block2.key_resp.rt,block2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007461200002580881,0.019795000087469816,0.019795000087469816,280.7552151000127,up,280.7281502999831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.7552839999553,280.76709960005246,283.7658041000832,283.74693810008466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_r.png,0.1,10,catch,0,0,0,up,22.90977089991793,None,None,,,0,0,0,3,,,,,,,,,283.7658041000832,,,,,,,,,,,,,283.7543681000825,283.7658041000832,283.7658041000832,283.7658041000832,306.6904746000655,up,22.90977089991793,None,306.7012986000627,306.711358099943,306.711358099943,306.7563449998852,306.75657179998234,306.77289839996956,306.77289839996956,306.77289839996956,306.8394943999592,308.8541508000344,309.78662719996646,309.78662719996646,309.78662719996646,309.7702180999331,None,,,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_l.png,0.1,0.31,invalid,1,1,0,up,1.6405325001105666,None,space,0.5549290000926703,None,0,1,1,5,,,,,,,,,309.78662719996646,,,,,,,,,,,,,309.7703702999279,309.78662719996646,309.78662719996646,309.78662719996646,311.43513139989227,up,1.6405325001105666,None,311.44221769995056,311.4540277000051,311.4540277000051,311.5011698999442,311.5013967999257,311.5180385999847,311.5180385999847,311.5180385999847,311.584696700098,,,,,312.08471899991855,space,0.5549290000926703,None,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_l.png,0.1,-0.31,valid,2,2,0,up,3.7989407998975366,None,space,0.4990584999322891,None,0,2,2,4,,,,,,,,,312.1007187999785,,,,,,,,,,,,,312.0848805999849,312.1007187999785,312.1007187999785,312.1007187999785,315.9143878000323,up,3.7989407998975366,None,315.9204547998961,315.93217739998363,315.93217739998363,315.9801481999457,315.98037209990434,315.99685889994726,315.99685889994726,315.99685889994726,316.0635120999068,,,,,316.4969810999464,space,0.4990584999322891,None,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_l.png,0.1,0.31,invalid,3,3,0,up,4.194443799788132,None,space,0.308408800046891,None,0,3,3,1,,,,,,,,,316.512992199976,,,,,,,,,,,,,316.4971427000128,316.512992199976,316.512992199976,316.512992199976,320.709727199981,up,4.194443799788132,None,320.7192776000593,320.72938170004636,320.72938170004636,320.775390899973,320.77569529996254,320.79196580010466,320.79196580010466,320.79196580010466,320.8752478000242,,,,,321.10934769990854,space,0.308408800046891,None,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_r.png,0.1,0.31,valid,4,4,0,up,3.934430999914184,None,space,0.29110009991563857,None,0,4,4,10,,,,,,,,,321.12504750001244,,,,,,,,,,,,,321.10958339995705,321.12504750001244,321.12504750001244,321.12504750001244,325.0719526000321,up,3.934430999914184,None,325.08266779989935,325.09281460009515,325.09281460009515,325.1376181000378,325.1379501000047,325.15416499995627,325.15416499995627,325.15416499995627,325.23736259993166,,,,,325.4549159000162,space,0.29110009991563857,None,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_l.png,0.1,-0.31,valid,5,5,0,up,4.252816699910909,None,space,0.33405609987676144,None,0,5,5,0,,,,,,,,,325.4705833999906,,,,,,,,,,,,,325.45518020004965,325.4705833999906,325.4705833999906,325.4705833999906,329.7338360999711,up,4.252816699910909,None,329.74457819992676,329.75474769994617,329.75474769994617,329.79957780009136,329.7999160999898,329.81608529994264,329.81608529994264,329.81608529994264,329.89929280010983,,,,,330.1668692000676,space,0.33405609987676144,None,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_r.png,0.1,-0.31,invalid,6,6,0,up,4.124850499909371,None,space,0.27768340008333325,None,0,6,6,2,,,,,,,,,330.18236340000294,,,,,,,,,,,,,330.16713159997016,330.18236340000294,330.18236340000294,330.18236340000294,334.31241449993104,up,4.124850499909371,None,334.31831320002675,334.3301683999598,334.3301683999598,334.3781520999037,334.3783738000784,334.39468139992096,334.39468139992096,334.39468139992096,334.4780262000859,,,,,334.6785474999342,space,0.27768340008333325,None,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
cube_r.png,0.1,0.31,valid,7,7,0,up,4.949617699952796,None,space,0.44675079989247024,None,0,7,7,7,,,,,,,,,334.6938513999339,,,,,,,,,,,,,334.678708499996,334.6938513999339,334.6938513999339,334.6938513999339,339.65666690003127,up,4.949617699952796,None,339.66316169989295,339.67489710007794,339.67489710007794,339.7226559999399,339.72287610010244,339.7393092000857,339.7393092000857,339.7393092000857,339.8059924999252,,,,,340.18954079994,space,0.44675079989247024,None,,,,,,,,,,,,,,,,,,,,,P137,001,2025-03-26_17h07.10.920,posner_endo_new1,2024.2.4,60.090412036838885,2025-03-26 17h07.27.061831 +0000,
