"participant_ID","target_x","validity","trial","phase","response","rt"
"P122",10,"catch",0,"exhale","correct",NA
"P122",10,"catch",1,"exhale","correct",NA
"P122",0.31,"invalid",2,"exhale","correct",0.52385499997763
"P122",0.31,"invalid",3,"exhale","correct",0.377566499984823
"P122",-0.31,"valid",4,"exhale","correct",0.481086700048763
"P122",-0.31,"invalid",5,"exhale","correct",0.421685799956322
"P122",0.31,"valid",6,"exhale","correct",0.381451199995354
"P122",-0.31,"invalid",7,"exhale","correct",0.397188999981154
"P122",-0.31,"valid",8,"exhale","correct",0.329534499964211
"P122",-0.31,"invalid",9,"exhale","correct",0.326413700007834
"P122",0.31,"invalid",10,"exhale","correct",0.352035099989735
"P122",-0.31,"invalid",11,"exhale","correct",0.440530799969565
"P122",0.31,"valid",12,"exhale","correct",0.346430699981283
"P122",10,"catch",13,"exhale","correct",NA
"P122",-0.31,"invalid",14,"exhale","correct",0.453195400012191
"P122",-0.31,"valid",15,"exhale","correct",0.401446599978954
"P122",10,"catch",16,"exhale","correct",NA
"P122",10,"catch",17,"exhale","correct",NA
"P122",0.31,"invalid",18,"exhale","correct",0.455980399972759
"P122",10,"catch",19,"exhale","correct",NA
"P122",0.31,"invalid",20,"exhale","correct",0.498167800018564
"P122",-0.31,"valid",21,"exhale","correct",0.449361600039992
"P122",0.31,"valid",22,"exhale","correct",0.464844300004188
"P122",-0.31,"invalid",23,"exhale","correct",0.401076900016051
"P122",0.31,"valid",24,"exhale","correct",0.445236900006421
"P122",-0.31,"invalid",25,"exhale","correct",0.343225900025573
"P122",-0.31,"valid",26,"exhale","correct",0.401938199996948
"P122",0.31,"valid",27,"exhale","correct",0.376250799978152
"P122",10,"catch",28,"exhale","correct",NA
"P122",0.31,"valid",29,"exhale","correct",0.353319300047588
"P122",0.31,"valid",30,"exhale","correct",0.419999399979133
"P122",-0.31,"valid",31,"exhale","correct",0.443316899996717
"P122",0.31,"valid",32,"exhale","correct",0.401610200002324
"P122",-0.31,"invalid",33,"exhale","correct",0.429399600019678
"P122",10,"catch",34,"exhale","correct",NA
"P122",0.31,"valid",35,"exhale","correct",0.396361300023273
"P122",-0.31,"invalid",36,"exhale","correct",0.475050000008196
"P122",0.31,"invalid",37,"exhale","correct",0.3868612999795
"P122",0.31,"invalid",38,"exhale","correct",0.514134299999569
"P122",0.31,"valid",39,"exhale","correct",0.347771000000648
"P122",0.31,"invalid",40,"exhale","correct",0.440041700028814
"P122",10,"catch",41,"exhale","correct",NA
"P122",-0.31,"valid",42,"exhale","correct",0.37891419994412
"P122",10,"catch",43,"exhale","correct",NA
"P122",0.31,"invalid",44,"exhale","correct",0.441243499983102
"P122",0.31,"invalid",45,"exhale","correct",0.416376000037417
"P122",0.31,"valid",46,"exhale","correct",0.404369800002314
"P122",-0.31,"valid",47,"exhale","correct",0.336215800023638
"P122",-0.31,"invalid",48,"exhale","correct",0.444127800001297
"P122",10,"catch",49,"exhale","correct",NA
"P122",-0.31,"valid",50,"exhale","correct",0.524546300002839
"P122",-0.31,"valid",51,"exhale","correct",0.561908000032417
"P122",-0.31,"invalid",52,"exhale","correct",0.378830200002994
"P122",-0.31,"valid",53,"exhale","correct",0.497407499991823
"P122",10,"catch",54,"exhale","correct",NA
"P122",0.31,"invalid",55,"exhale","correct",0.370982200023718
"P122",-0.31,"valid",56,"exhale","correct",0.467101600021124
"P122",0.31,"valid",57,"exhale","correct",0.320647499989718
"P122",-0.31,"invalid",58,"exhale","correct",0.913380399986636
"P122",0.31,"invalid",59,"exhale","correct",0.534078199998476
"P122",10,"catch",0,"inhale","correct",NA
"P122",10,"catch",1,"inhale","correct",NA
"P122",0.31,"invalid",2,"inhale","correct",0.462469599966425
"P122",0.31,"invalid",3,"inhale","correct",0.372004900011234
"P122",-0.31,"valid",4,"inhale","correct",0.341429899970535
"P122",-0.31,"invalid",5,"inhale","correct",0.397652799962088
"P122",0.31,"valid",6,"inhale","correct",0.341057599987835
"P122",-0.31,"invalid",7,"inhale","correct",0.493102099979296
"P122",-0.31,"valid",8,"inhale","correct",0.293576899974141
"P122",-0.31,"invalid",9,"inhale","correct",0.434734099952038
"P122",0.31,"invalid",10,"inhale","correct",0.365466299990658
"P122",-0.31,"invalid",11,"inhale","correct",0.353174899995793
"P122",0.31,"valid",12,"inhale","correct",0.29787829995621
"P122",10,"catch",13,"inhale","incorrect",0.303985800012015
"P122",-0.31,"invalid",14,"inhale","correct",0.461618400004227
"P122",-0.31,"valid",15,"inhale","correct",0.414276299998164
"P122",10,"catch",16,"inhale","correct",NA
"P122",10,"catch",17,"inhale","correct",NA
"P122",0.31,"invalid",18,"inhale","correct",0.437906300008763
"P122",10,"catch",19,"inhale","correct",NA
"P122",0.31,"invalid",20,"inhale","correct",0.369673300010618
"P122",-0.31,"valid",21,"inhale","correct",0.48011480004061
"P122",0.31,"valid",22,"inhale","correct",0.399680599977728
"P122",-0.31,"invalid",23,"inhale","correct",0.367025000043213
"P122",0.31,"valid",24,"inhale","correct",0.342971400008537
"P122",-0.31,"invalid",25,"inhale","correct",0.425674300000537
"P122",-0.31,"valid",26,"inhale","correct",0.40248370001791
"P122",0.31,"valid",27,"inhale","correct",0.32429439999396
"P122",10,"catch",28,"inhale","correct",NA
"P122",0.31,"valid",29,"inhale","correct",0.454199800034985
"P122",0.31,"valid",30,"inhale","correct",0.423039699962828
