"participant_ID","target_x","validity","trial","phase","response","rt"
"P152",10,"catch",0,"exhale","correct",NA
"P152",10,"catch",1,"exhale","correct",NA
"P152",0.31,"invalid",2,"exhale","correct",0.434638499995344
"P152",0.31,"invalid",3,"exhale","correct",0.406559299997753
"P152",-0.31,"valid",4,"exhale","correct",0.322462700001779
"P152",-0.31,"invalid",5,"exhale","correct",0.418542200000957
"P152",0.31,"valid",6,"exhale","correct",0.331598599994322
"P152",-0.31,"invalid",7,"exhale","correct",0.35688599999412
"P152",-0.31,"valid",8,"exhale","correct",0.296612599995569
"P152",-0.31,"invalid",9,"exhale","correct",0.368435600001249
"P152",0.31,"invalid",10,"exhale","correct",0.342318900002283
"P152",-0.31,"invalid",11,"exhale","correct",0.405313499999465
"P152",0.31,"valid",12,"exhale","correct",0.394253599995864
"P152",10,"catch",13,"exhale","correct",NA
"P152",-0.31,"invalid",14,"exhale","correct",0.386407600002713
"P152",-0.31,"valid",15,"exhale","correct",0.294648499999312
"P152",10,"catch",16,"exhale","correct",NA
"P152",10,"catch",17,"exhale","correct",NA
"P152",0.31,"invalid",18,"exhale","correct",0.488280700010364
"P152",10,"catch",19,"exhale","correct",NA
"P152",0.31,"invalid",20,"exhale","correct",0.433830299996771
"P152",-0.31,"valid",21,"exhale","correct",0.409708699997282
"P152",0.31,"valid",22,"exhale","correct",0.403956199996173
"P152",-0.31,"invalid",23,"exhale","correct",0.330608100004611
"P152",0.31,"valid",24,"exhale","correct",0.373177200002829
"P152",-0.31,"invalid",25,"exhale","correct",0.364445500003058
"P152",-0.31,"valid",26,"exhale","correct",0.401312000001781
"P152",0.31,"valid",27,"exhale","correct",0.333702999996603
"P152",10,"catch",28,"exhale","correct",NA
"P152",0.31,"valid",29,"exhale","correct",0.391573400003836
"P152",0.31,"valid",30,"exhale","correct",0.494917899995926
"P152",-0.31,"valid",31,"exhale","correct",0.329177399995388
"P152",0.31,"valid",32,"exhale","correct",0.348243100001127
"P152",-0.31,"invalid",33,"exhale","correct",0.455716099997517
"P152",10,"catch",34,"exhale","correct",NA
"P152",0.31,"valid",35,"exhale","correct",0.439762699999847
"P152",-0.31,"invalid",36,"exhale","correct",0.419924599991646
"P152",0.31,"invalid",37,"exhale","correct",0.300681200009421
"P152",0.31,"invalid",38,"exhale","correct",0.44650140000158
"P152",0.31,"valid",39,"exhale","correct",0.368092000004253
"P152",0.31,"invalid",40,"exhale","correct",0.41154230000393
"P152",10,"catch",41,"exhale","correct",NA
"P152",-0.31,"valid",42,"exhale","correct",0.441532500000903
"P152",10,"catch",43,"exhale","correct",NA
"P152",0.31,"invalid",44,"exhale","correct",0.465540100005455
"P152",0.31,"invalid",45,"exhale","correct",0.345270799996797
"P152",0.31,"valid",46,"exhale","correct",0.329525399996783
"P152",-0.31,"valid",47,"exhale","correct",0.386042300000554
"P152",-0.31,"invalid",48,"exhale","correct",0.404762100006337
"P152",10,"catch",49,"exhale","correct",NA
"P152",-0.31,"valid",50,"exhale","correct",0.300582299998496
"P152",-0.31,"valid",51,"exhale","correct",0.383278400011477
"P152",-0.31,"invalid",52,"exhale","correct",0.420779299995047
"P152",-0.31,"valid",53,"exhale","correct",0.330732900009025
"P152",10,"catch",54,"exhale","correct",NA
"P152",0.31,"invalid",55,"exhale","correct",0.440984900007606
"P152",-0.31,"valid",56,"exhale","correct",0.402965100001893
"P152",0.31,"valid",57,"exhale","correct",0.452495199991972
"P152",-0.31,"invalid",58,"exhale","correct",0.370051799996872
"P152",0.31,"invalid",59,"exhale","correct",0.355553399989731
"P152",10,"catch",0,"inhale","correct",NA
"P152",10,"catch",1,"inhale","correct",NA
"P152",0.31,"invalid",2,"inhale","correct",0.394992100002128
"P152",0.31,"invalid",3,"inhale","correct",0.295870899994043
"P152",-0.31,"valid",4,"inhale","correct",0.425001199997496
"P152",-0.31,"invalid",5,"inhale","correct",0.399019899996347
"P152",0.31,"valid",6,"inhale","correct",0.347100700004376
"P152",-0.31,"invalid",7,"inhale","correct",0.389056599989999
"P152",-0.31,"valid",8,"inhale","correct",0.372705900008441
"P152",-0.31,"invalid",9,"inhale","correct",0.368459999997867
"P152",0.31,"invalid",10,"inhale","correct",0.371662499994272
"P152",-0.31,"invalid",11,"inhale","correct",0.299594399999478
"P152",0.31,"valid",12,"inhale","correct",0.38445130000764
"P152",10,"catch",13,"inhale","correct",NA
"P152",-0.31,"invalid",14,"inhale","correct",0.441860799997812
"P152",-0.31,"valid",15,"inhale","correct",0.364520899995114
"P152",10,"catch",16,"inhale","correct",NA
