"participant_ID","target_x","validity","trial","phase","response","rt"
"P104",10,"catch",0,"exhale","correct",NA
"P104",10,"catch",1,"exhale","correct",NA
"P104",0.31,"invalid",2,"exhale","correct",0.353033199993661
"P104",0.31,"invalid",3,"exhale","correct",0.334227300001658
"P104",-0.31,"valid",4,"exhale","correct",0.438241800002288
"P104",-0.31,"invalid",5,"exhale","correct",0.539754500001436
"P104",0.31,"valid",6,"exhale","correct",0.306763000000501
"P104",-0.31,"invalid",7,"exhale","correct",0.377466699996148
"P104",-0.31,"valid",8,"exhale","correct",0.428650700006983
"P104",-0.31,"invalid",9,"exhale","correct",0.443786599993473
"P104",0.31,"invalid",10,"exhale","correct",0.381961999999476
"P104",-0.31,"invalid",11,"exhale","correct",0.37974530000065
"P104",0.31,"valid",12,"exhale","correct",0.384472400008235
"P104",10,"catch",13,"exhale","correct",NA
"P104",-0.31,"invalid",14,"exhale","correct",0.438684599997941
"P104",-0.31,"valid",15,"exhale","correct",0.341436300004716
"P104",10,"catch",16,"exhale","correct",NA
"P104",10,"catch",17,"exhale","correct",NA
"P104",0.31,"invalid",18,"exhale","correct",0.346647699989262
"P104",10,"catch",19,"exhale","correct",NA
"P104",0.31,"invalid",20,"exhale","correct",0.372633600010886
"P104",-0.31,"valid",21,"exhale","correct",0.373389099986525
"P104",0.31,"valid",22,"exhale","correct",0.357401600005687
"P104",-0.31,"invalid",23,"exhale","correct",0.353863399999682
"P104",0.31,"valid",24,"exhale","correct",0.345203799995943
"P104",-0.31,"invalid",25,"exhale","correct",0.667029399992316
"P104",-0.31,"valid",26,"exhale","correct",0.400363700013258
"P104",0.31,"valid",27,"exhale","correct",0.361429199998383
"P104",10,"catch",28,"exhale","correct",NA
"P104",0.31,"valid",29,"exhale","correct",0.438728799999808
"P104",0.31,"valid",30,"exhale","correct",0.379265399998985
"P104",-0.31,"valid",31,"exhale","correct",0.413015800004359
"P104",0.31,"valid",32,"exhale","correct",0.407135500005097
"P104",-0.31,"invalid",33,"exhale","correct",0.341421300006914
"P104",10,"catch",34,"exhale","correct",NA
"P104",0.31,"valid",35,"exhale","correct",0.535293500011903
"P104",-0.31,"invalid",36,"exhale","correct",0.691795399994589
