"participant_ID","target_x","validity","trial","phase","response","rt"
"P118",10,"catch",0,"exhale","correct",NA
"P118",10,"catch",1,"exhale","correct",NA
"P118",0.31,"invalid",2,"exhale","correct",0.43771719999495
"P118",0.31,"invalid",3,"exhale","correct",0.403464000002714
"P118",-0.31,"valid",4,"exhale","correct",0.393737999984296
"P118",-0.31,"invalid",5,"exhale","correct",0.480192099988926
"P118",0.31,"valid",6,"exhale","correct",0.28249740001047
"P118",-0.31,"invalid",7,"exhale","correct",0.376707999996142
"P118",-0.31,"valid",8,"exhale","correct",0.335618999990402
"P118",-0.31,"invalid",9,"exhale","correct",0.405951699998695
"P118",0.31,"invalid",10,"exhale","correct",0.318873500014888
"P118",-0.31,"invalid",11,"exhale","correct",0.384246400004486
"P118",0.31,"valid",12,"exhale","correct",0.360772899992298
"P118",10,"catch",13,"exhale","correct",NA
"P118",-0.31,"invalid",14,"exhale","correct",0.320242300018435
"P118",-0.31,"valid",15,"exhale","correct",0.319176100019831
"P118",10,"catch",16,"exhale","correct",NA
"P118",10,"catch",17,"exhale","correct",NA
"P118",0.31,"invalid",18,"exhale","correct",0.391256600007182
"P118",10,"catch",19,"exhale","correct",NA
"P118",0.31,"invalid",20,"exhale","correct",0.394219600013457
"P118",-0.31,"valid",21,"exhale","correct",0.461333599989302
"P118",0.31,"valid",22,"exhale","correct",0.317234599991934
"P118",-0.31,"invalid",23,"exhale","correct",0.352110699983314
"P118",0.31,"valid",24,"exhale","correct",0.706877099990379
"P118",-0.31,"invalid",25,"exhale","correct",0.362343199987663
"P118",-0.31,"valid",26,"exhale","correct",0.810235899989493
"P118",0.31,"valid",27,"exhale","correct",0.320401699980721
"P118",10,"catch",28,"exhale","correct",NA
"P118",0.31,"valid",29,"exhale","correct",0.317476800002623
"P118",0.31,"valid",30,"exhale","correct",0.344282699981704
"P118",-0.31,"valid",31,"exhale","correct",0.371713500004262
"P118",0.31,"valid",32,"exhale","correct",0.308948099991539
"P118",-0.31,"invalid",33,"exhale","correct",0.384160999994492
"P118",10,"catch",34,"exhale","correct",NA
"P118",0.31,"valid",35,"exhale","correct",0.347089200018672
"P118",-0.31,"invalid",36,"exhale","correct",0.24944789998699
"P118",0.31,"invalid",37,"exhale","correct",0.45823429999291
"P118",0.31,"invalid",38,"exhale","correct",0.341708799998742
"P118",0.31,"valid",39,"exhale","correct",0.336154399992665
"P118",0.31,"invalid",40,"exhale","correct",0.416372200008482
"P118",10,"catch",41,"exhale","correct",NA
"P118",-0.31,"valid",42,"exhale","correct",0.407902599981753
"P118",10,"catch",43,"exhale","correct",NA
"P118",0.31,"invalid",44,"exhale","correct",0.420419700007187
"P118",0.31,"invalid",45,"exhale","correct",0.310260199999902
"P118",0.31,"valid",46,"exhale","correct",0.312527700007195
"P118",-0.31,"valid",47,"exhale","correct",0.429272500012303
"P118",-0.31,"invalid",48,"exhale","correct",0.285642500006361
"P118",10,"catch",49,"exhale","correct",NA
"P118",-0.31,"valid",50,"exhale","correct",0.385404700005893
"P118",-0.31,"valid",51,"exhale","correct",0.42014209998888
"P118",-0.31,"invalid",52,"exhale","correct",0.344851600006223
"P118",-0.31,"valid",53,"exhale","correct",0.354570600000443
"P118",10,"catch",54,"exhale","correct",NA
"P118",0.31,"invalid",55,"exhale","correct",0.353663799993228
"P118",-0.31,"valid",56,"exhale","correct",0.292337500024587
"P118",0.31,"valid",57,"exhale","correct",0.303348099987488
"P118",-0.31,"invalid",58,"exhale","correct",0.363963600015268
"P118",0.31,"invalid",59,"exhale","correct",0.395391500002006
"P118",10,"catch",0,"inhale","correct",NA
"P118",10,"catch",1,"inhale","correct",NA
"P118",0.31,"invalid",2,"inhale","correct",0.350514100020519
"P118",0.31,"invalid",3,"inhale","correct",0.363078700000187
"P118",-0.31,"valid",4,"inhale","correct",0.367131699982565
"P118",-0.31,"invalid",5,"inhale","correct",0.390375200018752
"P118",0.31,"valid",6,"inhale","correct",0.332419899990782
"P118",-0.31,"invalid",7,"inhale","correct",0.320900299993809
"P118",-0.31,"valid",8,"inhale","correct",0.302192200004356
"P118",-0.31,"invalid",9,"inhale","correct",0.23100970001542
"P118",0.31,"invalid",10,"inhale","correct",0.358187400008319
"P118",-0.31,"invalid",11,"inhale","correct",0.324026400019648
"P118",0.31,"valid",12,"inhale","correct",0.359668699995382
"P118",10,"catch",13,"inhale","incorrect",0.332013399980497
"P118",-0.31,"invalid",14,"inhale","correct",0.429947299999185
"P118",-0.31,"valid",15,"inhale","correct",0.584531000000425
"P118",10,"catch",16,"inhale","correct",NA
"P118",10,"catch",17,"inhale","correct",NA
"P118",0.31,"invalid",18,"inhale","correct",0.428554100013571
"P118",10,"catch",19,"inhale","correct",NA
"P118",0.31,"invalid",20,"inhale","correct",0.324757800000953
"P118",-0.31,"valid",21,"inhale","correct",0.397767599992221
"P118",0.31,"valid",22,"inhale","correct",0.338007300015306
"P118",-0.31,"invalid",23,"inhale","correct",0.446577499998966
"P118",0.31,"valid",24,"inhale","correct",0.366681499988772
"P118",-0.31,"invalid",25,"inhale","correct",0.377475400018739
"P118",-0.31,"valid",26,"inhale","correct",0.297149599995464
"P118",0.31,"valid",27,"inhale","correct",0.472657000005711
"P118",10,"catch",28,"inhale","incorrect",0.277428500005044
"P118",0.31,"valid",29,"inhale","correct",0.289904200006276
"P118",0.31,"valid",30,"inhale","correct",0.308730599994306
"P118",-0.31,"valid",31,"inhale","correct",0.35617079999065
"P118",0.31,"valid",32,"inhale","correct",0.362768900027731
"P118",-0.31,"invalid",33,"inhale","correct",0.513684200006537
"P118",10,"catch",34,"inhale","correct",NA
"P118",0.31,"valid",35,"inhale","correct",0.385653200006345
"P118",-0.31,"invalid",36,"inhale","correct",0.360705800005235
"P118",0.31,"invalid",37,"inhale","correct",0.876267000014195
