"participant_ID","target_x","validity","trial","phase","response","rt"
"P113",10,"catch",0,"inhale","correct",NA
"P113",10,"catch",1,"inhale","correct",NA
"P113",0.31,"invalid",2,"inhale","correct",0.399585099999967
"P113",0.31,"invalid",3,"inhale","correct",0.363995100000011
"P113",-0.31,"valid",4,"inhale","correct",0.36323520000002
"P113",-0.31,"invalid",5,"inhale","correct",0.364847700000041
"P113",0.31,"valid",6,"inhale","correct",0.356394800000032
"P113",-0.31,"invalid",7,"inhale","correct",0.36617629999995
"P113",-0.31,"valid",8,"inhale","correct",0.413783000000024
"P113",-0.31,"invalid",9,"inhale","correct",0.342409099999998
"P113",0.31,"invalid",10,"inhale","correct",0.345615199999997
"P113",-0.31,"invalid",11,"inhale","correct",0.517613900000015
"P113",0.31,"valid",12,"inhale","correct",0.377754400000072
"P113",10,"catch",13,"inhale","correct",NA
"P113",-0.31,"invalid",14,"inhale","correct",0.389805899999942
"P113",-0.31,"valid",15,"inhale","correct",0.381970500000079
"P113",10,"catch",16,"inhale","correct",NA
"P113",10,"catch",17,"inhale","correct",NA
"P113",0.31,"invalid",18,"inhale","correct",0.370937000000026
"P113",10,"catch",19,"inhale","correct",NA
"P113",0.31,"invalid",20,"inhale","correct",0.359220899999968
"P113",-0.31,"valid",21,"inhale","correct",0.334024400000089
"P113",0.31,"valid",22,"inhale","correct",0.315545199999974
"P113",-0.31,"invalid",23,"inhale","correct",0.358831799999962
"P113",0.31,"valid",24,"inhale","correct",0.342468199999985
"P113",-0.31,"invalid",25,"inhale","correct",0.366649199999983
"P113",-0.31,"valid",26,"inhale","correct",0.340865899999926
"P113",0.31,"valid",27,"inhale","correct",0.375614499999983
"P113",10,"catch",28,"inhale","correct",NA
"P113",0.31,"valid",29,"inhale","correct",0.397313599999961
"P113",0.31,"valid",30,"inhale","correct",0.362567300000023
"P113",-0.31,"valid",31,"inhale","correct",0.379294700000059
"P113",0.31,"valid",32,"inhale","correct",0.323338000000035
"P113",-0.31,"invalid",33,"inhale","correct",0.40903400000002
"P113",10,"catch",34,"inhale","correct",NA
"P113",0.31,"valid",35,"inhale","correct",0.330215400000043
"P113",-0.31,"invalid",36,"inhale","correct",0.362950400000045
"P113",0.31,"invalid",37,"inhale","correct",0.351410299999998
"P113",0.31,"invalid",38,"inhale","correct",0.438371800000027
"P113",0.31,"valid",39,"inhale","correct",0.392455599999948
"P113",0.31,"invalid",40,"inhale","correct",0.388135799999986
"P113",10,"catch",41,"inhale","correct",NA
"P113",-0.31,"valid",42,"inhale","correct",0.329344799999944
"P113",10,"catch",43,"inhale","correct",NA
"P113",0.31,"invalid",44,"inhale","correct",0.341684800000053
"P113",0.31,"invalid",45,"inhale","correct",0.361165099999994
"P113",0.31,"valid",46,"inhale","correct",0.422618000000057
"P113",-0.31,"valid",47,"inhale","correct",0.382277199999976
"P113",-0.31,"invalid",48,"inhale","correct",0.382997799999998
"P113",10,"catch",49,"inhale","incorrect",0.30927209999993
"P113",-0.31,"valid",50,"inhale","correct",0.38014679999992
"P113",-0.31,"valid",51,"inhale","correct",0.385790899999961
"P113",-0.31,"invalid",52,"inhale","correct",0.408915999999977
