"participant_ID","target_x","validity","trial","phase","response","rt"
"P109",10,"catch",0,"inhale","correct",NA
"P109",10,"catch",1,"inhale","correct",NA
"P109",0.31,"invalid",2,"inhale","correct",0.387574000000313
"P109",0.31,"invalid",3,"inhale","correct",0.291969100002461
"P109",-0.31,"valid",4,"inhale","correct",0.35155069999746
"P109",-0.31,"invalid",5,"inhale","correct",0.296390299998166
"P109",0.31,"valid",6,"inhale","correct",0.311277299999347
"P109",-0.31,"invalid",7,"inhale","correct",0.282970799999021
"P109",-0.31,"valid",8,"inhale","correct",0.381158600001072
"P109",-0.31,"invalid",9,"inhale","correct",0.340018599999894
"P109",0.31,"invalid",10,"inhale","correct",0.455348999999842
"P109",-0.31,"invalid",11,"inhale","correct",0.353171300001122
"P109",0.31,"valid",12,"inhale","correct",0.327502299998741
"P109",10,"catch",13,"inhale","incorrect",0.225931900000433
"P109",-0.31,"invalid",14,"inhale","correct",0.250537399999303
"P109",-0.31,"valid",15,"inhale","correct",0.354071099998691
"P109",10,"catch",16,"inhale","incorrect",0.273719600001641
"P109",10,"catch",17,"inhale","correct",NA
"P109",0.31,"invalid",18,"inhale","correct",0.360374299998512
"P109",10,"catch",19,"inhale","correct",NA
"P109",0.31,"invalid",20,"inhale","correct",0.392762200001016
"P109",-0.31,"valid",21,"inhale","correct",0.51241680000021
"P109",0.31,"valid",22,"inhale","correct",0.510685900000681
"P109",-0.31,"invalid",23,"inhale","correct",0.446414500001993
"P109",0.31,"valid",24,"inhale","correct",0.352378199997474
"P109",-0.31,"invalid",25,"inhale","correct",0.316594399999303
"P109",-0.31,"valid",26,"inhale","correct",0.295859499998187
"P109",0.31,"valid",27,"inhale","correct",0.312838500001817
"P109",10,"catch",28,"inhale","correct",NA
"P109",0.31,"valid",29,"inhale","correct",0.382628000003024
"P109",0.31,"valid",30,"inhale","correct",0.334306000000652
"P109",-0.31,"valid",31,"inhale","correct",0.328469700001733
"P109",0.31,"valid",32,"inhale","correct",0.537962700000207
"P109",-0.31,"invalid",33,"inhale","correct",0.385176499999943
"P109",10,"catch",34,"inhale","correct",NA
"P109",0.31,"valid",35,"inhale","correct",0.308528300000035
"P109",-0.31,"invalid",36,"inhale","correct",0.450647399997251
"P109",0.31,"invalid",37,"inhale","correct",0.489173500001925
"P109",0.31,"invalid",38,"inhale","correct",0.190560000002733
"P109",0.31,"valid",39,"inhale","correct",0.318589599999541
"P109",0.31,"invalid",40,"inhale","correct",0.302816800001892
"P109",10,"catch",41,"inhale","correct",NA
"P109",-0.31,"valid",42,"inhale","correct",0.357088199998543
"P109",10,"catch",43,"inhale","correct",NA
"P109",0.31,"invalid",44,"inhale","correct",0.364038899999287
"P109",0.31,"invalid",45,"inhale","correct",0.49622090000048
"P109",0.31,"valid",46,"inhale","correct",0.379798700003448
"P109",-0.31,"valid",47,"inhale","correct",0.466574500002025
"P109",-0.31,"invalid",48,"inhale","correct",0.283912499999133
"P109",10,"catch",49,"inhale","incorrect",0.184255299998767
"P109",-0.31,"valid",50,"inhale","correct",0.511744800001907
"P109",-0.31,"valid",51,"inhale","correct",0.405210500000976
"P109",-0.31,"invalid",52,"inhale","correct",0.415060999999696
"P109",-0.31,"valid",53,"inhale","correct",0.358641999999236
"P109",10,"catch",54,"inhale","correct",NA
"P109",0.31,"invalid",55,"inhale","correct",0.264741699997103
"P109",-0.31,"valid",56,"inhale","correct",0.305817899999965
"P109",0.31,"valid",57,"inhale","correct",0.268231999998534
"P109",-0.31,"invalid",58,"inhale","correct",0.253175099998771
"P109",0.31,"invalid",59,"inhale","correct",0.315712900002836
"P109",10,"catch",0,"exhale","correct",NA
"P109",10,"catch",1,"exhale","correct",NA
"P109",0.31,"invalid",2,"exhale","correct",0.4269091999995
"P109",0.31,"invalid",3,"exhale","correct",0.393087200001901
"P109",-0.31,"valid",4,"exhale","correct",0.437284499999805
"P109",-0.31,"invalid",5,"exhale","correct",0.55441029999929
"P109",0.31,"valid",6,"exhale","correct",0.389795500002947
"P109",-0.31,"invalid",7,"exhale","correct",0.284755699998641
"P109",-0.31,"valid",8,"exhale","correct",0.427220000001398
"P109",-0.31,"invalid",9,"exhale","correct",0.280953099998442
"P109",0.31,"invalid",10,"exhale","correct",0.336635300001944
"P109",-0.31,"invalid",11,"exhale","correct",0.259146200001851
"P109",0.31,"valid",12,"exhale","correct",0.265329699999711
"P109",10,"catch",13,"exhale","correct",NA
"P109",-0.31,"invalid",14,"exhale","correct",0.266503599999851
"P109",-0.31,"valid",15,"exhale","correct",0.411901400002535
"P109",10,"catch",16,"exhale","correct",NA
"P109",10,"catch",17,"exhale","incorrect",0.242399299997487
"P109",0.31,"invalid",18,"exhale","correct",0.316639399999985
"P109",10,"catch",19,"exhale","incorrect",0.321738200000254
"P109",0.31,"invalid",20,"exhale","correct",0.414219100002811
"P109",-0.31,"valid",21,"exhale","correct",0.364188099996682
"P109",0.31,"valid",22,"exhale","correct",0.307028300001548
"P109",-0.31,"invalid",23,"exhale","correct",0.341269799999282
"P109",0.31,"valid",24,"exhale","correct",0.377307400001882
"P109",-0.31,"invalid",25,"exhale","correct",0.343009100000927
"P109",-0.31,"valid",26,"exhale","correct",0.484018600000127
"P109",0.31,"valid",27,"exhale","correct",0.531602200000634
"P109",10,"catch",28,"exhale","correct",NA
"P109",0.31,"valid",29,"exhale","correct",0.366019400000368
"P109",0.31,"valid",30,"exhale","correct",0.478018699999666
"P109",-0.31,"valid",31,"exhale","correct",0.390747699999338
"P109",0.31,"valid",32,"exhale","correct",0.311031699999148
"P109",-0.31,"invalid",33,"exhale","correct",0.340307599999505
"P109",10,"catch",34,"exhale","incorrect",0.305945000000065
"P109",0.31,"valid",35,"exhale","correct",0.361068799997156
"P109",-0.31,"invalid",36,"exhale","correct",0.428918100002193
"P109",0.31,"invalid",37,"exhale","correct",0.365072000000509
"P109",0.31,"invalid",38,"exhale","correct",0.359933800002182
"P109",0.31,"valid",39,"exhale","correct",0.29724300000089
"P109",0.31,"invalid",40,"exhale","correct",0.342665899999702
"P109",10,"catch",41,"exhale","correct",NA
"P109",-0.31,"valid",42,"exhale","correct",0.300700399999187
"P109",10,"catch",43,"exhale","correct",NA
"P109",0.31,"invalid",44,"exhale","correct",0.42084690000047
"P109",0.31,"invalid",45,"exhale","correct",0.421159399997123
"P109",0.31,"valid",46,"exhale","correct",0.481571500000427
"P109",-0.31,"valid",47,"exhale","correct",0.291308299998491
"P109",-0.31,"invalid",48,"exhale","correct",0.272120800000266
"P109",10,"catch",49,"exhale","correct",NA
"P109",-0.31,"valid",50,"exhale","correct",0.924527200000739
"P109",-0.31,"valid",51,"exhale","correct",0.467357800000173
"P109",-0.31,"invalid",52,"exhale","correct",0.436892999998236
"P109",-0.31,"valid",53,"exhale","correct",0.655692299998918
"P109",10,"catch",54,"exhale","incorrect",0.285368699998799
"P109",0.31,"invalid",55,"exhale","correct",0.337984199999482
"P109",-0.31,"valid",56,"exhale","correct",0.38101039999674
"P109",0.31,"valid",57,"exhale","correct",0.309620799998811
"P109",-0.31,"invalid",58,"exhale","correct",0.432979000001069
"P109",0.31,"invalid",59,"exhale","correct",0.448481600000378
