target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007466700000804849,0.02470790000006673,0.02470790000006673,2.945149200000742,up,2.9018849000021874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.945218199998635,2.9569904999989376,5.952620600000955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
10,0.005,0,0,0,down,9.89819179999904,None,None,,,0,0,0,4,,,,,,,,,5.972149799999897,,,,,,,,,,,,5.963131799999246,5.972149799999897,5.972149799999897,15.877295199999935,down,9.89819179999904,None,15.877655200001755,15.892772899998818,15.892772899998818,15.892772899998818,16.19219389999853,18.889519700001983,None,,,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
0.005,-0.31,1,1,0,up,1.8440104000001156,None,space,0.4570701000011468,None,0,1,1,5,,,,,,,,,18.90607209999871,,,,,,,,,,,,18.889744000000064,18.90607209999871,18.90607209999871,20.75536469999861,up,1.8440104000001156,None,20.755710800000088,20.770813300001464,20.770813300001464,20.770813300001464,21.07053409999935,21.238086000001204,space,0.4570701000011468,None,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
-0.31,0.005,2,2,0,down,4.720833700001094,None,space,0.3308004999998957,None,0,2,2,2,,,,,,,,,21.25365260000035,,,,,,,,,,,,21.238319500000216,21.25365260000035,21.25365260000035,25.98331909999979,down,4.720833700001094,None,25.9836733000011,25.998721100000694,25.998721100000694,25.998721100000694,26.29852060000121,26.332830999999715,space,0.3308004999998957,None,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
0.005,0.31,3,3,0,up,4.442023799998424,None,space,0.4227820999985852,None,0,3,3,6,,,,,,,,,26.3484712999998,,,,,,,,,,,,26.333060699998896,26.3484712999998,26.3484712999998,30.795041800000035,up,4.442023799998424,None,30.79539400000067,30.810516800000187,30.810516800000187,30.810516800000187,31.110208900001453,31.244619299999613,space,0.4227820999985852,None,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
0.005,-0.31,4,4,0,down,3.9626740999992762,None,space,0.3383943000008003,None,0,4,4,7,,,,,,,,,31.260145600001124,,,,,,,,,,,,31.24485139999888,31.260145600001124,31.260145600001124,35.223991700000624,down,3.9626740999992762,None,35.22434350000185,35.23938900000212,35.23938900000212,35.23938900000212,35.53910790000009,35.5901182000016,space,0.3383943000008003,None,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
0.005,0.31,5,5,0,up,5.784694399997534,None,space,0.3068462000010186,None,0,5,5,8,,,,,,,,,35.605659699998796,,,,,,,,,,,,35.590363100000104,35.605659699998796,35.605659699998796,41.40096360000098,up,5.784694399997534,None,41.40131069999916,41.41637339999943,41.41637339999943,41.41637339999943,41.71599530000094,41.73382689999926,space,0.3068462000010186,None,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
0.31,0.005,6,6,0,down,7.704931099997339,None,space,0.30837160000010044,None,0,6,6,3,,,,,,,,,41.749326799999835,,,,,,,,,,,,41.734057000001485,41.749326799999835,41.749326799999835,49.45935620000091,down,7.704931099997339,None,49.45970419999867,49.474760799999785,49.474760799999785,49.474760799999785,49.77447860000029,49.79229630000191,space,0.30837160000010044,None,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
0.31,0.005,7,7,0,up,6.590514499999699,None,space,0.46347469999818713,None,0,7,7,1,,,,,,,,,49.80781190000198,,,,,,,,,,,,49.79252769999948,49.80781190000198,49.80781190000198,56.402148100001796,up,6.590514499999699,None,56.40252709999913,56.417654000000766,56.417654000000766,56.417654000000766,56.717322100001184,56.88515090000146,space,0.46347469999818713,None,,,,,,,,,,,,,,,,,,P109,001,2024-11-15_16h17.06.166,posner_endo_new1,2024.2.4,60.051007325150486,2024-11-15 16h17.13.888632 +0000,
