target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007555399999546353,0.019576799999413197,0.019576799999413197,6327.8827681,up,6327.856621299998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6327.8828202,6327.895208800001,6330.892356600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
10,0.005,0,0,0,down,3.861831500002154,None,None,,,0,0,0,4,,,,,,,,,6330.9101163999985,,,,,,,,,,,,6330.899573999999,6330.9101163999985,6330.9101163999985,6334.773120500002,down,3.861831500002154,None,6334.7735447999985,6334.788682099999,6334.788682099999,6334.788682099999,6335.088111199999,6337.7851854,None,,,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,0.31,1,1,0,down,2.867132399998809,None,space,0.531041300000652,None,0,1,1,8,,,,,,,,,6337.801918000001,,,,,,,,,,,,6337.7853531,6337.801918000001,6337.801918000001,6340.6829569,down,2.867132399998809,None,6340.683226699999,6340.699048099999,6340.699048099999,6340.699048099999,6340.998483200001,6341.232778599999,space,0.531041300000652,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
-0.31,0.005,2,2,0,up,2.0596612000008463,None,space,0.46918430000005173,None,0,2,2,0,,,,,,,,,6341.248194600001,,,,,,,,,,,,6341.2329541,6341.248194600001,6341.248194600001,6343.313670399999,up,2.0596612000008463,None,6343.313942000001,6343.3296357,6343.3296357,6343.3296357,6343.629273099999,6343.813290099999,space,0.46918430000005173,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.31,0.005,3,3,0,down,3.639093400001002,None,space,0.4448402000016358,None,0,3,3,1,,,,,,,,,6343.829058399999,,,,,,,,,,,,6343.813463900002,6343.829058399999,6343.829058399999,6347.476045200001,down,3.639093400001002,None,6347.476317199998,6347.491912099998,6347.491912099998,6347.491912099998,6347.7915765,6347.942408899999,space,0.4448402000016358,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
-0.31,0.005,4,4,0,up,7.134831399998802,None,space,0.511785399998189,None,0,4,4,2,,,,,,,,,6347.958136500001,,,,,,,,,,,,6347.9425845000005,6347.958136500001,6347.958136500001,6355.1017059000005,up,7.134831399998802,None,6355.101972600001,6355.117586,6355.117586,6355.117586,6355.4173271,6355.634576100001,space,0.511785399998189,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,0.31,5,5,0,down,3.8975428999983706,None,space,0.35236649999933434,None,0,5,5,6,,,,,,,,,6355.6503582000005,,,,,,,,,,,,6355.634751000001,6355.6503582000005,6355.6503582000005,6359.563630199998,down,3.8975428999983706,None,6359.5639032,6359.579758200001,6359.579758200001,6359.579758200001,6359.8793670999985,6359.9467358,space,0.35236649999933434,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,-0.31,6,6,0,up,2.482209400001011,None,space,0.6192496999974537,None,0,6,6,7,,,,,,,,,6359.962323600001,,,,,,,,,,,,6359.946909499999,6359.962323600001,6359.962323600001,6362.4606915,up,2.482209400001011,None,6362.460956300001,6362.476601599999,6362.476601599999,6362.476601599999,6362.776283200001,6363.110089900001,space,0.6192496999974537,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,10,7,7,0,down,2.574604999997973,None,None,,,0,7,7,9,,,,,,,,,6363.126113999999,,,,,,,,,,,,6363.110271699999,6363.126113999999,6363.126113999999,6365.707520700002,down,2.574604999997973,None,6365.707789200002,6365.723271999999,6365.723271999999,6365.723271999999,6366.023054100002,6368.7203883,None,,,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,-0.31,8,8,0,down,3.635348099996918,None,space,0.5485756000016409,None,0,8,8,5,,,,,,,,,6368.736853599999,,,,,,,,,,,,6368.720555600001,6368.736853599999,6368.736853599999,6372.384089499999,down,3.635348099996918,None,6372.384362600002,6372.399738299999,6372.399738299999,6372.399738299999,6372.699645000001,6372.950311299999,space,0.5485756000016409,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.31,0.005,9,9,0,up,2.470992800001113,None,space,0.9880006999992474,None,0,9,9,3,,,,,,,,,6372.9659895,,,,,,,,,,,,6372.950485900001,6372.9659895,6372.9659895,6375.4476608,up,2.470992800001113,None,6375.447926199999,6375.463247899999,6375.463247899999,6375.463247899999,6375.7631373,6376.463135099999,space,0.9880006999992474,None,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376.463252400001,6376.4789748,6379.475996100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,-0.31,0,0,0,up,3.774931600000855,None,space,0.43440459999692393,None,,,,,0,0,0,7,,,,,6379.493549700001,,,,,,,,,,,,6379.4829962,6379.493549700001,6379.493549700001,6383.2735689,,,,6383.273970099999,6383.288757599999,6383.288757599999,6383.288757599999,6383.5882513,6383.7394324000015,,,,up,3.774931600000855,None,space,0.43440459999692393,None,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,0.31,1,1,0,down,3.4659294999983103,None,space,0.37217450000025565,None,,,,,0,1,1,6,,,,,6383.754879600001,,,,,,,,,,,,6383.739706799999,6383.754879600001,6383.754879600001,6387.2358704,,,,6387.2362598,6387.2514531000015,6387.2514531000015,6387.2514531000015,6387.551099,6387.635440900001,,,,down,3.4659294999983103,None,space,0.37217450000025565,None,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,0.31,2,2,0,up,2.0488364999982878,None,space,0.5342707999989216,None,,,,,0,2,2,8,,,,,6387.6510194,,,,,,,,,,,,6387.635734200001,6387.6510194,6387.6510194,6389.716747400002,,,,6389.717134800001,6389.732206100001,6389.732206100001,6389.732206100001,6390.031868099999,6390.282858800001,,,,up,2.0488364999982878,None,space,0.5342707999989216,None,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
-0.31,0.005,3,3,0,down,3.2188089000010223,None,space,0.3319205999978294,None,,,,,0,3,3,0,,,,,6390.2981832000005,,,,,,,,,,,,6390.2831326999985,6390.2981832000005,6390.2981832000005,6393.5295052,,,,6393.5298889000005,6393.544966699999,6393.544966699999,6393.544966699999,6393.844594800001,6393.879087199999,,,,down,3.2188089000010223,None,space,0.3319205999978294,None,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,-0.31,4,4,0,down,4.206541399998969,None,space,0.39332980000108364,None,,,,,0,4,4,5,,,,,6393.894693999999,,,,,,,,,,,,6393.8793568,6393.894693999999,6393.894693999999,6398.108103400002,,,,6398.1084902,6398.123627699999,6398.123627699999,6398.123627699999,6398.423351599999,6398.524368499999,,,,down,4.206541399998969,None,space,0.39332980000108364,None,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.31,0.005,5,5,0,up,2.6008236999987275,None,space,0.5549256999984209,None,,,,,0,5,5,1,,,,,6398.5399258,,,,,,,,,,,,6398.524642600001,6398.5399258,6398.5399258,6401.155135199999,,,,6401.155517899999,6401.170538999999,6401.170538999999,6401.170538999999,6401.470209300001,6401.737824200001,,,,up,2.6008236999987275,None,space,0.5549256999984209,None,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
-0.31,0.005,6,6,0,down,2.59502490000159,None,space,0.4225390999999945,None,,,,,0,6,6,2,,,,,6401.753203,,,,,,,,,,,,6401.738088400001,6401.753203,6401.753203,6404.3518496,,,,6404.352249899999,6404.367356499999,6404.367356499999,6404.367356499999,6404.6669009,6404.8013861,,,,down,2.59502490000159,None,space,0.4225390999999945,None,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
0.005,10,7,7,0,up,2.4520248000007996,None,None,,,,,,,0,7,7,9,,,,,6404.816843799999,,,,,,,,,,,,6404.801656399999,6404.816843799999,6404.816843799999,6407.282201599999,,,,6407.2825892,6407.2975291,6407.2975291,6407.2975291,6407.597327899999,6410.294576,,,,up,2.4520248000007996,None,None,,,,,,,,,,,,,,P106,001,2024-11-15_11h13.52.918,posner_endo_new1,2024.2.4,60.04823073896068,2024-11-15 11h14.00.204682 +0000,
