target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007704400002694456,0.023276400002941955,0.023276400002941955,1785.7515101000026,up,1785.722652700002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785.7515615000011,1785.7642562,1788.7612249000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
0.005,10,0,0,0,up,3.39003220000086,None,None,,,0,0,0,9,,,,,,,,,1788.7792375999998,,,,,,,,,,,,1788.7681697000007,1788.7792375999998,1788.7792375999998,1792.1751559000004,up,3.39003220000086,None,1792.1754383000007,1792.1909855000013,1792.1909855000013,1792.1909855000013,1792.4907042000013,1795.1881470000008,None,,,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
0.005,0.31,1,1,0,down,0.5008476000002702,None,space,0.40080030000171973,None,0,1,1,8,,,,,,,,,1795.2046203999998,,,,,,,,,,,,1795.1883113000004,1795.2046203999998,1795.2046203999998,1795.7214359999998,down,0.5008476000002702,None,1795.7217001999998,1795.7373210000005,1795.7373210000005,1795.7373210000005,1796.0370833000015,1796.1543284,space,0.40080030000171973,None,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
-0.31,0.005,2,2,0,up,2.767336400000204,None,space,0.4280276000026788,None,0,2,2,0,,,,,,,,,1796.1702955,,,,,,,,,,,,1796.154489800003,1796.1702955,1796.1702955,1798.9515019000028,up,2.767336400000204,None,1798.9517513000028,1798.967394000003,1798.967394000003,1798.967394000003,1799.267017000002,1799.4011409000013,space,0.4280276000026788,None,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
0.005,0.31,3,3,0,down,3.151863200000662,None,space,0.28786570000011125,None,0,3,3,6,,,,,,,,,1799.4171103000008,,,,,,,,,,,,1799.4013013000003,1799.4171103000008,1799.4171103000008,1802.5811405000022,down,3.151863200000662,None,1802.5813965000016,1802.5969904000012,1802.5969904000012,1802.5969904000012,1802.8966645,1802.8974726000015,space,0.28786570000011125,None,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
0.31,0.005,4,4,0,up,3.0242737999979,None,space,0.23611850000088452,None,0,4,4,3,,,,,,,,,1802.913314700003,,,,,,,,,,,,1802.8976298000016,1802.913314700003,1802.913314700003,1805.9442854000008,up,3.0242737999979,None,1805.9445380000034,1805.9602246000031,1805.9602246000031,1805.9602246000031,,1806.2108143000005,space,0.23611850000088452,None,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
0.005,-0.31,5,5,0,down,2.919125800002803,None,space,0.29351219999807654,None,0,5,5,5,,,,,,,,,1806.226586300003,,,,,,,,,,,,1806.2109830000009,1806.226586300003,1806.226586300003,1809.157661600002,down,2.919125800002803,None,1809.157933100003,1809.1734484000008,1809.1734484000008,1809.1734484000008,1809.4731069000009,1809.473931200002,space,0.29351219999807654,None,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
0.31,0.005,6,6,0,up,3.071279499999946,None,space,0.29646520000096643,None,0,6,6,1,,,,,,,,,1809.489883600003,,,,,,,,,,,,1809.474094600002,1809.489883600003,1809.489883600003,1812.5709565000034,up,3.071279499999946,None,1812.571207500001,1812.5868243000004,1812.5868243000004,1812.5868243000004,1812.8866194000002,1812.8875216000015,space,0.29646520000096643,None,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
-0.31,0.005,7,7,0,down,3.290262900001835,None,space,0.25991139999678126,None,0,7,7,2,,,,,,,,,1812.9031770000001,,,,,,,,,,,,1812.8876851000023,1812.9031770000001,1812.9031770000001,1816.2005788000024,down,3.290262900001835,None,1816.200828500001,1816.2164281000005,1816.2164281000005,1816.2164281000005,,1816.483388200002,space,0.25991139999678126,None,,,,,,,,,,,,,,,,,,P108,001,2024-11-15_14h26.54.645,posner_endo_new1,2024.2.4,60.0932647478556,2024-11-15 14h27.02.635362 +0000,
