target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007453500000337954,0.029422600000543753,0.029422600000543753,5517.5713043,up,5517.523098200001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517.571365399999,5517.584824699999,5520.580939899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
0.005,-0.31,0,0,0,down,4.688008600001922,None,space,0.6285064000003331,None,0,0,0,5,,,,,,,,,5520.599540800002,,,,,,,,,,,,5520.589263400001,5520.599540800002,5520.599540800002,5525.2933505,down,4.688008600001922,None,5525.293634900001,5525.309305300001,5525.309305300001,5525.309305300001,5525.608966600001,5525.943056100001,space,0.6285064000003331,None,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
-0.31,0.005,1,1,0,up,16.45771009999953,None,space,0.4916809000023932,None,0,1,1,0,,,,,,,,,5525.958502900001,,,,,,,,,,,,5525.943217700002,5525.958502900001,5525.958502900001,5542.4260827,up,16.45771009999953,None,5542.4263562000015,5542.441652000001,5542.441652000001,5542.441652000001,5542.7415016999985,5542.941982,space,0.4916809000023932,None,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
0.005,0.31,2,2,0,down,7.506379899998137,None,space,0.3771935000004305,None,0,2,2,6,,,,,,,,,5542.957796899998,,,,,,,,,,,,5542.942140200001,5542.957796899998,5542.957796899998,5550.467624199999,down,7.506379899998137,None,5550.4678805,5550.483375299998,5550.483375299998,5550.483375299998,5550.783147599999,5550.867386900001,space,0.3771935000004305,None,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
-0.31,0.005,3,3,0,up,3.390264499998011,None,space,0.3978295999986585,None,0,3,3,2,,,,,,,,,5550.8828221,,,,,,,,,,,,5550.867544100001,5550.8828221,5550.8828221,5554.280584200002,up,3.390264499998011,None,5554.280839300001,5554.2961276999995,5554.2961276999995,5554.2961276999995,5554.595870900001,5554.6967018,space,0.3978295999986585,None,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
0.31,0.005,4,4,0,down,8.82279440000275,None,space,0.34566590000031283,None,0,4,4,3,,,,,,,,,5554.7130019,,,,,,,,,,,,5554.696864199999,5554.7130019,5554.7130019,5563.537764100001,down,8.82279440000275,None,5563.538031399999,5563.5533799,5563.5533799,5563.5533799,5563.853096999999,5563.9039748,space,0.34566590000031283,None,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
0.005,0.31,5,5,0,up,3.6485945000022184,None,space,0.3361728999989282,None,0,5,5,8,,,,,,,,,5563.919700300001,,,,,,,,,,,,5563.904135100001,5563.919700300001,5563.919700300001,5567.583467500001,up,3.6485945000022184,None,5567.583725,5567.599387999999,5567.599387999999,5567.599387999999,5567.898930300002,5567.949599,space,0.3361728999989282,None,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
0.005,10,6,6,0,down,7.2743881000023976,None,None,,,0,6,6,9,,,,,,,,,5567.9656178000005,,,,,,,,,,,,5567.949754900001,5567.9656178000005,5567.9656178000005,5575.2422916,down,7.2743881000023976,None,5575.2425497,5575.258142400002,5575.258142400002,5575.258142400002,5575.557772799999,5578.255116100001,None,,,5576.2737357000005,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
0.005,-0.31,7,7,0,up,1.0559926999994786,None,space,0.31603809999796795,None,0,7,7,7,,,,,,,,,5578.271724099999,,,,,,,,,,,,5578.255272499999,5578.271724099999,5578.271724099999,5579.3379644000015,up,1.0559926999994786,None,5579.338222999999,5579.353962000001,5579.353962000001,5579.353962000001,5579.6534173,5579.671018199999,space,0.31603809999796795,None,,,,,,,,,,,,,,,,,,,P127,001,2024-11-21_11h30.10.426,posner_endo_new1,2024.2.4,60.17343186501619,2024-11-21 11h30.19.865600 +0000,
