target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007645199999387842,0.027503299999807496,0.027503299999807496,409.81282609999835,up,409.77152549999664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.8128915999987,409.8283195999975,412.8255468999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
0.31,0.005,0,0,0,up,3.8905287999987195,None,space,0.39480649999677553,None,0,0,0,1,,,,,,,,,412.8443006999987,,,,,,,,,,,,412.83503969999947,412.8443006999987,412.8443006999987,416.738322899997,up,3.8905287999987195,None,416.7385850999999,416.7546168999979,416.7546168999979,416.7546168999979,417.0543156999993,417.15455949999887,space,0.39480649999677553,None,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
0.005,-0.31,1,1,0,down,2.2365943000004336,None,space,0.3922063000027265,None,0,1,1,7,,,,,,,,,417.17094670000006,,,,,,,,,,,,417.1547284999979,417.17094670000006,417.17094670000006,419.41927739999664,down,2.2365943000004336,None,419.41954089999854,419.43524289999914,419.43524289999914,419.43524289999914,419.7349654999998,419.835549899999,space,0.3922063000027265,None,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
-0.31,0.005,2,2,0,up,2.7481044000014663,None,space,0.3053254000005836,None,0,2,2,0,,,,,,,,,419.85154559999864,,,,,,,,,,,,419.8357154999976,419.85154559999864,419.85154559999864,422.6159738999995,up,2.7481044000014663,None,422.6162252999966,422.63187579999794,422.63187579999794,422.63187579999794,422.9315460999969,422.94885189999695,space,0.3053254000005836,None,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
0.31,0.005,3,3,0,down,2.6979300000020885,None,space,0.3367742000009457,None,0,3,3,3,,,,,,,,,422.9649707999997,,,,,,,,,,,,422.94901989999926,422.9649707999997,422.9649707999997,425.6797098999996,down,2.6979300000020885,None,425.6799648999986,425.69575579999946,425.69575579999946,425.69575579999946,425.9952412999992,426.04586749999726,space,0.3367742000009457,None,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
-0.31,0.005,4,4,0,up,3.0250950000008743,None,space,0.3160171999988961,None,0,4,4,2,,,,,,,,,426.06195279999883,,,,,,,,,,,,426.0460237999978,426.06195279999883,426.06195279999883,429.0927500999969,up,3.0250950000008743,None,429.0930214999971,429.10865179999746,429.10865179999746,429.10865179999746,429.40839219999907,429.4260723999978,space,0.3160171999988961,None,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
0.005,10,5,5,0,down,2.5820278999999573,None,None,,,0,5,5,9,,,,,,,,,429.44166159999804,,,,,,,,,,,,429.42623289999756,429.44166159999804,429.44166159999804,432.0394959999976,down,2.5820278999999573,None,432.0397606999977,432.05558499999825,432.05558499999825,432.05558499999825,432.35517649999747,435.0526377999995,None,,,433.05459639999754,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
0.005,0.31,6,6,0,up,3.0177485999993223,None,space,0.37402640000073006,None,0,6,6,6,,,,,,,,,435.0691470999991,,,,,,,,,,,,435.05279289999817,435.0691470999991,435.0691470999991,438.1001763999993,up,3.0177485999993223,None,438.1004264999974,438.115853299998,438.115853299998,438.115853299998,438.41602059999786,438.5000966999978,space,0.37402640000073006,None,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
0.005,-0.31,7,7,0,down,3.395297600000049,None,space,0.3714405999999144,None,0,7,7,5,,,,,,,,,438.51579409999977,,,,,,,,,,,,438.5002543999981,438.51579409999977,438.51579409999977,441.9133804999983,down,3.395297600000049,None,441.9136357999996,441.92886969999745,441.92886969999745,441.92886969999745,442.228143999997,442.31262159999824,space,0.3714405999999144,None,,,,,,,,,,,,,,,,,,,P138,001,2024-12-13_13h46.35.076,posner_endo_new1,2024.2.4,60.067527915541184,2024-12-13 13h46.42.369581 +0000,
