target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,key_resp.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.005,0.31,24,24,0,up,2.472299799999746,None,space,0.37347480000062205,None,,,,,0,24,24,24,,,,,2778.1405364,,,,,,,,,,,,2778.1248192000003,2778.1405364,2778.1405364,2780.621961500001,,,,2780.6222173000006,2780.6380351000007,2780.6380351000007,2780.6380351000007,2780.9376864000005,,2781.0215742,,,,up,2.472299799999746,None,space,0.37347480000062205,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
0.31,0.005,25,25,0,down,2.280098100000032,None,space,0.3230963000005431,None,,,,,0,25,25,25,,,,,2781.037614500001,,,,,,,,,,,,2781.0217415000006,2781.037614500001,2781.037614500001,2783.3194428999996,,,,2783.3197051000006,2783.3351786000003,2783.3351786000003,2783.3351786000003,2783.6350002,,2783.6688522000004,,,,down,2.280098100000032,None,space,0.3230963000005431,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
10,0.005,26,26,0,up,2.5526350000000093,None,None,,,,,,,0,26,26,26,,,,,2783.6847903,,,,,,,,,,,,2783.669020000001,2783.6847903,2783.6847903,2786.249727300001,,,,2786.2499811,2786.2655680000007,2786.2655680000007,2786.2655680000007,2786.565203,2787.2646702,2789.262769500001,,,,up,2.5526350000000093,None,None,,,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
10,0.005,27,27,0,down,0.3418720999998186,None,None,,,,,,,0,27,27,27,,,,,2789.279114500001,,,,,,,,,,,,2789.2629402000002,2789.279114500001,2789.279114500001,2789.6297268,,,,2789.6299768999997,2789.6454888000007,2789.6454888000007,2789.6454888000007,2789.9452019,2790.6443113000005,2792.6424855000005,,,,down,0.3418720999998186,None,None,,,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
0.005,-0.31,28,28,0,up,5.418108400001074,None,space,0.3761157999997522,None,,,,,0,28,28,28,,,,,2792.659090700001,,,,,,,,,,,,2792.6426555,2792.659090700001,2792.659090700001,2798.0875455999994,,,,2798.087799000001,2798.103371000001,2798.103371000001,2798.103371000001,2798.403219,,2798.487705900001,,,,up,5.418108400001074,None,space,0.3761157999997522,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
0.31,0.005,29,29,0,down,2.7988756999984616,None,space,0.4179954999999609,None,,,,,0,29,29,29,,,,,2798.503046,,,,,,,,,,,,2798.4878714999995,2798.503046,2798.503046,2801.3176550000007,,,,2801.3179075999997,2801.3334283000004,2801.3334283000004,2801.3334283000004,2801.6331735000003,,2801.7671862000007,,,,down,2.7988756999984616,None,space,0.4179954999999609,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
10,0.005,30,30,0,up,2.174667100000079,None,None,,,,,,,0,30,30,30,,,,,2801.7829905,,,,,,,,,,,,2801.767352300001,2801.7829905,2801.7829905,2803.9650096000005,,,,2803.965274600001,2803.980850600001,2803.980850600001,2803.980850600001,2804.2804873000005,2804.996465800001,2806.9778293,,,,up,2.174667100000079,None,None,,,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
0.31,0.005,31,31,0,down,0.6030399999999645,None,space,0.4099754999988363,None,,,,,0,31,31,31,,,,,2806.994301500001,,,,,,,,,,,,2806.9779952999997,2806.994301500001,2806.994301500001,2807.6111665000008,,,,2807.6114173999995,2807.6269728999996,2807.6269728999996,2807.6269728999996,2807.9267309999996,,2808.044064400001,,,,down,0.6030399999999645,None,space,0.4099754999988363,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
0.31,0.005,32,32,0,up,1.4016245000002527,None,space,0.3810496999994939,None,,,,,0,32,32,32,,,,,2808.0599772999994,,,,,,,,,,,,2808.044230900001,2808.0599772999994,2808.0599772999994,2809.475878200001,,,,2809.4761290999995,2809.4917226,2809.4917226,2809.4917226,2809.7914407999997,,2809.875600900001,,,,up,1.4016245000002527,None,space,0.3810496999994939,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
10,0.005,33,33,0,down,3.0256024000009347,None,None,,,,,,,0,33,33,33,,,,,2809.8912444,,,,,,,,,,,,2809.875778200001,2809.8912444,2809.8912444,2812.9225000999995,,,,2812.9227513000005,2812.9381888000007,2812.9381888000007,2812.9381888000007,2813.2380637999995,2813.9372268000006,2815.935231200001,,,,down,3.0256024000009347,None,None,,,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
0.005,-0.31,34,34,0,down,3.4453057999999146,None,space,0.3565419999995356,None,,,,,0,34,34,34,,,,,2815.9516934000003,,,,,,,,,,,,2815.9353955999995,2815.9516934000003,2815.9516934000003,2819.3990968,,,,2819.399349700001,2819.4149842999996,2819.4149842999996,2819.4149842999996,2819.714611700001,,2819.7819519000004,,,,down,3.4453057999999146,None,space,0.3565419999995356,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
-0.31,0.005,35,35,0,up,2.3597186999995756,None,space,0.3762073000016244,None,,,,,0,35,35,35,,,,,2819.7979293000008,,,,,,,,,,,,2819.782127800001,2819.7979293000008,2819.7979293000008,2822.162900000001,,,,2822.1631522000007,2822.1787889999996,2822.1787889999996,2822.1787889999996,2822.47854,,2822.562546000001,,,,up,2.3597186999995756,None,space,0.3762073000016244,None,,,,,,,,,,,,P126,001,2024-11-21_10h25.46.650,posner_endo_new1,2024.2.4,60.124192532623944,2024-11-21 10h25.54.089071 +0000,
