target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.008212900000216905,0.028826600000684266,0.028826600000684266,467.640979400001,up,467.60243400000036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.6410477999998,467.6529085000002,470.6496609000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
0.005,0.31,0,0,0,up,9.0731923000003,None,space,0.580194099999062,None,0,0,0,6,,,,,,,,,470.66945959999975,,,,,,,,,,,,470.65994350000074,470.66945959999975,470.66945959999975,479.7579089999999,up,9.0731923000003,None,479.75825760000043,479.77346860000034,479.77346860000034,479.77346860000034,480.0731312000007,480.3573862000012,space,0.580194099999062,None,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
0.005,-0.31,1,1,0,down,2.586078299998917,None,space,0.38233170000057726,None,0,1,1,7,,,,,,,,,480.37263019999955,,,,,,,,,,,,480.3576028000007,480.37263019999955,480.37263019999955,482.97117790000084,down,2.586078299998917,None,482.9714882999997,482.9868961000011,482.9868961000011,482.9868961000011,483.28657340000063,483.3710604000007,space,0.38233170000057726,None,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
-0.31,0.005,2,2,0,up,2.9728460000005725,None,space,0.3768165000001318,None,0,2,2,2,,,,,,,,,483.3865033000002,,,,,,,,,,,,483.371274000001,483.3865033000002,483.3865033000002,486.3676507,up,2.9728460000005725,None,486.3679609999999,486.3836568000006,486.3836568000006,486.3836568000006,486.68314590000045,486.7673917000011,space,0.3768165000001318,None,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
0.31,0.005,3,3,0,down,2.3116862999995647,None,space,0.5939796000002389,None,0,3,3,3,,,,,,,,,486.7829679999995,,,,,,,,,,,,486.7676035000004,486.7829679999995,486.7829679999995,489.0984669999998,down,2.3116862999995647,None,489.0987918999999,489.11398910000025,489.11398910000025,489.11398910000025,489.41363079999974,489.71438040000066,space,0.5939796000002389,None,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
0.005,10,4,4,0,up,4.092629199998555,None,None,,,0,4,4,9,,,,,,,,,489.73015040000064,,,,,,,,,,,,489.71459010000035,489.73015040000064,489.73015040000064,493.82715129999997,up,4.092629199998555,None,493.8274627999999,493.8424487000011,493.8424487000011,493.8424487000011,494.14200660000097,496.83960540000044,None,,,494.8580726,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
-0.31,0.005,5,5,0,down,0.1183141000001342,None,space,0.4698518999994121,None,0,5,5,0,,,,,,,,,496.85602480000125,,,,,,,,,,,,496.8397992000009,496.85602480000125,496.85602480000125,496.9902720000009,down,0.1183141000001342,None,496.9905854000008,497.005946700001,497.005946700001,497.005946700001,497.3058207000013,497.48975790000077,space,0.4698518999994121,None,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
10,0.005,6,6,0,up,3.381484100000307,None,None,,,0,6,6,4,,,,,,,,,497.5054056000008,,,,,,,,,,,,497.48996160000024,497.5054056000008,497.5054056000008,500.90303380000114,up,3.381484100000307,None,500.9033528,500.9185139000001,500.9185139000001,500.9185139000001,501.21834239999953,503.91570310000134,None,,,501.91743250000036,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
0.005,-0.31,7,7,0,down,0.6191174999985378,None,space,0.30715740000050573,None,0,7,7,5,,,,,,,,,503.93221620000077,,,,,,,,,,,,503.9158602000007,503.93221620000077,503.93221620000077,504.5658209000012,down,0.6191174999985378,None,504.56607319999966,504.58162269999957,504.58162269999957,504.58162269999957,504.88098530000025,504.8986120999998,space,0.30715740000050573,None,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
0.31,0.005,8,8,0,up,4.516680799999449,None,space,0.39194379999935336,None,0,8,8,1,,,,,,,,,504.91448310000123,,,,,,,,,,,,504.89876970000114,504.91448310000123,504.91448310000123,509.44395840000107,up,4.516680799999449,None,509.44420809999974,509.45979960000113,509.45979960000113,509.45979960000113,509.7594165999999,509.859986200001,space,0.39194379999935336,None,,,,,,,,,,,,,,,,,,,P119,001,2024-11-20_11h02.28.842,posner_endo_new1,2024.2.4,60.044084366681226,2024-11-20 11h02.35.758416 +0000,
