target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0075543000020843465,0.030188800003088545,0.030188800003088545,3010.8254960000013,up,3010.7748651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010.8255781000007,3010.837344300002,3013.8331359000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
0.005,10,0,0,0,up,3.8755533000003197,None,None,,,0,0,0,9,,,,,,,,,3013.857365600001,,,,,,,,,,,,3013.8478318000016,3013.857365600001,3013.857365600001,3017.7469028000014,up,3.8755533000003197,None,3017.747212100003,3017.7628692000035,3017.7628692000035,3017.7628692000035,3018.0624844000013,3020.7598517000006,None,,,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
10,0.005,1,1,0,down,2.3161768999998458,None,None,,,0,1,1,4,,,,,,,,,3020.7765228000026,,,,,,,,,,,,3020.760032000002,3020.7765228000026,3020.7765228000026,3023.1082290000013,down,2.3161768999998458,None,3023.1084980000014,3023.123829400003,3023.123829400003,3023.123829400003,3023.423539200001,3026.1209105000016,None,,,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
0.005,0.31,2,2,0,up,3.060184699999809,None,space,0.5184755000009318,None,0,2,2,8,,,,,,,,,3026.137241700002,,,,,,,,,,,,3026.1210821000022,3026.137241700002,3026.137241700002,3029.201989500001,up,3.060184699999809,None,3029.2022583000035,3029.2174343000006,3029.2174343000006,3029.2174343000006,3029.517374400002,3029.7513077000003,space,0.5184755000009318,None,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
0.31,0.005,3,3,0,down,3.974465600000258,None,space,0.46727610000016284,None,0,3,3,3,,,,,,,,,3029.7667094000026,,,,,,,,,,,,3029.751487900001,3029.7667094000026,3029.7667094000026,3033.7470863000017,down,3.974465600000258,None,3033.747361200003,3033.762934000002,3033.762934000002,3033.762934000002,3034.0625642000014,3034.2462361000034,space,0.46727610000016284,None,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
0.005,-0.31,4,4,0,up,6.0060928000020795,None,space,0.3801400000011199,None,0,4,4,5,,,,,,,,,3034.2624106000003,,,,,,,,,,,,3034.2464148,3034.2624106000003,3034.2624106000003,3040.2738764000023,up,6.0060928000020795,None,3040.2741460000034,3040.289678600002,3040.289678600002,3040.289678600002,3040.5894942000014,3040.6736998000015,space,0.3801400000011199,None,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
0.005,-0.31,5,5,0,down,4.635523700002523,None,space,0.3922673000015493,None,0,5,5,7,,,,,,,,,3040.6891627000005,,,,,,,,,,,,3040.673894200001,3040.6891627000005,3040.6891627000005,3045.335478300003,down,4.635523700002523,None,3045.3357502,3045.3509398000024,3045.3509398000024,3045.3509398000024,3045.651077900002,3045.751814000003,space,0.3922673000015493,None,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
-0.31,0.005,6,6,0,up,7.053972399997292,None,space,0.4409142000004067,None,0,6,6,0,,,,,,,,,3045.7672958000003,,,,,,,,,,,,3045.7519923,3045.7672958000003,3045.7672958000003,3052.8278150000006,up,7.053972399997292,None,3052.8280825,3052.8434024000017,3052.8434024000017,3052.8434024000017,3053.143056500001,3053.2938498000003,space,0.4409142000004067,None,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
0.005,0.31,7,7,0,down,4.679893299999094,None,space,0.3710935999988578,None,0,7,7,6,,,,,,,,,3053.3096793000004,,,,,,,,,,,,3053.294034600003,3053.3096793000004,3053.3096793000004,3058.005556100001,down,4.679893299999094,None,3058.0058304000013,3058.0216360000013,3058.0216360000013,3058.0216360000013,3058.3211923000017,3058.4053246000003,space,0.3710935999988578,None,,,,,,,,,,,,,,,,,,P107,001,2024-11-15_13h13.15.754,posner_endo_new1,2024.2.4,60.13833018807161,2024-11-15 13h13.23.229925 +0000,
