target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007589500000001692,0.02036460000000062,0.02036460000000062,424.7279406,up,424.6921919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.7280297,424.738065,427.7299381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
0.005,0.31,0,0,0,up,5.2016475000000355,None,space,0.4564826000000153,None,0,0,0,8,,,,,,,,,427.7506609,,,,,,,,,,,,427.741307,427.7506609,427.7506609,432.9588006,up,5.2016475000000355,None,432.9591569,432.9747944,432.9747944,432.9747944,433.2742527,433.4416514,space,0.4564826000000153,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
0.005,-0.31,1,1,0,down,2.702175699999998,None,space,0.3746858999999745,None,0,1,1,5,,,,,,,,,433.457258,,,,,,,,,,,,433.4418556,433.457258,433.457258,436.1722903,down,2.702175699999998,None,436.1726013,436.1880442,436.1880442,436.1880442,436.4876136,436.5717179,space,0.3746858999999745,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
-0.31,0.005,2,2,0,up,2.5411399999999844,None,space,0.3047745000000077,None,0,2,2,2,,,,,,,,,436.587473,,,,,,,,,,,,436.5719196,436.587473,436.587473,439.1359012,up,2.5411399999999844,None,439.1362133,439.1516344,439.1516344,439.1516344,439.4511312,439.4689349,space,0.3047745000000077,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
0.005,-0.31,3,3,0,down,2.04269290000002,None,space,0.4405636000000186,None,0,3,3,7,,,,,,,,,439.4846226,,,,,,,,,,,,439.46914,439.4846226,439.4846226,441.535447,down,2.04269290000002,None,441.5362391,441.5496979,441.5496979,441.5496979,441.8488263,441.9996377,space,0.4405636000000186,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
0.31,0.005,4,4,0,up,3.0559992000000307,None,space,0.580782499999998,None,0,4,4,3,,,,,,,,,442.015296,,,,,,,,,,,,441.9998633,442.015296,442.015296,445.0798589,up,3.0559992000000307,None,445.0802055,445.0955458,445.0955458,445.0955458,445.3952115,445.6794872,space,0.580782499999998,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
0.31,0.005,5,5,0,down,2.936514299999999,None,space,0.5227748000000361,None,0,5,5,1,,,,,,,,,445.6948589,,,,,,,,,,,,445.6797172,445.6948589,445.6948589,448.6429533,down,2.936514299999999,None,448.6433108,448.6584199,448.6584199,448.6584199,448.95813880000003,449.1923523,space,0.5227748000000361,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
-0.31,0.005,6,6,0,up,2.126985599999955,None,space,0.2799934000000235,None,0,6,6,0,,,,,,,,,449.2079679,,,,,,,,,,,,449.1925823,449.2079679,449.2079679,451.3402387,up,2.126985599999955,None,451.3405893,451.3557806,451.3557806,451.3557806,451.6554216,451.6401124,space,0.2799934000000235,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
0.005,0.31,7,7,0,down,2.8718964000000256,None,space,0.3414950999999746,None,0,7,7,6,,,,,,,,,451.6554216,,,,,,,,,,,,451.6403522,451.6554216,451.6554216,454.5365813,down,2.8718964000000256,None,454.536834,454.5525801,454.5525801,454.5525801,454.8524066,454.9030074,space,0.3414950999999746,None,,,,,,,,,,,,,,,,,,,P114,001,2024-11-19_13h58.45.886,posner_endo_new1,2024.2.4,60.02617141073639,2024-11-19 13h58.53.218602 +0000,
