target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007490099999998279,0.023499499999999784,0.023499499999999784,464.89945019999993,up,464.8634457999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.89950339999996,464.91529919999994,467.91246639999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
-0.31,0.005,0,0,0,down,3.796616100000051,None,space,0.51727249999999,None,0,0,0,2,,,,,,,,,467.92999199999997,,,,,,,,,,,,467.9190449,467.92999199999997,467.92999199999997,471.74233019999997,down,3.796616100000051,None,471.74259459999996,471.7581235,471.7581235,471.7581235,472.0579518999999,472.2917049,space,0.51727249999999,None,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
0.005,0.31,1,1,0,up,4.434908599999972,None,space,0.31132669999999507,None,0,1,1,8,,,,,,,,,472.3078557,,,,,,,,,,,,472.29185859999996,472.3078557,472.3078557,476.75371399999995,up,4.434908599999972,None,476.7539547,476.7699815,476.7699815,476.7699815,477.06945239999993,477.0870092,space,0.31132669999999507,None,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
-0.31,0.005,2,2,0,down,2.9354835999999978,None,space,0.3433548000000428,None,0,2,2,0,,,,,,,,,477.1028586,,,,,,,,,,,,477.0871585,477.1028586,477.1028586,480.05035869999995,down,2.9354835999999978,None,480.0506021,480.0665533,480.0665533,480.0665533,480.3656424999999,480.41635729999996,space,0.3433548000000428,None,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
0.31,0.005,3,3,0,down,6.246427700000027,None,space,0.3170124999999189,None,0,3,3,1,,,,,,,,,480.4325024,,,,,,,,,,,,480.4165101,480.4325024,480.4325024,486.6937437,down,6.246427700000027,None,486.69398509999996,486.7094351999999,486.7094351999999,486.7094351999999,487.00947099999996,487.0271388,space,0.3170124999999189,None,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
10,0.005,4,4,0,up,3.396368900000084,None,None,,,0,4,4,4,,,,,,,,,487.0426845999999,,,,,,,,,,,,487.027291,487.0426845999999,487.0426845999999,490.4398145,up,3.396368900000084,None,490.4400574,490.4560215,490.4560215,490.4560215,490.75562519999994,493.4529949,None,,,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
0.005,0.31,5,5,0,down,0.08887559999993755,None,space,0.277350800000022,None,0,5,5,6,,,,,,,,,493.46939629999997,,,,,,,,,,,,493.4531462,493.46939629999997,493.46939629999997,493.570151,down,0.08887559999993755,None,493.5703925,493.5862202999999,493.5862202999999,493.5862202999999,493.8857006999999,493.8693554,space,0.277350800000022,None,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
0.005,-0.31,6,6,0,up,3.3204392999999754,None,space,0.45348230000001877,None,0,6,6,5,,,,,,,,,493.8857006999999,,,,,,,,,,,,493.8695035999999,493.8857006999999,493.8857006999999,497.2160288,up,3.3204392999999754,None,497.21626879999997,497.2323023,497.2323023,497.2323023,497.5320659,497.6990691,space,0.45348230000001877,None,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
0.005,10,7,7,0,down,2.6595283999999992,None,None,,,0,7,7,9,,,,,,,,,497.7151210999999,,,,,,,,,,,,497.6992205,497.7151210999999,497.7151210999999,500.3794749,down,2.6595283999999992,None,500.3797134,500.39492269999994,500.39492269999994,500.39492269999994,500.6953926,503.3927953,None,,,,,,,,,,,,,,,,,,,,P101,001,2024-11-12_14h20.12.744,posner_endo_new1,2024.2.4,60.041092123453396,2024-11-12 14h20.19.836295 +0000,
