target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,key_resp.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007450999999491614,0.01942330000019865,0.01942330000019865,2629.3327831999995,up,2629.3116355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.3328371000007,2629.3484745000005,2632.3455601000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.005,0.31,0,0,0,up,0.4301428999988275,None,None,,,0,0,0,8,,,,,,,,,2632.3637605000004,,,,,,,,,,,,2632.3527976999994,2632.3637605000004,2632.3637605000004,2632.795537,up,0.4301428999988275,None,2632.795819000001,2632.8115005,2632.8115005,2632.8115005,2633.1112563000006,2633.810553200001,2635.8087163,None,,,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
10,0.005,1,1,0,down,1.2483966999989207,None,None,,,0,1,1,4,,,,,,,,,2635.8253191000003,,,,,,,,,,,,2635.8088828,2635.8253191000003,2635.8253191000003,2637.0749087999993,down,1.2483966999989207,None,2637.0751641999996,2637.0905841000003,2637.0905841000003,2637.0905841000003,2637.3904115000005,2638.1063636,2640.0877149999997,None,,,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
-0.31,0.005,2,2,0,down,3.585878699999739,None,space,0.5015524999998888,None,0,2,2,2,,,,,,,,,2640.104310999999,,,,,,,,,,,,2640.087879999999,2640.104310999999,2640.104310999999,2643.701487800001,down,3.585878699999739,None,2643.7017410999997,2643.717096799999,2643.717096799999,2643.717096799999,2644.016724700001,,2644.2340397999997,space,0.5015524999998888,None,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.31,0.005,3,3,0,up,2.3439706999997725,None,space,0.4583191000001534,None,0,3,3,3,,,,,,,,,2644.2496314,,,,,,,,,,,,2644.2342038000006,2644.2496314,2644.2496314,2646.5987195,up,2.3439706999997725,None,2646.5989781999997,2646.6143133999994,2646.6143133999994,2646.6143133999994,2646.913864,,2647.0811410000006,space,0.4583191000001534,None,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.31,0.005,4,4,0,down,3.2486119999994116,None,space,0.5378473000000668,None,0,4,4,1,,,,,,,,,2647.0970008999993,,,,,,,,,,,,2647.0813049999997,2647.0970008999993,2647.0970008999993,2650.3610143999995,down,3.2486119999994116,None,2650.361277,2650.3769821000005,2650.3769821000005,2650.3769821000005,2650.6767858999992,,2650.9274122999996,space,0.5378473000000668,None,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.005,-0.31,5,5,0,up,2.8189653999997972,None,space,0.5432395999996515,None,0,5,5,5,,,,,,,,,2650.9431428999997,,,,,,,,,,,,2650.9275772,2650.9431428999997,2650.9431428999997,2653.7742553999997,up,2.8189653999997972,None,2653.7745109000007,2653.7903000000006,2653.7903000000006,2653.7903000000006,2654.0898815,,2654.3404001,space,0.5432395999996515,None,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.005,-0.31,6,6,0,down,2.102079700000104,None,space,0.506319899999653,None,0,6,6,7,,,,,,,,,2654.3560318,,,,,,,,,,,,2654.3405652,2654.3560318,2654.3560318,2656.4716731000008,down,2.102079700000104,None,2656.471929200001,2656.4874366000004,2656.4874366000004,2656.4874366000004,2656.7873865,,2657.0044873999996,space,0.506319899999653,None,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.005,0.31,7,7,0,up,2.5573972999991383,None,space,0.37619180000001506,None,0,7,7,6,,,,,,,,,2657.0202424,,,,,,,,,,,,2657.0046521000004,2657.0202424,2657.0202424,2659.5850119999996,up,2.5573972999991383,None,2659.5852655,2659.6009154000003,2659.6009154000003,2659.6009154000003,2659.9007801000007,,2659.9850121,space,0.37619180000001506,None,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.005,10,8,8,0,down,2.7212137000005896,None,None,,,0,8,8,9,,,,,,,,,2660.0005829,,,,,,,,,,,,2659.985176,2660.0005829,2660.0005829,2662.7320400999997,down,2.7212137000005896,None,2662.7322968000008,2662.7476633999995,2662.7476633999995,2662.7476633999995,2663.0469691,2663.7633814,2665.7448387000004,None,,,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
-0.31,0.005,9,9,0,up,1.4882488999992347,None,space,0.3871646999996301,None,0,9,9,0,,,,,,,,,2665.761126900001,,,,,,,,,,,,2665.745007900001,2665.761126900001,2665.761126900001,2667.2606238999997,up,1.4882488999992347,None,2667.2608757,2667.2764891000006,2667.2764891000006,2667.2764891000006,2667.5760594000003,,2667.6767729000003,space,0.3871646999996301,None,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.6768878000003,2667.6926509000004,2670.6895612999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
-0.31,0.005,0,0,0,down,1.0948982999998407,None,space,0.38924129999941215,None,,,,,0,0,0,0,,,,,2670.7082690000007,,,,,,,,,,,,2670.697671,2670.7082690000007,2670.7082690000007,2671.8058762,,,,2671.8061405999997,2671.8216262999995,2671.8216262999995,2671.8216262999995,2672.1214364000007,,2672.222199399999,,,,down,1.0948982999998407,None,space,0.38924129999941215,None,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
0.005,0.31,1,1,0,up,3.860412500000166,None,space,0.41456299999845214,None,,,,,0,1,1,1,,,,,2672.2380083000007,,,,,,,,,,,,2672.2223694000004,2672.2380083000007,2672.2380083000007,2676.1013021,,,,2676.1015637,2676.1168392,2676.1168392,2676.1168392,2676.4165933999993,,2676.5342602,,,,up,3.860412500000166,None,space,0.41456299999845214,None,,,,,,,,,,,,P132,001,2024-11-22_13h16.51.158,posner_endo_new1,2024.2.4,60.03445977934858,2024-11-22 13h17.00.049246 +0000,
