target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007443800000146439,0.019495000000006257,0.019495000000006257,591.3989913,up,591.3749041000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.3990393999998,591.4120733999998,594.4091517000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
-0.31,0.005,0,0,0,up,13.703217300000233,None,space,0.3998884000002363,None,0,0,0,2,,,,,,,,,594.426422,,,,,,,,,,,,594.4158616999998,594.426422,594.426422,608.1462852,up,13.703217300000233,None,608.1467056000001,608.1616122999999,608.1616122999999,608.1616122999999,608.4612738999999,608.5627043999998,space,0.3998884000002363,None,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
-0.31,0.005,1,1,0,down,13.752390000000105,None,space,0.6009484999999586,None,0,1,1,0,,,,,,,,,608.5779017,,,,,,,,,,,,608.5629608999998,608.5779017,608.5779017,622.3310980000001,down,13.752390000000105,None,622.3313361,622.3472603999999,622.3472603999999,622.3472603999999,622.6470328,622.9640789,space,0.6009484999999586,None,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
0.005,-0.31,2,2,0,up,3.6060718999997334,None,space,0.30423130000008314,None,0,2,2,5,,,,,,,,,622.9797263999999,,,,,,,,,,,,622.9642313999998,622.9797263999999,622.9797263999999,626.5935807000001,up,3.6060718999997334,None,626.5938145999999,626.6095550999999,626.6095550999999,626.6095550999999,626.9092612999998,626.9265798000001,space,0.30423130000008314,None,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
10,0.005,3,3,0,down,4.915097400000377,None,None,,,0,3,3,4,,,,,,,,,626.9426868,,,,,,,,,,,,626.9267326999998,626.9426868,626.9426868,631.8713459,down,4.915097400000377,None,631.8715815,631.8875578000002,631.8875578000002,631.8875578000002,632.1871784999998,634.8845921000002,None,,,632.903104,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
0.31,0.005,4,4,0,up,2.276825000000372,None,space,0.40445590000035736,None,0,4,4,3,,,,,,,,,634.9010110999998,,,,,,,,,,,,634.8847405000001,634.9010110999998,634.9010110999998,637.183023,up,2.276825000000372,None,637.1832641999999,637.1986422,637.1986422,637.1986422,637.4984808999998,637.615554,space,0.40445590000035736,None,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
0.005,10,5,5,0,down,13.530802599999788,None,None,,,0,5,5,9,,,,,,,,,637.6315831000002,,,,,,,,,,,,637.6157054,637.6315831000002,637.6315831000002,651.1686537999999,down,13.530802599999788,None,651.1688875,651.1843210000002,651.1843210000002,651.1843210000002,651.4840782000001,654.1813557,None,,,652.1999786000001,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
0.31,0.005,6,6,0,up,39.91664089999995,None,space,0.3666803000000982,None,0,6,6,1,,,,,,,,,654.1979824,,,,,,,,,,,,654.1815040000001,654.1979824,654.1979824,694.1243872999999,up,39.91664089999995,None,694.1246231999999,694.1404489000001,694.1404489000001,694.1404489000001,694.4400841000001,694.5239839000001,space,0.3666803000000982,None,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
0.005,-0.31,7,7,0,down,4.782629899999847,None,space,0.36837169999989783,None,0,7,7,7,,,,,,,,,694.5400786,,,,,,,,,,,,694.5241366,694.5400786,694.5400786,699.3356340999999,down,4.782629899999847,None,699.3358791999999,699.3517843999998,699.3517843999998,699.3517843999998,699.6515359999999,699.7353671999999,space,0.36837169999989783,None,,,,,,,,,,,,,,,,,,,P135,001,2024-12-12_13h15.32.470,posner_endo_new1,2024.2.4,60.05461366576052,2024-12-12 13h15.39.903285 +0000,
