target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,key_control3.rt,key_control3.duration,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.00751440000001935,0.02832159999999817,0.02832159999999817,8090.687645499999,up,8090.6445526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8090.6877084,8090.6973769999995,8093.691854199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,0.31,0,0,0,up,7.465329299999212,None,space,0.602664599999116,None,0,0,0,6,,,,,,,,,8093.7108003,,,,,,,,,,,,8093.701264,8093.7108003,8093.7108003,8101.1848932,up,7.465329299999212,None,8101.1851791,8101.2009198000005,8101.2009198000005,8101.2009198000005,8101.500609599999,8101.8178039,space,0.602664599999116,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,-0.31,1,1,0,down,3.007879899998443,None,space,0.325017499999376,None,0,1,1,5,,,,,,,,,8101.8335337,,,,,,,,,,,,8101.817965499999,8101.8335337,8101.8335337,8104.8478774000005,down,3.007879899998443,None,8104.848123499999,8104.863476399999,8104.863476399999,8104.863476399999,8105.163276099999,8105.1975844,space,0.325017499999376,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,10,2,2,0,up,1.7221477000002778,None,None,,,0,2,2,9,,,,,,,,,8105.213376299999,,,,,,,,,,,,8105.1977443999995,8105.213376299999,8105.213376299999,8106.9458184000005,up,1.7221477000002778,None,8106.946067099999,8106.9616822,8106.9616822,8106.9616822,8107.2611219,8109.958689599999,None,,,8107.9770929,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
-0.31,0.005,3,3,0,up,2.760535699999309,None,space,0.40912159999970754,None,0,3,3,0,,,,,,,,,8109.975078099999,,,,,,,,,,,,8109.9588495,8109.975078099999,8109.975078099999,8112.7396975,up,2.760535699999309,None,8112.7399448999995,8112.755669499999,8112.755669499999,8112.755669499999,8113.0554071,8113.173116999999,space,0.40912159999970754,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
-0.31,0.005,4,4,0,down,2.2120021999999153,None,space,0.35393199999998615,None,0,4,4,2,,,,,,,,,8113.1885041,,,,,,,,,,,,8113.173271799999,8113.1885041,8113.1885041,8115.4036107,down,2.2120021999999153,None,8115.4038589,8115.419439099999,8115.419439099999,8115.419439099999,8115.7193958,8115.7865534,space,0.35393199999998615,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
10,0.005,5,5,0,up,1.5577145000006567,None,None,,,0,5,5,4,,,,,,,,,8115.802634999999,,,,,,,,,,,,8115.7867129,8115.802634999999,8115.802634999999,8117.368609300001,up,1.5577145000006567,None,8117.368855399999,8117.384227899999,8117.384227899999,8117.384227899999,8117.6839718,8120.3812028,None,,,8118.3833946,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.31,0.005,6,6,0,up,3.2262577999990754,None,space,0.42855020000024524,None,0,6,6,1,,,,,,,,,8120.3979348,,,,,,,,,,,,8120.3813602,8120.3979348,8120.3979348,8123.6289312,up,3.2262577999990754,None,8123.629185299999,8123.644375299999,8123.644375299999,8123.644375299999,8123.944237799999,8124.0784044,space,0.42855020000024524,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,0.31,7,7,0,down,3.074507299999823,None,space,0.320486600001459,None,0,7,7,8,,,,,,,,,8124.094117,,,,,,,,,,,,8124.0785645999995,8124.094117,8124.094117,8127.1751306,down,3.074507299999823,None,8127.1753757,8127.190895999999,8127.190895999999,8127.190895999999,8127.490480699999,8127.524698599999,space,0.320486600001459,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.31,0.005,8,8,0,up,4.307451799999399,None,space,0.3211909999990894,None,0,8,8,3,,,,,,,,,8127.5406249,,,,,,,,,,,,8127.5248592,8127.5406249,8127.5406249,8131.853851999999,up,4.307451799999399,None,8131.8540981,8131.8693861,8131.8693861,8131.8693861,8132.169157199999,8132.2033308,space,0.3211909999990894,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,-0.31,9,9,0,down,3.6364358000009815,None,space,0.3932925000008254,None,0,9,9,7,,,,,,,,,8132.2192107,,,,,,,,,,,,8132.203497399999,8132.2192107,8132.2192107,8135.866207599999,down,3.6364358000009815,None,8135.8664547,8135.881983,8135.881983,8135.881983,8136.1817667000005,8136.282371299999,space,0.3932925000008254,None,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8136.282481199999,8136.298402899999,8139.2952724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
-0.31,0.005,0,0,0,up,20.9337762999985,None,space,0.3924506000003021,None,,,,,0,0,0,0,,,,,8139.314616499999,,,,,,,,,,,,8139.303497099999,8139.314616499999,8139.314616499999,8160.257919999999,,,,8160.258175,8160.2738332,8160.2738332,8160.2738332,8160.5734339,8160.674120499999,,,,,up,20.9337762999985,None,space,0.3924506000003021,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,0.31,1,1,0,down,3.6621222000012494,None,space,0.3722219999999652,None,,,,,0,1,1,1,,,,,8160.6899943,,,,,,,,,,,,8160.6742869,8160.6899943,8160.6899943,8164.353854,,,,8164.354112599999,8164.369528599999,8164.369528599999,8164.369528599999,8164.6694034,8164.753376199999,,,,,down,3.6621222000012494,None,space,0.3722219999999652,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.31,0.005,2,2,0,up,2.2712507999985974,None,space,0.336031599999842,None,,,,,0,2,2,2,,,,,8164.76912,,,,,,,,,,,,8164.7535428,8164.76912,8164.76912,8167.0511786,,,,8167.0514257,8167.0668885000005,8167.0668885000005,8167.0668885000005,8167.366542499999,8167.4172899,,,,,up,2.2712507999985974,None,space,0.336031599999842,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.31,0.005,3,3,0,down,2.878847100000712,None,space,0.3489122999999381,None,,,,,0,3,3,3,,,,,8167.433162799999,,,,,,,,,,,,8167.4174569,8167.433162799999,8167.433162799999,8170.3147621,,,,8170.3150175,8170.330134699999,8170.330134699999,8170.330134699999,8170.629921999999,8170.6808359,,,,,down,2.878847100000712,None,space,0.3489122999999381,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
-0.31,0.005,4,4,0,up,2.647732700001143,None,space,0.43148650000148336,None,,,,,0,4,4,4,,,,,8170.6965374,,,,,,,,,,,,8170.681008799999,8170.6965374,8170.6965374,8173.361133399999,,,,8173.3613866000005,8173.377054399999,8173.377054399999,8173.377054399999,8173.676823499999,8173.8108482,,,,,up,2.647732700001143,None,space,0.43148650000148336,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,-0.31,5,5,0,down,3.093292900000961,None,space,0.3214228999986517,None,,,,,0,5,5,5,,,,,8173.8266531,,,,,,,,,,,,8173.8110143,8173.8266531,8173.8266531,8176.924359899999,,,,8176.9246058,8176.9401152,8176.9401152,8176.9401152,8177.2397875,8177.273844099999,,,,,down,3.093292900000961,None,space,0.3214228999986517,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,-0.31,6,6,0,up,2.542588099999193,None,space,0.34736309999971127,None,,,,,0,6,6,6,,,,,8177.2898096,,,,,,,,,,,,8177.2740098,8177.2898096,8177.2898096,8179.8380064,,,,8179.8382534,8179.8537303,8179.8537303,8179.8537303,8180.1534697,8180.204208799999,,,,,up,2.542588099999193,None,space,0.34736309999971127,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
10,0.005,7,7,0,down,2.2680930999995326,None,None,,,,,,,0,7,7,7,,,,,8180.220242099999,,,,,,,,,,,,8180.204375999999,8180.220242099999,8180.220242099999,8182.5019188,,,,8182.5021632,8182.5177543,8182.5177543,8182.5177543,8182.8177860000005,8185.5148497,,,,8183.5167673000005,down,2.2680930999995326,None,None,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
-0.31,0.005,8,8,0,up,1.6208009000001766,None,space,0.36986269999943033,None,,,,,0,8,8,8,,,,,8185.5313008,,,,,,,,,,,,8185.515021099999,8185.5313008,8185.5313008,8187.1638309,,,,8187.1640796,8187.179676499999,8187.179676499999,8187.179676499999,8187.479230800001,8187.563341599999,,,,,up,1.6208009000001766,None,space,0.36986269999943033,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,0.31,9,9,0,down,2.8127268999996886,None,space,0.4821535999999469,None,,,,,0,9,9,9,,,,,8187.579021999999,,,,,,,,,,,,8187.5635068,8187.579021999999,8187.579021999999,8190.393863799999,,,,8190.394109899999,8190.4097457,8190.4097457,8190.4097457,8190.7093247,8190.893526499999,,,,,down,2.8127268999996886,None,space,0.4821535999999469,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,-0.31,10,10,0,up,3.2272631000005276,None,space,0.35916220000035537,None,,,,,0,10,10,10,,,,,8190.9094079,,,,,,,,,,,,8190.8936912,8190.9094079,8190.9094079,8194.139926400001,,,,8194.1401812,8194.1558742,8194.1558742,8194.1558742,8194.4556871,8194.5228454,,,,,up,3.2272631000005276,None,space,0.35916220000035537,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
0.005,0.31,11,11,0,down,2.925251599999683,None,space,0.3060619999996561,None,,,,,0,11,11,11,,,,,8194.538742,,,,,,,,,,,,8194.523010300001,8194.538742,8194.538742,8197.4698389,,,,8197.470091700001,8197.4857396,8197.4857396,8197.4857396,8197.785467400001,8197.8027807,,,,,down,2.925251599999683,None,space,0.3060619999996561,None,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
10,0.005,12,12,0,up,3.3174388999996154,None,None,,,,,,,0,12,12,12,,,,,8197.8191135,,,,,,,,,,,,8197.802960500001,8197.8191135,8197.8191135,8201.149563300001,,,,8201.1498205,8201.165357400001,8201.165357400001,8201.165357400001,8201.4649757,8204.1623376,,,,8202.180991500001,up,3.3174388999996154,None,None,,,,,,,,,,,,,,,,P130,001,2024-11-22_10h45.30.486,posner_endo_new1,2024.2.4,60.093661981565056,2024-11-22 10h45.38.085855 +0000,
