target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,key_resp.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007527699999627657,0.029704900000069756,0.029704900000069756,2836.9994907,up,2836.9538552999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2836.9995443000007,2837.013149100003,2840.0095881000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.005,10,0,0,0,down,7.13947200000257,None,None,,,0,0,0,9,,,,,,,,,2840.028718100002,,,,,,,,,,,,2840.0165755000016,2840.028718100002,2840.028718100002,2847.1698950000027,down,7.13947200000257,None,2847.1701754000023,2847.1856331000017,2847.1856331000017,2847.1856331000017,2847.4851486000007,2848.200995000003,2850.182580200002,None,,,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.005,-0.31,1,1,0,up,6.880656400000589,None,space,0.368649899999582,None,0,1,1,7,,,,,,,,,2850.1988114000014,,,,,,,,,,,,2850.182737700001,2850.1988114000014,2850.1988114000014,2857.0927059000023,up,6.880656400000589,None,2857.0929582999997,2857.1084126000023,2857.1084126000023,2857.1084126000023,2857.408323800002,,2857.4923344000017,space,0.368649899999582,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
10,0.005,2,2,0,down,3.4196895999994013,None,None,,,0,2,2,4,,,,,,,,,2857.5081403000004,,,,,,,,,,,,2857.4924941000027,2857.5081403000004,2857.5081403000004,2860.9387346000003,down,3.4196895999994013,None,2860.938994100001,2860.9546913000013,2860.9546913000013,2860.9546913000013,2861.254303200003,2861.970236100002,2863.9515745999997,None,,,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.005,0.31,3,3,0,up,0.9519932000002882,None,space,0.34305659999881755,None,0,3,3,6,,,,,,,,,2863.9680345000015,,,,,,,,,,,,2863.9517314000004,2863.9680345000015,2863.9680345000015,2864.934542500003,up,0.9519932000002882,None,2864.934796200003,2864.9503433000027,2864.9503433000027,2864.9503433000027,2865.2502385000007,,2865.301249,space,0.34305659999881755,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.31,0.005,4,4,0,down,3.363583299997117,None,space,0.42820950000168523,None,0,4,4,3,,,,,,,,,2865.316908300003,,,,,,,,,,,,2865.3014084999995,2865.316908300003,2865.316908300003,2868.697326700003,down,3.363583299997117,None,2868.6975784999995,2868.7132810000003,2868.7132810000003,2868.7132810000003,2869.0129774000015,,2869.1469865,space,0.42820950000168523,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
-0.31,0.005,5,5,0,up,2.653092699998524,None,space,0.354823599998781,None,0,5,5,0,,,,,,,,,2869.162646500001,,,,,,,,,,,,2869.147154800001,2869.162646500001,2869.162646500001,2871.8275904,up,2.653092699998524,None,2871.827840400001,2871.8434079,2871.8434079,2871.8434079,2872.143152200002,,2872.210563800003,space,0.354823599998781,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
-0.31,0.005,6,6,0,down,2.533674800000881,None,space,0.47101259999908507,None,0,6,6,2,,,,,,,,,2872.2263815000006,,,,,,,,,,,,2872.210721700001,2872.2263815000006,2872.2263815000006,2874.7745579,down,2.533674800000881,None,2874.7748059000005,2874.790418300003,2874.790418300003,2874.790418300003,2875.090034500001,,2875.2741349000025,space,0.47101259999908507,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.31,0.005,7,7,0,up,2.6621679999989283,None,space,0.3388477000007697,None,0,7,7,1,,,,,,,,,2875.2899714000014,,,,,,,,,,,,2875.2743007999998,2875.2899714000014,2875.2899714000014,2877.954748700002,up,2.6621679999989283,None,2877.954999700003,2877.9705547000012,2877.9705547000012,2877.9705547000012,2878.2699869999997,,2878.3209437000005,space,0.3388477000007697,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.005,0.31,8,8,0,down,2.686897700001282,None,space,0.3181799999983923,None,0,8,8,8,,,,,,,,,2878.3367475000014,,,,,,,,,,,,2878.321101900001,2878.3367475000014,2878.3367475000014,2881.034792100003,down,2.686897700001282,None,2881.0350435,2881.0506859000016,2881.0506859000016,2881.0506859000016,2881.3503455000027,,2881.3846163000017,space,0.3181799999983923,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.005,-0.31,9,9,0,up,2.2959716000004846,None,space,0.3583039999975881,None,0,9,9,5,,,,,,,,,2881.4002194000022,,,,,,,,,,,,2881.3847760999997,2881.4002194000022,2881.4002194000022,2883.6989544999997,up,2.2959716000004846,None,2883.6992143999996,2883.7144200000002,2883.7144200000002,2883.7144200000002,2884.0144696000025,,2884.0815747000015,space,0.3583039999975881,None,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884.0816815,2884.0976095000005,2887.094762500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
-0.31,0.005,0,0,0,down,15.46983999999793,None,space,0.2971666000012192,None,,,,,0,0,0,0,,,,,2887.1137979000014,,,,,,,,,,,,2887.1033293,2887.1137979000014,2887.1137979000014,2902.5961857,,,,2902.596444400002,2902.6120819999996,2902.6120819999996,2902.6120819999996,2902.912025400001,,2902.9128266000007,,,,down,15.46983999999793,None,space,0.2971666000012192,None,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.005,0.31,1,1,0,up,3.1914008999992802,None,space,0.37898800000039046,None,,,,,0,1,1,1,,,,,2902.928306900001,,,,,,,,,,,,2902.9129887000017,2902.928306900001,2902.928306900001,2906.1260199999997,,,,2906.1262699,2906.141801200003,2906.141801200003,2906.141801200003,2906.441399700001,,2906.5255733000013,,,,up,3.1914008999992802,None,space,0.37898800000039046,None,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.31,0.005,2,2,0,down,2.70661839999957,None,space,0.2899978999994346,None,,,,,0,2,2,2,,,,,2906.5412185000023,,,,,,,,,,,,2906.5257396000015,2906.5412185000023,2906.5412185000023,2909.2558298000004,,,,2909.2560911,2909.2718117000004,2909.2718117000004,2909.2718117000004,2909.5712281000015,,2909.5720594000013,,,,down,2.70661839999957,None,space,0.2899978999994346,None,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.31,0.005,3,3,0,up,2.4041214999997464,None,space,0.5788517000000866,None,,,,,0,3,3,3,,,,,2909.588128200001,,,,,,,,,,,,2909.5722249000028,2909.588128200001,2909.588128200001,2912.0030558,,,,2912.0033089999997,2912.019074400003,2912.019074400003,2912.019074400003,2912.318758200003,,2912.602480700003,,,,up,2.4041214999997464,None,space,0.5788517000000866,None,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
-0.31,0.005,4,4,0,down,2.0137342999987595,None,space,0.23925430000235792,None,,,,,0,4,4,4,,,,,2912.6184858000015,,,,,,,,,,,,2912.6026445000025,2912.6184858000015,2912.6184858000015,2914.633921800003,,,,2914.6341840000023,2914.6496896000026,2914.6496896000026,2914.6496896000026,,,2914.9001506000022,,,,down,2.0137342999987595,None,space,0.23925430000235792,None,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
0.005,-0.31,5,5,0,up,2.52410609999788,None,space,0.25469929999962915,None,,,,,0,5,5,5,,,,,2914.9161784000025,,,,,,,,,,,,2914.9003169999996,2914.9161784000025,2914.9161784000025,2917.4474679000014,,,,2917.4477184999996,2917.4633839000016,2917.4633839000016,2917.4633839000016,,,2917.7305902000007,,,,up,2.52410609999788,None,space,0.25469929999962915,None,,,,,,,,,,,,P128,001,2024-11-21_13h21.59.662,posner_endo_new1,2024.2.4,60.11150684445707,2024-11-21 13h22.16.469784 +0000,
