target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.007538599999975304,0.024590299999999843,0.024590299999999843,4130.7800993,up,4130.7445169,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130.7801741,4130.789223899999,4133.7836489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
0.005,0.31,0,0,0,up,2.631076200001189,None,space,0.5233599000002869,None,0,0,0,8,,,,,,,,,4133.8015815,,,,,,,,,,,,4133.790390300001,4133.8015815,4133.8015815,4136.449465199999,up,2.631076200001189,None,4136.4501437,4136.467231799999,4136.467231799999,4136.467231799999,4136.780415699999,4136.9991001,space,0.5233599000002869,None,,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
0.005,0.31,1,1,0,down,4.843550300000061,None,space,0.3358133000001544,None,0,1,1,6,,,,,,,,,4137.013505999999,,,,,,,,,,,,4136.9995203,4137.013505999999,4137.013505999999,4141.8599405,down,4.843550300000061,None,4141.8603141,4141.875252899999,4141.875252899999,4141.875252899999,4142.1749937,4142.226135999999,space,0.3358133000001544,None,,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
0.005,-0.31,2,2,0,up,3.4232688000010967,None,space,0.3616740999987087,None,0,2,2,5,,,,,,,,,4142.241631000001,,,,,,,,,,,,4142.226386300001,4142.241631000001,4142.241631000001,4145.672653899999,up,3.4232688000010967,None,4145.6730293,4145.6880731,4145.6880731,4145.6880731,4145.9877368,4146.0555771,space,0.3616740999987087,None,,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
-0.31,0.005,3,3,0,down,2.202418699998816,None,space,0.430126699999164,None,0,3,3,0,,,,,,,,,4146.071010399999,,,,,,,,,,,,4146.0558575,4146.071010399999,4146.071010399999,4148.286601100001,down,2.202418699998816,None,4148.2869723,4148.3021481,4148.3021481,4148.3021481,4148.601687,4148.7362624,space,0.430126699999164,None,,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
10,0.005,4,4,0,up,3.0025614999995014,None,None,,,0,4,4,4,,,,,,,,,4148.751429399999,,,,,,,,,,,,4148.736523,4148.751429399999,4148.751429399999,4151.766439499999,up,3.0025614999995014,None,4151.766809999999,4151.7817534999995,4151.7817534999995,4151.7817534999995,4152.081569600001,4154.778891800001,None,,,4152.780799100001,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
0.005,10,5,5,0,up,2.9733668999997462,None,None,,,0,5,5,9,,,,,,,,,4154.7954943,,,,,,,,,,,,4154.7791278,4154.7954943,4154.7954943,4157.7769178,up,2.9733668999997462,None,4157.777291599999,4157.792401000001,4157.792401000001,4157.792401000001,4158.0921253,4160.7895166,None,,,4158.8080264,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
0.31,0.005,6,6,0,down,1.6113611000000674,None,space,0.4057439999996859,None,0,6,6,1,,,,,,,,,4160.806049700001,,,,,,,,,,,,4160.7897515,4160.806049700001,4160.806049700001,4162.422158400001,down,1.6113611000000674,None,4162.4225331,4162.437569399999,4162.437569399999,4162.437569399999,4162.737279700001,4162.8551334,space,0.4057439999996859,None,,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
-0.31,0.005,7,7,0,up,3.1386020999998436,None,None,,,0,7,7,2,,,,,,,,,4162.870574299999,,,,,,,,,,,,4162.8554005000005,4162.870574299999,4162.870574299999,4166.018530400001,up,3.1386020999998436,None,4166.0189016,4166.034035999999,4166.034035999999,4166.034035999999,4166.3337149,4169.0310359,None,,,4167.049532999999,,,,,,,,,,,,,,,,,,P110,001,2024-11-19_08h50.20.436,posner_endo_new1,2024.2.4,60.03287400182413,2024-11-19 08h52.46.877981 +0000,
