target_y,target_x,thisN,thisTrialN,thisRepN,key_control2.keys,key_control2.rt,key_control2.duration,key_resp.keys,key_resp.rt,key_resp.duration,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,session_1.thisRepN,session_1.thisTrialN,session_1.thisN,session_1.thisIndex,session_2.thisRepN,session_2.thisTrialN,session_2.thisN,session_2.thisIndex,thisRow.t,notes,instructions.started,instructions_txt.started,key_control.started,instructions.stopped,key_control.keys,key_control.rt,key_control.duration,ready.started,ready_txt.started,ready_txt.stopped,ready.stopped,fix.started,key_control2.started,fixation_cross.started,fix.stopped,practice.key_control2.keys,practice.key_control2.rt,practice.key_control2.duration,target.started,star.started,fixation_cross_target.started,key_resp.started,star.stopped,target.stopped,practice.key_resp.keys,practice.key_resp.rt,practice.key_resp.duration,key_resp.stopped,session_1.key_control2.keys,session_1.key_control2.rt,session_1.key_control2.duration,session_1.key_resp.keys,session_1.key_resp.rt,session_1.key_resp.duration,break_2.started,text.started,key_control3.started,break_2.stopped,key_control3.keys,session_2.key_control2.keys,session_2.key_control2.rt,session_2.key_control2.duration,session_2.key_resp.keys,session_2.key_resp.rt,session_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.005,0.31,11,11,0,down,5.604072199999791,None,space,0.38713989999996556,None,,,,,,,,,0,11,11,11,2180.0313997000003,,,,,,,,,,,,,2180.0157572999997,2180.0313997000003,2180.0313997000003,2185.6431888999996,,,,2185.6434412,2185.6591856000005,2185.6591856000005,2185.6591856000005,2185.9587448,2186.0596795,,,,,,,,,,,,,,,,down,5.604072199999791,None,space,0.38713989999996556,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,12,12,0,up,6.8883194,None,None,,,,,,,,,,,0,12,12,12,2186.0753015,,,,,,,,,,,,,2186.0598468,2186.0753015,2186.0753015,2192.9692606,,,,2192.9695125999997,2192.9852035000004,2192.9852035000004,2192.9852035000004,2193.2848106,2195.9820648000004,,,,2194.0005899999996,,,,,,,,,,,,up,6.8883194,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,13,13,0,down,2.5656599000003553,None,space,0.33576480000010633,None,,,,,,,,,0,13,13,13,2195.9985718999997,,,,,,,,,,,,,2195.9822307000004,2195.9985718999997,2195.9985718999997,2198.5801217,,,,2198.5803841999996,2198.596018,2198.596018,2198.596018,2198.8954962999996,2198.946449,,,,,,,,,,,,,,,,down,2.5656599000003553,None,space,0.33576480000010633,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,14,14,0,up,6.864765400000579,None,space,0.2571477999999843,None,,,,,,,,,0,14,14,14,2198.9622054,,,,,,,,,,,,,2198.9466206999996,2198.9622054,2198.9622054,2205.8391971,,,,2205.8394688,2205.855358,2205.855358,2205.855358,,2206.1226004,,,,,,,,,,,,,,,,up,6.864765400000579,None,space,0.2571477999999843,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,15,15,0,down,5.753415500000301,None,space,0.36042559999987134,None,,,,,,,,,0,15,15,15,2206.1382983000003,,,,,,,,,,,,,2206.1227793999997,2206.1382983000003,2206.1382983000003,2211.899955,,,,2211.9002105,2211.9156194999996,2211.9156194999996,2211.9156194999996,2212.2152896,2212.2829141,,,,,,,,,,,,,,,,down,5.753415500000301,None,space,0.36042559999987134,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,16,16,0,up,7.080905600000733,None,space,0.37109289999989414,None,,,,,,,,,0,16,16,16,2212.2985178999998,,,,,,,,,,,,,2212.2830814999998,2212.2985178999998,2212.2985178999998,2219.3923088,,,,2219.3925611000004,2219.4080680999996,2219.4080680999996,2219.4080680999996,2219.7076927,2219.7917322000003,,,,,,,,,,,,,,,,up,7.080905600000733,None,space,0.37109289999989414,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,17,17,0,down,7.7075920999996015,None,space,0.30109490000086225,None,,,,,,,,,0,17,17,17,2219.8075826000004,,,,,,,,,,,,,2219.7919069,2219.8075826000004,2219.8075826000004,2227.5173428999997,,,,2227.5176066000004,2227.5329782999997,2227.5329782999997,2227.5329782999997,2227.8328469999997,2227.8501333000004,,,,,,,,,,,,,,,,down,7.7075920999996015,None,space,0.30109490000086225,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,18,18,0,up,6.273655800000597,None,space,0.33478180000020075,None,,,,,,,,,0,18,18,18,2227.8659717,,,,,,,,,,,,,2227.850308,2227.8659717,2227.8659717,2234.1437419000004,,,,2234.1440033999997,2234.1595751000004,2234.1595751000004,2234.1595751000004,2234.4592736000004,2234.5101812000003,,,,,,,,,,,,,,,,up,6.273655800000597,None,space,0.33478180000020075,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,19,19,0,down,7.973697999999786,None,space,0.34164770000006683,None,,,,,,,,,0,19,19,19,2234.5258648,,,,,,,,,,,,,2234.5103488000004,2234.5258648,2234.5258648,2242.5018369,,,,2242.5021039000003,2242.5176596,2242.5176596,2242.5176596,2242.8172834999996,2242.8681125000003,,,,,,,,,,,,,,,,down,7.973697999999786,None,space,0.34164770000006683,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,20,20,0,up,5.3995656999995845,None,None,,,,,,,,,,,0,20,20,20,2242.883771,,,,,,,,,,,,,2242.8682791,2242.883771,2242.883771,2248.2959139000004,,,,2248.2961662999996,2248.3116915,2248.3116915,2248.3116915,2248.6114853,2251.3088113000003,,,,2249.3108537,,,,,,,,,,,,up,5.3995656999995845,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,21,21,0,down,4.941745999999512,None,space,0.43779019999965385,None,,,,,,,,,0,21,21,21,2251.3254257,,,,,,,,,,,,,2251.3089779,2251.3254257,2251.3254257,2256.2711950000003,,,,2256.2714545999997,2256.2870789999997,2256.2870789999997,2256.2870789999997,2256.5867034000003,2256.7372095,,,,,,,,,,,,,,,,down,4.941745999999512,None,space,0.43779019999965385,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,22,22,0,up,5.186619699999937,None,space,0.38378369999918505,None,,,,,,,,,0,22,22,22,2256.7532172,,,,,,,,,,,,,2256.7373754,2256.7532172,2256.7532172,2261.9487544000003,,,,2261.9491994,2261.9639943,2261.9639943,2261.9639943,2262.2637084,2262.3649151,,,,,,,,,,,,,,,,up,5.186619699999937,None,space,0.38378369999918505,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,23,23,0,down,7.335181200000079,None,space,0.4378711999997904,None,,,,,,,,,0,23,23,23,2262.3802754,,,,,,,,,,,,,2262.3652294000003,2262.3802754,2262.3802754,2269.7242279,,,,2269.7246852,2269.7397117,2269.7397117,2269.7397117,2270.0395557,2270.1903111,,,,,,,,,,,,,,,,down,7.335181200000079,None,space,0.4378711999997904,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,24,24,0,up,5.733781800000543,None,space,0.3926669000002221,None,,,,,,,,,0,24,24,24,2270.2061320000003,,,,,,,,,,,,,2270.1905226999997,2270.2061320000003,2270.2061320000003,2275.9508431000004,,,,2275.9511417000003,2275.9667848999998,2275.9667848999998,2275.9667848999998,2276.2665625,2276.3673157000003,,,,,,,,,,,,,,,,up,5.733781800000543,None,space,0.3926669000002221,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,25,25,0,down,7.004219100000228,None,None,,,,,,,,,,,0,25,25,25,2276.3830399,,,,,,,,,,,,,2276.3675286,2276.3830399,2276.3830399,2283.3935453000004,,,,2283.3938436,2283.4092078000003,2283.4092078000003,2283.4092078000003,2283.7091127000003,2286.4062255,,,,2284.4247156,,,,,,,,,,,,down,7.004219100000228,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,26,26,0,up,2.6608236000001853,None,space,0.33315659999971103,None,,,,,,,,,0,26,26,26,2286.4227174,,,,,,,,,,,,,2286.4064326999996,2286.4227174,2286.4227174,2289.0877851000005,,,,2289.0880835,2289.1033628000005,2289.1033628000005,2289.1033628000005,2289.4030586999997,2289.4376064999997,,,,,,,,,,,,,,,,up,2.6608236000001853,None,space,0.33315659999971103,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,27,27,0,down,8.166371199999958,None,space,0.41460079999978916,None,,,,,,,,,0,27,27,27,2289.4530510000004,,,,,,,,,,,,,2289.4378067,2289.4530510000004,2289.4530510000004,2297.6288825,,,,2297.6291865000003,2297.6446042999996,2297.6446042999996,2297.6446042999996,2297.9442116,2298.0619171,,,,,,,,,,,,,,,,down,8.166371199999958,None,space,0.41460079999978916,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,28,28,0,up,5.374060699999973,None,space,0.3674888000005012,None,,,,,,,,,0,28,28,28,2298.0775556,,,,,,,,,,,,,2298.0621199999996,2298.0775556,2298.0775556,2303.4564103000002,,,,2303.4567219,2303.4719993999997,2303.4719993999997,2303.4719993999997,2303.7716587000004,2303.8559558999996,,,,,,,,,,,,,,,,up,5.374060699999973,None,space,0.3674888000005012,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,29,29,0,down,7.379974599999514,None,None,,,,,,,,,,,0,29,29,29,2303.8716022999997,,,,,,,,,,,,,2303.8561551000003,2303.8716022999997,2303.8716022999997,2311.2648865,,,,2311.2651887,2311.2808674,2311.2808674,2311.2808674,2311.5804197999996,2314.2775908000003,,,,2312.296185,,,,,,,,,,,,down,7.379974599999514,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,30,30,0,up,1.7569100999999137,None,space,0.420637600000191,None,,,,,,,,,0,30,30,30,2314.2943189,,,,,,,,,,,,,2314.2777875,2314.2943189,2314.2943189,2316.0601260000003,,,,2316.0604402,2316.0757983000003,2316.0757983000003,2316.0757983000003,2316.3753691,2316.5094044999996,,,,,,,,,,,,,,,,up,1.7569100999999137,None,space,0.420637600000191,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,31,31,0,down,10.503624299999501,None,space,0.45073909999973694,None,,,,,,,,,0,31,31,31,2316.5254130000003,,,,,,,,,,,,,2316.5096065,2316.5254130000003,2316.5254130000003,2327.032161,,,,2327.032478,2327.0479530000002,2327.0479530000002,2327.0479530000002,2327.3476904,2327.515042,,,,,,,,,,,,,,,,down,10.503624299999501,None,space,0.45073909999973694,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,32,32,0,up,4.049336199999743,None,None,,,,,,,,,,,0,32,32,32,2327.5306628,,,,,,,,,,,,,2327.5152483,2327.5306628,2327.5306628,2331.5939200000003,,,,2331.5942172000005,2331.6098478000004,2331.6098478000004,2331.6098478000004,2331.9094557,2334.606887,,,,2332.6255848,,,,,,,,,,,,up,4.049336199999743,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,33,33,0,down,5.155910500000573,None,space,0.4515281000003597,None,,,,,,,,,0,33,33,33,2334.6234956999997,,,,,,,,,,,,,2334.6070882000004,2334.6234956999997,2334.6234956999997,2339.7857923,,,,2339.7860971,2339.8014202000004,2339.8014202000004,2339.8014202000004,2340.1012553,2340.2686016,,,,,,,,,,,,,,,,down,5.155910500000573,None,space,0.4515281000003597,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,34,34,0,up,3.943892500000402,None,None,,,,,,,,,,,0,34,34,34,2340.284305,,,,,,,,,,,,,2340.2688049,2340.284305,2340.284305,2344.2311417,,,,2344.2314411999996,2344.2474193999997,2344.2474193999997,2344.2474193999997,2344.5466871999997,2347.2440641000003,,,,2345.2625393,,,,,,,,,,,,up,3.943892500000402,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,35,35,0,down,8.711024799999905,None,space,0.3633361000001969,None,,,,,,,,,0,35,35,35,2347.2604191,,,,,,,,,,,,,2347.2442597,2347.2604191,2347.2604191,2355.9859027,,,,2355.9862132999997,2356.0016357000004,2356.0016357000004,2356.0016357000004,2356.3013819999996,2356.3690033000003,,,,,,,,,,,,,,,,down,8.711024799999905,None,space,0.3633361000001969,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,36,36,0,up,6.723295400000097,None,space,0.35027720000016416,None,,,,,,,,,0,36,36,36,2356.3845985,,,,,,,,,,,,,2356.3692018,2356.3845985,2356.3845985,2363.1121577000004,,,,2363.1124557000003,2363.1276803,2363.1276803,2363.1276803,2363.4272603,2363.4948993,,,,,,,,,,,,,,,,up,6.723295400000097,None,space,0.35027720000016416,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,37,37,0,down,5.148985300000277,None,None,,,,,,,,,,,0,37,37,37,2363.5106242,,,,,,,,,,,,,2363.4950989,2363.5106242,2363.5106242,2368.6729621000004,,,,2368.6732586999997,2368.6885810000003,2368.6885810000003,2368.6885810000003,2368.9881889999997,2371.6856078,,,,2369.6876580999997,,,,,,,,,,,,down,5.148985300000277,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,38,38,0,up,1.6374890000006417,None,None,,,,,,,,,,,0,38,38,38,2371.7022466999997,,,,,,,,,,,,,2371.6858025,2371.7022466999997,2371.7022466999997,2373.3515214,,,,2373.3518286999997,2373.3671237999997,2373.3671237999997,2373.3671237999997,2373.6669002999997,2376.3642181000005,,,,2374.3661427999996,,,,,,,,,,,,up,1.6374890000006417,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,39,39,0,down,3.255127899999934,None,space,0.38234340000053635,None,,,,,,,,,0,39,39,39,2376.3808123999997,,,,,,,,,,,,,2376.3644126,2376.3808123999997,2376.3808123999997,2379.6451008000004,,,,2379.6454013000002,2379.6608730999997,2379.6608730999997,2379.6608730999997,2379.9603516999996,2380.0448475000003,,,,,,,,,,,,,,,,down,3.255127899999934,None,space,0.38234340000053635,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,40,40,0,up,5.927671699999337,None,space,0.39048079999975016,None,,,,,,,,,0,40,40,40,2380.0604746999998,,,,,,,,,,,,,2380.0450567999997,2380.0604746999998,2380.0604746999998,2386.005112,,,,2386.0054139000003,2386.0209133999997,2386.0209133999997,2386.0209133999997,2386.3206871,2386.4217489000002,,,,,,,,,,,,,,,,up,5.927671699999337,None,space,0.39048079999975016,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,41,41,0,down,4.374308399999791,None,space,0.43259430000034627,None,,,,,,,,,0,41,41,41,2386.437205,,,,,,,,,,,,,2386.4219493,2386.437205,2386.437205,2390.8171863999996,,,,2390.8174965999997,2390.8324543,2390.8324543,2390.8324543,2391.1324972,2391.2668372,,,,,,,,,,,,,,,,down,4.374308399999791,None,space,0.43259430000034627,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,42,42,0,up,6.345368499999495,None,None,,,,,,,,,,,0,42,42,42,2391.2821798000004,,,,,,,,,,,,,2391.2670451000004,2391.2821798000004,2391.2821798000004,2397.6432737000005,,,,2397.6435815000004,2397.6589374000005,2397.6589374000005,2397.6589374000005,2397.9587131,2400.6561401999998,,,,2398.6579351,,,,,,,,,,,,up,6.345368499999495,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,43,43,0,down,3.8591148999994402,None,space,0.38121489999957703,None,,,,,,,,,0,43,43,43,2400.6725816,,,,,,,,,,,,,2400.6563335,2400.6725816,2400.6725816,2404.5362452,,,,2404.536543,2404.5519468,2404.5519468,2404.5519468,2404.8517007,2404.9359265000003,,,,,,,,,,,,,,,,down,3.8591148999994402,None,space,0.38121489999957703,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,44,44,0,up,5.100040100000115,None,space,0.403511399999843,None,,,,,,,,,0,44,44,44,2404.9514492,,,,,,,,,,,,,2404.9361377000005,2404.9514492,2404.9514492,2410.0638452000003,,,,2410.0641447,2410.0797057,2410.0797057,2410.0797057,2410.3793831000003,2410.4968621,,,,,,,,,,,,,,,,up,5.100040100000115,None,space,0.403511399999843,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,45,45,0,down,6.154823899999428,None,None,,,,,,,,,,,0,45,45,45,2410.5125091,,,,,,,,,,,,,2410.4970632000004,2410.5125091,2410.5125091,2416.6739657,,,,2416.6742845,2416.6895321,2416.6895321,2416.6895321,2416.9891917000004,2419.6866794,,,,2417.7051677,,,,,,,,,,,,down,6.154823899999428,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,46,46,0,up,2.628205299999536,None,space,0.4088494999996328,None,,,,,,,,,0,46,46,46,2419.7031255,,,,,,,,,,,,,2419.6868752,2419.7031255,2419.7031255,2422.3347167,,,,2422.3350140000002,2422.3500219,2422.3500219,2422.3500219,2422.6502843,2422.7676324000004,,,,,,,,,,,,,,,,up,2.628205299999536,None,space,0.4088494999996328,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,47,47,0,down,10.428843900000174,None,space,0.4615561999999045,None,,,,,,,,,0,47,47,47,2422.7832910999996,,,,,,,,,,,,,2422.7678438000003,2422.7832910999996,2422.7832910999996,2433.2234608999997,,,,2433.2237586,2433.2391385,2433.2391385,2433.2391385,2433.538933,2433.7066229,,,,,,,,,,,,,,,,down,10.428843900000174,None,space,0.4615561999999045,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.31,0.005,48,48,0,up,3.825821899999937,None,space,0.4607378000000608,None,,,,,,,,,0,48,48,48,2433.722224,,,,,,,,,,,,,2433.7068351999997,2433.722224,2433.722224,2437.5525245999997,,,,2437.5528182,2437.5680724000003,2437.5680724000003,2437.5680724000003,2437.8678176000003,2438.0354319999997,,,,,,,,,,,,,,,,up,3.825821899999937,None,space,0.4607378000000608,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,49,49,0,down,19.192813400000887,None,space,0.4606085000004896,None,,,,,,,,,0,49,49,49,2438.0509703,,,,,,,,,,,,,2438.0356522,2438.0509703,2438.0509703,2457.2490616000005,,,,2457.2493592,2457.2647115,2457.2647115,2457.2647115,2457.5644405000003,2457.7319638999998,,,,,,,,,,,,,,,,down,19.192813400000887,None,space,0.4606085000004896,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,50,50,0,up,4.00788139999986,None,space,0.3621454000003723,None,,,,,,,,,0,50,50,50,2457.7474835000003,,,,,,,,,,,,,2457.7321647999997,2457.7474835000003,2457.7474835000003,2461.7612391000002,,,,2461.761547,2461.7768514,2461.7768514,2461.7768514,2462.0764894000004,2462.1442286,,,,,,,,,,,,,,,,up,4.00788139999986,None,space,0.3621454000003723,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,51,51,0,down,6.380047499999819,None,space,0.3242705000002388,None,,,,,,,,,0,51,51,51,2462.1596746000005,,,,,,,,,,,,,2462.1444285,2462.1596746000005,2462.1596746000005,2468.554011,,,,2468.5543049999997,2468.5697695,2468.5697695,2468.5697695,2468.8694735999998,2468.9037645999997,,,,,,,,,,,,,,,,down,6.380047499999819,None,space,0.3242705000002388,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,52,52,0,up,6.252247800000077,None,None,,,,,,,,,,,0,52,52,52,2468.9194211000004,,,,,,,,,,,,,2468.9039645000003,2468.9194211000004,2468.9194211000004,2475.1806451,,,,2475.1809405000004,2475.1963955,2475.1963955,2475.1963955,2475.4959903,2478.193477,,,,2476.1953357,,,,,,,,,,,,up,6.252247800000077,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,53,53,0,down,3.6818414999997913,None,space,0.3897600999998758,None,,,,,,,,,0,53,53,53,2478.2099909,,,,,,,,,,,,,2478.1936711,2478.2099909,2478.2099909,2481.9070675000003,,,,2481.9073682999997,2481.9226894000003,2481.9226894000003,2481.9226894000003,2482.2224702000003,2482.3233729000003,,,,,,,,,,,,,,,,down,3.6818414999997913,None,space,0.3897600999998758,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
10,0.005,54,54,0,up,5.392119299999649,None,None,,,,,,,,,,,0,54,54,54,2482.3391598999997,,,,,,,,,,,,,2482.3235891000004,2482.3391598999997,2482.3391598999997,2487.7344353999997,,,,2487.7347388,2487.7500907000003,2487.7500907000003,2487.7500907000003,2488.0497487000002,2490.7472068999996,,,,2488.7491577,,,,,,,,,,,,up,5.392119299999649,None,None,,,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,55,55,0,down,3.039614799999981,None,space,0.5239833999994516,None,,,,,,,,,0,55,55,55,2490.7637289000004,,,,,,,,,,,,,2490.7474060000004,2490.7637289000004,2490.7637289000004,2493.8113552000004,,,,2493.8116486,2493.8271241,2493.8271241,2493.8271241,2494.1269423000003,2494.3610200000003,,,,,,,,,,,,,,,,down,3.039614799999981,None,space,0.5239833999994516,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,-0.31,56,56,0,up,6.026636499999768,None,space,0.4334409000002779,None,,,,,,,,,0,56,56,56,2494.3768075999997,,,,,,,,,,,,,2494.3612384999997,2494.3768075999997,2494.3768075999997,2500.4049413000002,,,,2500.40524,2500.4206434999996,2500.4206434999996,2500.4206434999996,2500.7201401,2500.870771,,,,,,,,,,,,,,,,up,6.026636499999768,None,space,0.4334409000002779,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
0.005,0.31,57,57,0,down,7.301102399999763,None,space,0.47152189999997063,None,,,,,,,,,0,57,57,57,2500.8866211000004,,,,,,,,,,,,,2500.8709771000003,2500.8866211000004,2500.8866211000004,2508.1967098000005,,,,2508.1970068,2508.2125192000003,2508.2125192000003,2508.2125192000003,2508.5122362,2508.6963268,,,,,,,,,,,,,,,,down,7.301102399999763,None,space,0.47152189999997063,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,58,58,0,up,3.6355052999997497,None,space,0.3760406999999759,None,,,,,,,,,0,58,58,58,2508.7120358,,,,,,,,,,,,,2508.6965278999996,2508.7120358,2508.7120358,2512.3592019999996,,,,2512.3595091999996,2512.3748937,2512.3748937,2512.3748937,2512.6746598,2512.7588255,,,,,,,,,,,,,,,,up,3.6355052999997497,None,space,0.3760406999999759,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
-0.31,0.005,59,59,0,down,7.261152199999742,None,space,0.3017102000003433,None,,,,,,,,,0,59,59,59,2512.7745836000004,,,,,,,,,,,,,2512.7590375,2512.7745836000004,2512.7745836000004,2520.0514141000003,,,,2520.0517401999996,2520.0671124,2520.0671124,2520.0671124,2520.3667531,2520.3844603999996,,,,,,,,,,,,,,,,down,7.261152199999742,None,space,0.3017102000003433,None,P117,001,2024-11-20_08h48.48.187,posner_endo_new1,2024.2.4,60.0319730288377,2024-11-20 08h48.55.831346 +0000,
