participant_ID,target_x,validity,trial,phase,response,rt,Participant
P115,10,catch,0,exhale,correct,NA,P115
P115,10,catch,1,exhale,correct,NA,P115
P115,0.31,invalid,2,exhale,correct,0.423191500012763,P115
P115,0.31,invalid,3,exhale,correct,0.382717000000412,P115
P115,-0.31,valid,4,exhale,correct,0.29749670001911,P115
P115,-0.31,invalid,5,exhale,correct,0.398145799990743,P115
P115,0.31,valid,6,exhale,correct,0.4800389999873,P115
P115,-0.31,invalid,7,exhale,correct,0.34349449997535,P115
P115,-0.31,valid,8,exhale,correct,0.397753200028092,P115
P115,-0.31,invalid,9,exhale,correct,0.371008099988103,P115
P115,0.31,invalid,10,exhale,correct,0.373249500000384,P115
P115,-0.31,invalid,11,exhale,correct,0.442372799996519,P115
P115,0.31,valid,12,exhale,correct,0.535877200018149,P115
P115,10,catch,13,exhale,correct,NA,P115
P115,-0.31,invalid,14,exhale,correct,0.334155999997165,P115
P115,-0.31,valid,15,exhale,correct,0.414039399998728,P115
P115,10,catch,16,exhale,correct,NA,P115
P115,10,catch,17,exhale,correct,NA,P115
P115,0.31,invalid,18,exhale,correct,0.448528999986593,P115
P115,10,catch,19,exhale,correct,NA,P115
P115,0.31,invalid,20,exhale,correct,0.360541300004115,P115
P115,-0.31,valid,21,exhale,correct,0.478297299996484,P115
P115,0.31,valid,22,exhale,correct,0.44533550000051,P115
P115,-0.31,invalid,23,exhale,correct,0.463982799992664,P115
P115,0.31,valid,24,exhale,correct,0.441674699977739,P115
P115,-0.31,invalid,25,exhale,correct,0.446378100023139,P115
P115,-0.31,valid,26,exhale,correct,0.401130600017495,P115
P115,0.31,valid,27,exhale,correct,0.393565000005765,P115
P115,10,catch,28,exhale,correct,NA,P115
P115,0.31,valid,29,exhale,correct,0.435899699979927,P115
P115,0.31,valid,30,exhale,correct,0.429913400002988,P115
P115,-0.31,valid,31,exhale,correct,0.360911700001452,P115
P115,0.31,valid,32,exhale,correct,0.488973600004101,P115
P115,-0.31,invalid,33,exhale,correct,0.52664869997534,P115
P115,10,catch,34,exhale,correct,NA,P115
P115,0.31,valid,35,exhale,correct,0.377057300007436,P115
P115,-0.31,invalid,36,exhale,correct,0.476699599996209,P115
P115,0.31,invalid,37,exhale,correct,0.421170100016752,P115
P115,0.31,invalid,38,exhale,correct,0.442341199988732,P115
P115,0.31,valid,39,exhale,correct,0.450735199992778,P115
P115,0.31,invalid,40,exhale,correct,0.38255909999134,P115
P115,10,catch,41,exhale,correct,NA,P115
P115,-0.31,valid,42,exhale,correct,0.443478400004096,P115
P115,10,catch,43,exhale,correct,NA,P115
P115,0.31,invalid,44,exhale,correct,0.374539599986747,P115
P115,0.31,invalid,45,exhale,correct,0.987209599989001,P115
P115,0.31,valid,46,exhale,correct,0.43261580000398703,P115
P115,-0.31,valid,47,exhale,correct,0.482789000001503,P115
P115,-0.31,invalid,48,exhale,correct,0.368771899986314,P115
P115,10,catch,49,exhale,correct,NA,P115
P115,-0.31,valid,50,exhale,correct,0.336829700012458,P115
P115,-0.31,valid,51,exhale,correct,0.438285200012615,P115
P115,-0.31,invalid,52,exhale,correct,0.417300999979489,P115
P115,-0.31,valid,53,exhale,correct,0.365273200004594,P115
P115,10,catch,54,exhale,correct,NA,P115
P115,0.31,invalid,55,exhale,correct,0.447413099987898,P115
P115,-0.31,valid,56,exhale,correct,0.494367700011935,P115
P115,0.31,valid,57,exhale,correct,0.316558300022734,P115
P115,-0.31,invalid,58,exhale,correct,0.405238099978305,P115
P115,0.31,invalid,59,exhale,correct,0.432688900007633,P115
P116,10,catch,0,exhale,correct,NA,P116
P116,10,catch,1,exhale,correct,NA,P116
P116,0.31,invalid,2,exhale,correct,0.393974000005983,P116
P116,0.31,invalid,3,exhale,correct,0.411026000016136,P116
P116,-0.31,valid,4,exhale,correct,0.294637899991358,P116
P116,-0.31,invalid,5,exhale,correct,0.342999799991958,P116
P116,0.31,valid,6,exhale,correct,0.416417400003411,P116
P116,-0.31,invalid,7,exhale,correct,0.478649800003041,P116
P116,-0.31,valid,8,exhale,correct,0.296670700015966,P116
P116,-0.31,invalid,9,exhale,correct,0.510412799980259,P116
P116,0.31,invalid,10,exhale,correct,0.491366599977482,P116
P116,-0.31,invalid,11,exhale,correct,0.603590399987297,P116
P116,0.31,valid,12,exhale,correct,0.459164500003681,P116
P116,10,catch,13,exhale,incorrect,1.01242469999124,P116
P116,-0.31,invalid,14,exhale,correct,0.428302399988752,P116
P116,-0.31,valid,15,exhale,correct,0.339784799987683,P116
P116,10,catch,16,exhale,correct,NA,P116
P116,10,catch,17,exhale,correct,NA,P116
P116,0.31,invalid,18,exhale,correct,0.442641400004504,P116
P116,10,catch,19,exhale,correct,NA,P116
P116,0.31,invalid,20,exhale,correct,0.468933600001037,P116
P116,-0.31,valid,21,exhale,correct,0.494251500000246,P116
P116,0.31,valid,22,exhale,correct,0.402904300019145,P116
P116,-0.31,invalid,23,exhale,correct,0.733113599999342,P116
P116,0.31,valid,24,exhale,correct,0.41232589998981,P116
P116,-0.31,invalid,25,exhale,correct,0.441042499995092,P116
P116,-0.31,valid,26,exhale,correct,0.435622399993008,P116
P116,0.31,valid,27,exhale,correct,0.428983899997547,P116
P116,10,catch,28,exhale,correct,NA,P116
P116,0.31,valid,29,exhale,correct,0.442930300021544,P116
P116,0.31,valid,30,exhale,correct,0.396323100023437,P116
P116,-0.31,valid,31,exhale,correct,0.358961699996144,P116
P116,0.31,valid,32,exhale,correct,0.378330500010634,P116
P116,-0.31,invalid,33,exhale,correct,0.420890399982454,P116
P116,10,catch,34,exhale,correct,NA,P116
P116,0.31,valid,35,exhale,correct,0.408977899991442,P116
P116,-0.31,invalid,36,exhale,correct,0.755388999998104,P116
P116,0.31,invalid,37,exhale,correct,0.722985399974277,P116
P116,0.31,invalid,38,exhale,correct,0.539547400025185,P116
P116,0.31,valid,39,exhale,correct,0.538173600012669,P116
P116,0.31,invalid,40,exhale,correct,0.406136899982812,P116
P116,10,catch,41,exhale,correct,NA,P116
P116,-0.31,valid,42,exhale,correct,0.567233100009616,P116
P116,10,catch,43,exhale,correct,NA,P116
P116,0.31,invalid,44,exhale,correct,0.485337599995546,P116
P116,0.31,invalid,45,exhale,correct,0.817616600019392,P116
P116,0.31,valid,46,exhale,correct,1.01496309999493,P116
P116,-0.31,valid,47,exhale,correct,0.896353099989938,P116
P116,-0.31,invalid,48,exhale,correct,0.432549600023776,P116
P116,10,catch,49,exhale,correct,NA,P116
P116,-0.31,valid,50,exhale,correct,0.385346900002332,P116
P116,-0.31,valid,51,exhale,correct,0.601341300003696,P116
P116,-0.31,invalid,52,exhale,correct,0.366505099984352,P116
P116,-0.31,valid,53,exhale,correct,0.346200700005284,P116
P116,10,catch,54,exhale,correct,NA,P116
P116,0.31,invalid,55,exhale,correct,0.335416699992493,P116
P116,-0.31,valid,56,exhale,correct,0.662460699997609,P116
P116,0.31,valid,57,exhale,correct,0.598575800016988,P116
P116,-0.31,invalid,58,exhale,correct,0.374797299999045,P116
P116,0.31,invalid,59,exhale,correct,0.373765199998161,P116
P116,10,catch,0,inhale,correct,NA,P116
P116,10,catch,1,inhale,correct,NA,P116
P116,0.31,invalid,2,inhale,correct,0.451097900018794,P116
P116,0.31,invalid,3,inhale,correct,0.586179799982347,P116
P116,-0.31,valid,4,inhale,correct,0.41392629998154,P116
P116,-0.31,invalid,5,inhale,correct,0.5437011999893,P116
P116,0.31,valid,6,inhale,correct,0.607836099981796,P116
P116,-0.31,invalid,7,inhale,correct,0.80839439999545,P116
P116,-0.31,valid,8,inhale,correct,0.409673399990425,P116
P116,-0.31,invalid,9,inhale,correct,0.390990300016711,P116
P116,0.31,invalid,10,inhale,correct,0.319676499988418,P116
P116,-0.31,invalid,11,inhale,correct,0.396897500002524,P116
P116,0.31,valid,12,inhale,correct,0.339106600004015,P116
P116,10,catch,13,inhale,correct,NA,P116
P116,-0.31,invalid,14,inhale,correct,0.550182800012408,P116
P116,-0.31,valid,15,inhale,correct,0.769340200000443,P116
P116,10,catch,16,inhale,correct,NA,P116
P116,10,catch,17,inhale,correct,NA,P116
P116,0.31,invalid,18,inhale,correct,0.421215099981055,P116
P116,10,catch,19,inhale,correct,NA,P116
P116,0.31,invalid,20,inhale,correct,0.427039999980479,P116
P116,-0.31,valid,21,inhale,correct,0.455755200004205,P116
P116,0.31,valid,22,inhale,correct,0.389908999990439,P116
P116,-0.31,invalid,23,inhale,correct,0.481777299981331,P116
P116,0.31,valid,24,inhale,correct,0.401107900019269,P116
P116,-0.31,invalid,25,inhale,correct,0.373695599992061,P116
P116,-0.31,valid,26,inhale,correct,0.366922799992608,P116
P116,0.31,valid,27,inhale,correct,0.295486800023355,P116
P116,10,catch,28,inhale,correct,NA,P116
P116,0.31,valid,29,inhale,correct,0.460551700001815,P116
P116,0.31,valid,30,inhale,correct,0.369513199984794,P116
P116,-0.31,valid,31,inhale,correct,0.371566500019981,P116
P116,0.31,valid,32,inhale,correct,0.399180799984606,P116
P116,-0.31,invalid,33,inhale,correct,0.407383100013249,P116
P116,10,catch,34,inhale,correct,NA,P116
P116,0.31,valid,35,inhale,correct,0.427979699976277,P116
P116,-0.31,invalid,36,inhale,correct,0.462989200023003,P116
P116,0.31,invalid,37,inhale,correct,1.513097499992,P116
P116,0.31,invalid,38,inhale,correct,0.535512200003723,P116
P116,0.31,valid,39,inhale,correct,0.405731699982425,P116
P116,0.31,invalid,40,inhale,correct,0.598664499993902,P116
P116,10,catch,41,inhale,correct,NA,P116
P116,-0.31,valid,42,inhale,correct,0.506261899980018,P116
P116,10,catch,43,inhale,correct,NA,P116
P116,0.31,invalid,44,inhale,correct,0.420869099994889,P116
P116,0.31,invalid,45,inhale,correct,0.587730300001567,P116
P116,0.31,valid,46,inhale,correct,0.586179200006882,P116
P116,-0.31,valid,47,inhale,correct,0.508216899994295,P116
P116,-0.31,invalid,48,inhale,correct,0.408732100011548,P116
P116,10,catch,49,inhale,correct,NA,P116
P116,-0.31,valid,50,inhale,correct,0.46321319998242,P116
P116,-0.31,valid,51,inhale,correct,0.410793100018054,P116
P116,-0.31,invalid,52,inhale,correct,0.394777300010901,P116
P116,-0.31,valid,53,inhale,correct,0.46997510001529,P116
P116,10,catch,54,inhale,correct,NA,P116
P116,0.31,invalid,55,inhale,correct,0.632913999987068,P116
P116,-0.31,valid,56,inhale,correct,0.552265500009526,P116
P116,0.31,valid,57,inhale,correct,0.447251299978234,P116
P116,-0.31,invalid,58,inhale,correct,0.459414700017078,P116
P116,0.31,invalid,59,inhale,correct,0.362564700015355,P116
P117,10,catch,0,inhale,correct,NA,P117
P117,10,catch,1,inhale,correct,NA,P117
P117,0.31,invalid,2,inhale,correct,0.468558300024597,P117
P117,0.31,invalid,3,inhale,correct,0.530274099990493,P117
P117,-0.31,valid,4,inhale,correct,0.37122860000818,P117
P117,-0.31,invalid,5,inhale,correct,0.383181400015019,P117
P117,0.31,valid,6,inhale,correct,0.360593499994138,P117
P117,-0.31,invalid,7,inhale,correct,0.558794300013687,P117
P117,-0.31,valid,8,inhale,correct,0.401198800012935,P117
P117,-0.31,invalid,9,inhale,correct,0.398931900010211,P117
P117,0.31,invalid,10,inhale,correct,0.399792600015644,P117
P117,-0.31,invalid,11,inhale,correct,0.387991900002817,P117
P117,0.31,valid,12,inhale,correct,0.3595913000172,P117
P117,10,catch,13,inhale,incorrect,0.313204500009306,P117
P117,-0.31,invalid,14,inhale,correct,0.394703599973582,P117
P117,-0.31,valid,15,inhale,correct,0.389935599989258,P117
P117,10,catch,16,inhale,correct,NA,P117
P117,10,catch,17,inhale,correct,NA,P117
P117,0.31,invalid,18,inhale,correct,0.53667490000953,P117
P117,10,catch,19,inhale,correct,NA,P117
P117,0.31,invalid,20,inhale,correct,0.482499300007476,P117
P117,-0.31,valid,21,inhale,correct,0.507505499990657,P117
P117,0.31,valid,22,inhale,correct,0.469361299998127,P117
P117,-0.31,invalid,23,inhale,correct,0.427921099995729,P117
P117,0.31,valid,24,inhale,correct,0.358165499987081,P117
P117,-0.31,invalid,25,inhale,correct,0.477863199979765,P117
P117,-0.31,valid,26,inhale,correct,0.409482000017306,P117
P117,0.31,valid,27,inhale,correct,0.401791500014951,P117
P117,10,catch,28,inhale,correct,NA,P117
P117,0.31,valid,29,inhale,correct,0.394181400013622,P117
P117,0.31,valid,30,inhale,correct,0.461479099991266,P117
P117,-0.31,valid,31,inhale,correct,0.422161599999527,P117
P117,0.31,valid,32,inhale,correct,0.395863300014753,P117
P117,-0.31,invalid,33,inhale,correct,0.435718499997165,P117
P117,10,catch,34,inhale,correct,NA,P117
P117,0.31,valid,35,inhale,correct,0.423860599985346,P117
P117,-0.31,invalid,36,inhale,correct,0.45342529998743,P117
P117,0.31,invalid,37,inhale,correct,0.377925800014054,P117
P117,0.31,invalid,38,inhale,correct,0.482829899992794,P117
P117,0.31,valid,39,inhale,correct,0.467404199996963,P117
P117,0.31,invalid,40,inhale,correct,0.652065499976743,P117
P117,10,catch,41,inhale,correct,NA,P117
P117,-0.31,valid,42,inhale,correct,0.533663999987766,P117
P117,10,catch,43,inhale,correct,NA,P117
P117,0.31,invalid,44,inhale,correct,0.449835799983703,P117
P117,0.31,invalid,45,inhale,correct,0.409713400003966,P117
P117,0.31,valid,46,inhale,correct,0.34639680001419,P117
P117,-0.31,valid,47,inhale,correct,0.344498599995859,P117
P117,-0.31,invalid,48,inhale,correct,0.390755800006445,P117
P117,10,catch,49,inhale,correct,NA,P117
P117,-0.31,valid,50,inhale,correct,0.446620200003963,P117
P117,-0.31,valid,51,inhale,correct,0.447579600004246,P117
P117,-0.31,invalid,52,inhale,correct,0.420363300014287,P117
P117,-0.31,valid,53,inhale,correct,0.3746620999882,P117
P117,10,catch,54,inhale,correct,NA,P117
P117,0.31,invalid,55,inhale,correct,0.399309999978868,P117
P117,-0.31,valid,56,inhale,correct,0.440668099996401,P117
P117,0.31,valid,57,inhale,correct,0.340403299982427,P117
P117,-0.31,invalid,58,inhale,correct,0.361977599997772,P117
P117,0.31,invalid,59,inhale,correct,0.46544040000299,P117
P117,10,catch,0,exhale,correct,NA,P117
P117,10,catch,1,exhale,correct,NA,P117
P117,0.31,invalid,2,exhale,correct,0.426162200019462,P117
P117,0.31,invalid,3,exhale,correct,0.422819500003243,P117
P117,-0.31,valid,4,exhale,correct,0.40555499997572,P117
P117,-0.31,invalid,5,exhale,correct,0.44236610000371,P117
P117,0.31,valid,6,exhale,correct,0.470876499981387,P117
P117,-0.31,invalid,7,exhale,correct,0.437606999999844,P117
P117,-0.31,valid,8,exhale,correct,0.399611700006062,P117
P117,-0.31,invalid,9,exhale,correct,0.354737599991495,P117
P117,0.31,invalid,10,exhale,correct,0.417643299995689,P117
P117,-0.31,invalid,11,exhale,correct,0.409219699999085,P117
P117,0.31,valid,12,exhale,correct,0.434745499980636,P117
P117,10,catch,13,exhale,correct,NA,P117
P117,-0.31,invalid,14,exhale,correct,0.461184000014327,P117
P117,-0.31,valid,15,exhale,correct,0.634664499986684,P117
P117,10,catch,16,exhale,correct,NA,P117
P117,10,catch,17,exhale,correct,NA,P117
P117,0.31,invalid,18,exhale,correct,0.474337799998466,P117
P117,10,catch,19,exhale,correct,NA,P117
P117,0.31,invalid,20,exhale,correct,0.385924600006547,P117
P117,-0.31,valid,21,exhale,correct,0.419651900010649,P117
P117,0.31,valid,22,exhale,correct,0.344227900000988,P117
P117,-0.31,invalid,23,exhale,correct,0.459327099990332,P117
P117,0.31,valid,24,exhale,correct,0.440448599983938,P117
P117,-0.31,invalid,25,exhale,correct,0.395695199986221,P117
P117,-0.31,valid,26,exhale,correct,0.769583699991927,P117
P117,0.31,valid,27,exhale,correct,0.395121300010942,P117
P117,10,catch,28,exhale,correct,NA,P117
P117,0.31,valid,29,exhale,correct,0.498979200026952,P117
P117,0.31,valid,30,exhale,correct,0.518190500006313,P117
P117,-0.31,valid,31,exhale,correct,0.432444499980193,P117
P117,0.31,valid,32,exhale,correct,0.374300900002709,P117
P117,-0.31,invalid,33,exhale,correct,0.476926700008335,P117
P117,10,catch,34,exhale,correct,NA,P117
P117,0.31,valid,35,exhale,correct,0.47479690000182,P117
P117,-0.31,invalid,36,exhale,correct,0.445157999987714,P117
P117,0.31,invalid,37,exhale,correct,0.402879699977348,P117
P117,0.31,invalid,38,exhale,correct,0.38681159997941,P117
P117,0.31,valid,39,exhale,correct,0.441482199996244,P117
P117,0.31,invalid,40,exhale,correct,0.356892100011464,P117
P117,10,catch,41,exhale,correct,NA,P117
P117,-0.31,valid,42,exhale,correct,0.491206799983047,P117
P117,10,catch,43,exhale,correct,NA,P117
P117,0.31,invalid,44,exhale,correct,0.484127700008685,P117
P117,0.31,invalid,45,exhale,correct,0.408190299989656,P117
P117,0.31,valid,46,exhale,correct,0.361975299980259,P117
P117,-0.31,valid,47,exhale,correct,0.39157810001052,P117
P117,-0.31,invalid,48,exhale,correct,0.306321199983358,P117
P117,10,catch,49,exhale,correct,NA,P117
P117,-0.31,valid,50,exhale,correct,0.452442800014978,P117
P117,-0.31,valid,51,exhale,correct,0.363793600001372,P117
P117,-0.31,invalid,52,exhale,correct,0.462534599995706,P117
P117,-0.31,valid,53,exhale,correct,0.331264900014503,P117
P117,10,catch,54,exhale,correct,NA,P117
P117,0.31,invalid,55,exhale,correct,0.91898940000101,P117
P117,-0.31,valid,56,exhale,correct,0.355320100003155,P117
P117,0.31,valid,57,exhale,correct,0.37016940000467,P117
P117,-0.31,invalid,58,exhale,correct,0.395403799979249,P117
P117,0.31,invalid,59,exhale,correct,0.395671600010246,P117
P118,10,catch,0,exhale,correct,NA,P118
P118,10,catch,1,exhale,correct,NA,P118
P118,0.31,invalid,2,exhale,correct,0.43771719999495,P118
P118,0.31,invalid,3,exhale,correct,0.403464000002714,P118
P118,-0.31,valid,4,exhale,correct,0.393737999984296,P118
P118,-0.31,invalid,5,exhale,correct,0.480192099988926,P118
P118,0.31,valid,6,exhale,correct,0.28249740001047,P118
P118,-0.31,invalid,7,exhale,correct,0.376707999996142,P118
P118,-0.31,valid,8,exhale,correct,0.335618999990402,P118
P118,-0.31,invalid,9,exhale,correct,0.405951699998695,P118
P118,0.31,invalid,10,exhale,correct,0.318873500014888,P118
P118,-0.31,invalid,11,exhale,correct,0.384246400004486,P118
P118,0.31,valid,12,exhale,correct,0.360772899992298,P118
P118,10,catch,13,exhale,correct,NA,P118
P118,-0.31,invalid,14,exhale,correct,0.320242300018435,P118
P118,-0.31,valid,15,exhale,correct,0.319176100019831,P118
P118,10,catch,16,exhale,correct,NA,P118
P118,10,catch,17,exhale,correct,NA,P118
P118,0.31,invalid,18,exhale,correct,0.391256600007182,P118
P118,10,catch,19,exhale,correct,NA,P118
P118,0.31,invalid,20,exhale,correct,0.394219600013457,P118
P118,-0.31,valid,21,exhale,correct,0.461333599989302,P118
P118,0.31,valid,22,exhale,correct,0.317234599991934,P118
P118,-0.31,invalid,23,exhale,correct,0.352110699983314,P118
P118,0.31,valid,24,exhale,correct,0.706877099990379,P118
P118,-0.31,invalid,25,exhale,correct,0.362343199987663,P118
P118,-0.31,valid,26,exhale,correct,0.810235899989493,P118
P118,0.31,valid,27,exhale,correct,0.320401699980721,P118
P118,10,catch,28,exhale,correct,NA,P118
P118,0.31,valid,29,exhale,correct,0.317476800002623,P118
P118,0.31,valid,30,exhale,correct,0.344282699981704,P118
P118,-0.31,valid,31,exhale,correct,0.371713500004262,P118
P118,0.31,valid,32,exhale,correct,0.308948099991539,P118
P118,-0.31,invalid,33,exhale,correct,0.384160999994492,P118
P118,10,catch,34,exhale,correct,NA,P118
P118,0.31,valid,35,exhale,correct,0.347089200018672,P118
P118,-0.31,invalid,36,exhale,correct,0.24944789998699,P118
P118,0.31,invalid,37,exhale,correct,0.45823429999291,P118
P118,0.31,invalid,38,exhale,correct,0.341708799998742,P118
P118,0.31,valid,39,exhale,correct,0.336154399992665,P118
P118,0.31,invalid,40,exhale,correct,0.416372200008482,P118
P118,10,catch,41,exhale,correct,NA,P118
P118,-0.31,valid,42,exhale,correct,0.407902599981753,P118
P118,10,catch,43,exhale,correct,NA,P118
P118,0.31,invalid,44,exhale,correct,0.420419700007187,P118
P118,0.31,invalid,45,exhale,correct,0.310260199999902,P118
P118,0.31,valid,46,exhale,correct,0.312527700007195,P118
P118,-0.31,valid,47,exhale,correct,0.429272500012303,P118
P118,-0.31,invalid,48,exhale,correct,0.285642500006361,P118
P118,10,catch,49,exhale,correct,NA,P118
P118,-0.31,valid,50,exhale,correct,0.385404700005893,P118
P118,-0.31,valid,51,exhale,correct,0.42014209998888,P118
P118,-0.31,invalid,52,exhale,correct,0.344851600006223,P118
P118,-0.31,valid,53,exhale,correct,0.354570600000443,P118
P118,10,catch,54,exhale,correct,NA,P118
P118,0.31,invalid,55,exhale,correct,0.353663799993228,P118
P118,-0.31,valid,56,exhale,correct,0.292337500024587,P118
P118,0.31,valid,57,exhale,correct,0.303348099987488,P118
P118,-0.31,invalid,58,exhale,correct,0.363963600015268,P118
P118,0.31,invalid,59,exhale,correct,0.395391500002006,P118
P118,10,catch,0,inhale,correct,NA,P118
P118,10,catch,1,inhale,correct,NA,P118
P118,0.31,invalid,2,inhale,correct,0.350514100020519,P118
P118,0.31,invalid,3,inhale,correct,0.363078700000187,P118
P118,-0.31,valid,4,inhale,correct,0.367131699982565,P118
P118,-0.31,invalid,5,inhale,correct,0.390375200018752,P118
P118,0.31,valid,6,inhale,correct,0.332419899990782,P118
P118,-0.31,invalid,7,inhale,correct,0.320900299993809,P118
P118,-0.31,valid,8,inhale,correct,0.302192200004356,P118
P118,-0.31,invalid,9,inhale,correct,0.23100970001542,P118
P118,0.31,invalid,10,inhale,correct,0.358187400008319,P118
P118,-0.31,invalid,11,inhale,correct,0.324026400019648,P118
P118,0.31,valid,12,inhale,correct,0.359668699995382,P118
P118,10,catch,13,inhale,incorrect,0.332013399980497,P118
P118,-0.31,invalid,14,inhale,correct,0.429947299999185,P118
P118,-0.31,valid,15,inhale,correct,0.584531000000425,P118
P118,10,catch,16,inhale,correct,NA,P118
P118,10,catch,17,inhale,correct,NA,P118
P118,0.31,invalid,18,inhale,correct,0.428554100013571,P118
P118,10,catch,19,inhale,correct,NA,P118
P118,0.31,invalid,20,inhale,correct,0.324757800000953,P118
P118,-0.31,valid,21,inhale,correct,0.397767599992221,P118
P118,0.31,valid,22,inhale,correct,0.338007300015306,P118
P118,-0.31,invalid,23,inhale,correct,0.446577499998966,P118
P118,0.31,valid,24,inhale,correct,0.366681499988772,P118
P118,-0.31,invalid,25,inhale,correct,0.377475400018739,P118
P118,-0.31,valid,26,inhale,correct,0.297149599995464,P118
P118,0.31,valid,27,inhale,correct,0.472657000005711,P118
P118,10,catch,28,inhale,incorrect,0.277428500005044,P118
P118,0.31,valid,29,inhale,correct,0.289904200006276,P118
P118,0.31,valid,30,inhale,correct,0.308730599994306,P118
P118,-0.31,valid,31,inhale,correct,0.35617079999065,P118
P118,0.31,valid,32,inhale,correct,0.362768900027731,P118
P118,-0.31,invalid,33,inhale,correct,0.513684200006537,P118
P118,10,catch,34,inhale,correct,NA,P118
P118,0.31,valid,35,inhale,correct,0.385653200006345,P118
P118,-0.31,invalid,36,inhale,correct,0.360705800005235,P118
P118,0.31,invalid,37,inhale,correct,0.876267000014195,P118
P118,0.31,invalid,38,inhale,correct,0.385693799995352,P118
P118,0.31,valid,39,inhale,correct,0.526411500002723,P118
P118,0.31,invalid,40,inhale,correct,0.411782300012419,P118
P118,10,catch,41,inhale,correct,NA,P118
P118,-0.31,valid,42,inhale,correct,0.440205699997023,P118
P118,10,catch,43,inhale,correct,NA,P118
P118,0.31,invalid,44,inhale,correct,0.412517199991271,P118
P118,0.31,invalid,45,inhale,correct,0.373540400003549,P118
P118,0.31,valid,46,inhale,correct,0.312975599983474,P118
P118,-0.31,valid,47,inhale,correct,0.403738199995132,P118
P118,-0.31,invalid,48,inhale,correct,0.372259099996882,P118
P118,10,catch,49,inhale,correct,NA,P118
P118,-0.31,valid,50,inhale,correct,0.343682500009891,P118
P118,-0.31,valid,51,inhale,correct,0.262972500000615,P118
P118,-0.31,invalid,52,inhale,correct,0.336472099996172,P118
P118,-0.31,valid,53,inhale,correct,0.617674899986014,P118
P118,10,catch,54,inhale,correct,NA,P118
P118,0.31,invalid,55,inhale,correct,0.334508700005244,P118
P118,-0.31,valid,56,inhale,correct,0.347429600020405,P118
P118,0.31,valid,57,inhale,correct,0.318100000004051,P118
P118,-0.31,invalid,58,inhale,correct,0.371002299973043,P118
P118,0.31,invalid,59,inhale,correct,0.263414400018519,P118
P119,10,catch,0,inhale,correct,NA,P119
P119,10,catch,1,inhale,correct,NA,P119
P119,0.31,invalid,2,inhale,correct,0.634370099985972,P119
P119,0.31,invalid,3,inhale,correct,0.50274729996454,P119
P119,-0.31,valid,4,inhale,correct,0.542294499988202,P119
P119,-0.31,invalid,5,inhale,correct,0.466289499949198,P119
P119,0.31,valid,6,inhale,correct,0.522095100022852,P119
P119,-0.31,invalid,7,inhale,correct,0.632537800003774,P119
P119,-0.31,valid,8,inhale,correct,0.446447000023909,P119
P119,-0.31,invalid,9,inhale,correct,0.529978999984451,P119
P119,0.31,invalid,10,inhale,correct,0.456880200013984,P119
P119,-0.31,invalid,11,inhale,correct,0.40648979996331,P119
P119,0.31,valid,12,inhale,correct,0.412142499990296,P119
P119,10,catch,13,inhale,correct,NA,P119
P119,-0.31,invalid,14,inhale,correct,0.488053700013552,P119
P119,-0.31,valid,15,inhale,correct,0.470041599997785,P119
P119,10,catch,16,inhale,correct,NA,P119
P119,10,catch,17,inhale,correct,NA,P119
P119,0.31,invalid,18,inhale,correct,0.410252399975434,P119
P119,10,catch,19,inhale,correct,NA,P119
P119,0.31,invalid,20,inhale,correct,0.622962300025392,P119
P119,-0.31,valid,21,inhale,correct,0.63859250000678,P119
P119,0.31,valid,22,inhale,correct,0.45163299998967,P119
P119,-0.31,invalid,23,inhale,correct,0.440445500018541,P119
P119,0.31,valid,24,inhale,correct,0.396355499979109,P119
P119,-0.31,invalid,25,inhale,correct,0.469069899991155,P119
P119,-0.31,valid,26,inhale,correct,0.398458799987566,P119
P119,0.31,valid,27,inhale,correct,0.462714800029062,P119
P119,10,catch,28,inhale,correct,NA,P119
P119,0.31,valid,29,inhale,correct,0.438971900031902,P119
P119,0.31,valid,30,inhale,correct,0.484327499987558,P119
P119,-0.31,valid,31,inhale,correct,0.463904700009152,P119
P119,0.31,valid,32,inhale,correct,0.382246599998325,P119
P119,-0.31,invalid,33,inhale,correct,0.546913600002881,P119
P119,10,catch,34,inhale,correct,NA,P119
P119,0.31,valid,35,inhale,correct,0.445931499998551,P119
P119,-0.31,invalid,36,inhale,correct,0.61084799998207,P119
P119,0.31,invalid,37,inhale,correct,0.368071799981408,P119
P119,0.31,invalid,38,inhale,correct,0.452053699991666,P119
P119,0.31,valid,39,inhale,correct,0.449023500026669,P119
P119,0.31,invalid,40,inhale,correct,0.407189299992751,P119
P119,10,catch,41,inhale,correct,NA,P119
P119,-0.31,valid,42,inhale,correct,0.441429300000891,P119
P119,10,catch,43,inhale,correct,NA,P119
P119,0.31,invalid,44,inhale,correct,0.439788199961185,P119
P119,0.31,invalid,45,inhale,correct,0.440374900004826,P119
P119,0.31,valid,46,inhale,correct,0.458450700039975,P119
P119,-0.31,valid,47,inhale,correct,0.468596199993044,P119
P119,-0.31,invalid,48,inhale,correct,0.399104500014801,P119
P119,10,catch,49,inhale,correct,NA,P119
P119,-0.31,valid,50,inhale,correct,0.434284500021022,P119
P119,-0.31,valid,51,inhale,correct,0.464455300010741,P119
P119,-0.31,invalid,52,inhale,correct,0.533949600008782,P119
P119,-0.31,valid,53,inhale,correct,0.559567000018433,P119
