"participant_ID","target_y","validity","trial","phase","response","rt"
"P154",10,"catch",0,"inhale","correct",NA
"P154",10,"catch",1,"inhale","correct",NA
"P154",0.31,"invalid",2,"inhale","correct",0.412135000005946
"P154",0.31,"invalid",3,"inhale","correct",0.444563600001857
"P154",-0.31,"valid",4,"inhale","correct",0.411369999987073
"P154",-0.31,"invalid",5,"inhale","correct",0.407664099999238
"P154",0.31,"valid",6,"inhale","correct",0.343579200009117
"P154",-0.31,"invalid",7,"inhale","correct",0.43093050000607
"P154",-0.31,"valid",8,"inhale","correct",0.418956200010143
"P154",-0.31,"invalid",9,"inhale","correct",0.349334800004726
"P154",0.31,"invalid",10,"inhale","correct",0.401002300000982
"P154",-0.31,"invalid",11,"inhale","correct",0.38214900001185
"P154",0.31,"valid",12,"inhale","correct",0.457342400011839
"P154",10,"catch",13,"inhale","correct",NA
"P154",-0.31,"invalid",14,"inhale","correct",0.478645199997118
"P154",-0.31,"valid",15,"inhale","correct",0.456102299998747
"P154",10,"catch",16,"inhale","correct",NA
"P154",10,"catch",17,"inhale","correct",NA
"P154",0.31,"invalid",18,"inhale","correct",0.508495500005665
"P154",10,"catch",19,"inhale","correct",NA
"P154",0.31,"invalid",20,"inhale","correct",0.41985060001025
"P154",-0.31,"valid",21,"inhale","correct",0.420306400003028
"P154",0.31,"valid",22,"inhale","correct",0.599481899989769
"P154",-0.31,"invalid",23,"inhale","correct",0.423467200002051
"P154",0.31,"valid",24,"inhale","correct",0.451287400006549
"P154",-0.31,"invalid",25,"inhale","correct",0.378295199989225
"P154",-0.31,"valid",26,"inhale","correct",0.318086400002358
"P154",0.31,"valid",27,"inhale","correct",0.33922779999557
"P154",10,"catch",28,"inhale","correct",NA
"P154",0.31,"valid",29,"inhale","correct",0.536994699999923
"P154",0.31,"valid",30,"inhale","correct",0.391937599997618
"P154",-0.31,"valid",31,"inhale","correct",0.3625444000063
"P154",0.31,"valid",32,"inhale","correct",0.408778800003347
