num Df,den Df,MSE,F,pes,Pr(>F)
1,52,7.032063689931226e-4,24.207729556059785,0.31765451742335593,9.101519890937992e-6
1,52,9.241294650101035e-4,6.906445033835365,0.1172443020431527,0.011262950400137396
1,52,5.17726919913408e-4,1.6006020970376065,0.029861643981907215,0.21145803163094393
